document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope,term_localName
2020-07-26T07:00:00-04:00,http://dublincore.org/usage/terms/history/#language-007,language-007,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://dublincore.org/usage/terms/history/#languageT-001,,,Language,A language of the resource.,Recommended best practice is to use a controlled vocabulary such as RFC 5646.,"`en` (for English), `es` (for Spanish)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/elements/1.1/,,simple,language
2020-07-26T07:00:00-04:00,http://dublincore.org/usage/terms/history/#type-006,type-006,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://dublincore.org/usage/terms/history/#typeT-001,,,Type,The nature or genre of the resource.,Must be populated with a value from the DCMI type vocabulary (http://dublincore.org/documents/2010/10/11/dcmi-type-vocabulary/).,"`StillImage`, `MovingImage`, `Sound`, `PhysicalObject`, `Event`, `Text`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/elements/1.1/,,simple,type
