term_localName,label,definition,usage,notes,examples,definition_derived_from,type,tdwgutility_organizedInClass
title,Taxon Concept Label,A name given to the resource.,,"In TCS `dcterms:title` is used for the taxonomic concept label [\[senderov_openbiodiv-o_2018\]](../bibliography#senderov_openbiodiv-o_2018), which consists of the Taxon Name and a reference to the publication where the concept is circumscribed, separated by 'sec.', which stands for 'secundus' ('according to'). It is used to indicate one specific meaning of a name – a Taxon Concept – rather than the cumulative nomenclatural and taxonomic legacy associated with the name.",https://tdwg.github.io/tcs2/examples/T.html | https://tdwg.github.io/tcs2/examples/a.html | https://tdwg.github.io/tcs2/examples/x.html | https://tdwg.github.io/tcs2/examples/o.html | https://tdwg.github.io/tcs2/examples/n.html | https://tdwg.github.io/tcs2/examples/C.html | https://tdwg.github.io/tcs2/examples/o.html | https://tdwg.github.io/tcs2/examples/n.html | https://tdwg.github.io/tcs2/examples/c.html | https://tdwg.github.io/tcs2/examples/e.html | https://tdwg.github.io/tcs2/examples/p.html | https://tdwg.github.io/tcs2/examples/t.html | https://tdwg.github.io/tcs2/examples/-.html | https://tdwg.github.io/tcs2/examples/t.html | https://tdwg.github.io/tcs2/examples/i.html | https://tdwg.github.io/tcs2/examples/t.html | https://tdwg.github.io/tcs2/examples/l.html | https://tdwg.github.io/tcs2/examples/e.html | https://tdwg.github.io/tcs2/examples/-.html | https://tdwg.github.io/tcs2/examples/e.html | https://tdwg.github.io/tcs2/examples/x.html | https://tdwg.github.io/tcs2/examples/a.html | https://tdwg.github.io/tcs2/examples/m.html | https://tdwg.github.io/tcs2/examples/p.html | https://tdwg.github.io/tcs2/examples/l.html | https://tdwg.github.io/tcs2/examples/e.html | https://tdwg.github.io/tcs2/examples/s.html | https://tdwg.github.io/tcs2/examples/..html | https://tdwg.github.io/tcs2/examples/m.html | https://tdwg.github.io/tcs2/examples/d.html,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonConcept
