document_modified,version,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,skos_scopeNote,dcterms_description,rdf_type,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable,term_localName
2017-09-23T06:53:00-05:00,http://ns.adobe.com/photoshop/1.0/Credit#,,,,,,,Credit,The credit to person(s) and/or organisation(s) required by the supplier of the item to be used when published. This is a free-text field.,"free text for ""Please cite this as ...""","IPTC also refers to this generically as a ""Credit Line"" as it is frequently displayed with the media.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs-test.tdwg.org/dwc/terms/attributes/Attribution,,1,No,No,Credit
