replacing_version,replaced_version_localName
http://rs.tdwg.org/acsubtype/values/version/Drawing-2022-02-23,Drawing-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Painting-2022-02-23,Painting-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Logo-2022-02-23,Logo-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Icon-2022-02-23,Icon-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Illustration-2022-02-23,Illustration-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Photograph-2022-02-23,Photograph-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Animation-2022-02-23,Animation-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Film-2022-02-23,Film-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/SlideShow-2022-02-23,SlideShow-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/DesignPlan-2022-02-23,DesignPlan-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Diagram-2022-02-23,Diagram-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/Map-2022-02-23,Map-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/MusicalNotation-2022-02-23,MusicalNotation-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/VirtualRealityEnvironment-2022-02-23,VirtualRealityEnvironment-2020-10-13
http://rs.tdwg.org/acsubtype/values/version/GlossaryPage-2022-02-23,GlossaryPage-2020-10-13
