header,predicate,type,value,attribute,subject_id
contributor_literal,rdfs:label,plain,,,$root
contributor_literal,foaf:name,plain,,,$root
contributor_literal,schema:name,plain,,,$root
affiliation,vcard:organization-name,plain,,,$root
affiliation_uri,schema:affiliation,iri,,,$root
