document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,term_localName
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/FossilSpecimen-2008-11-19,FossilSpecimen-2008-11-19,http://rs-test.tdwg.org/dwc/dwctype/version/,2008-11-19,superseded,,,,Fossil Specimen,A resource describing a fossilized specimen.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/FossileSpecimen,,,FossilSpecimen
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/FossilSpecimen-2011-10-16,FossilSpecimen-2011-10-16,http://rs-test.tdwg.org/dwc/dwctype/version/,2011-10-16,deprecated,http://rs-test.tdwg.org/dwc/dwctype/version/FossilSpecimen-2008-11-19,,,Fossil Specimen,A resource describing a fossilized specimen.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/FossileSpecimen,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,FossilSpecimen
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/HumanObservation-2008-11-19,HumanObservation-2008-11-19,http://rs-test.tdwg.org/dwc/dwctype/version/,2008-11-19,superseded,,,,Human Observation,A resource describing an observation made by one or more people.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/HumanObservation,,,HumanObservation
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/HumanObservation-2011-10-16,HumanObservation-2011-10-16,http://rs-test.tdwg.org/dwc/dwctype/version/,2011-10-16,deprecated,http://rs-test.tdwg.org/dwc/dwctype/version/HumanObservation-2008-11-19,,,Human Observation,A resource describing an observation made by one or more people.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/HumanObservation,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,HumanObservation
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/LivingSpecimen-2008-11-19,LivingSpecimen-2008-11-19,http://rs-test.tdwg.org/dwc/dwctype/version/,2008-11-19,superseded,,,,Living Specimen,A resource describing a living specimen.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/LivingSpecimen,,,LivingSpecimen
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/LivingSpecimen-2011-10-16,LivingSpecimen-2011-10-16,http://rs-test.tdwg.org/dwc/dwctype/version/,2011-10-16,deprecated,http://rs-test.tdwg.org/dwc/dwctype/version/LivingSpecimen-2008-11-19,,,Living Specimen,A resource describing a living specimen.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/LivingSpecimen,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,LivingSpecimen
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/Location-2009-04-24,Location-2009-04-24,http://rs-test.tdwg.org/dwc/dwctype/version/,2009-04-24,deprecated,,,,Location,A resource describing an instance of the Location class.,,http://www.w3.org/2000/01/rdf-schema#Class,not in ABCD,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,Location
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/MachineObservation-2008-11-19,MachineObservation-2008-11-19,http://rs-test.tdwg.org/dwc/dwctype/version/,2008-11-19,superseded,,,,Machine Observation,A resource describing an observation made by a machine.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/MachineObservation,,,MachineObservation
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/MachineObservation-2011-10-16,MachineObservation-2011-10-16,http://rs-test.tdwg.org/dwc/dwctype/version/,2011-10-16,deprecated,http://rs-test.tdwg.org/dwc/dwctype/version/MachineObservation-2008-11-19,,,Machine Observation,A resource describing an observation made by a machine.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/MachineObservation,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,MachineObservation
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/MaterialSample-2013-06-24,MaterialSample-2013-06-24,http://rs-test.tdwg.org/dwc/dwctype/version/,2013-06-24,deprecated,,,,Material Sample,"A resource describing the physical results of a sampling (or subsampling) event. In biological collections, the material sample is typically collected, and either preserved or destructively processed.",,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,MaterialSample
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/NomenclaturalChecklist-2009-01-23,NomenclaturalChecklist-2009-01-23,http://rs-test.tdwg.org/dwc/dwctype/version/,2009-01-23,deprecated,,,,Nomenclatural Checklist,A resource describing a nomenclatural checklist.,,http://www.w3.org/2000/01/rdf-schema#Class,not in ABCD,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,NomenclaturalChecklist
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/Occurrence-2009-04-24,Occurrence-2009-04-24,http://rs-test.tdwg.org/dwc/dwctype/version/,2009-04-24,superseded,,,,Occurrence,A resource describing an instance of the Occurrence class.,,http://www.w3.org/2000/01/rdf-schema#Class,not in ABCD,,,Occurrence
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/Occurrence-2011-10-16,Occurrence-2011-10-16,http://rs-test.tdwg.org/dwc/dwctype/version/,2011-10-16,deprecated,http://rs-test.tdwg.org/dwc/dwctype/version/Occurrence-2009-04-24,,,Occurrence,A resource describing an instance of the Occurrence class.,,http://www.w3.org/2000/01/rdf-schema#Class,not in ABCD,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,Occurrence
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/PreservedSpecimen-2008-11-19,PreservedSpecimen-2008-11-19,http://rs-test.tdwg.org/dwc/dwctype/version/,2008-11-19,superseded,,,,Preserved Specimen,A resource describing a preserved specimen.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/PreservedSpecimen,,,PreservedSpecimen
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/PreservedSpecimen-2011-10-16,PreservedSpecimen-2011-10-16,http://rs-test.tdwg.org/dwc/dwctype/version/,2011-10-16,deprecated,http://rs-test.tdwg.org/dwc/dwctype/version/PreservedSpecimen-2008-11-19,,,Preserved Specimen,A resource describing a preserved specimen.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/PreservedSpecimen,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,PreservedSpecimen
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwctype/version/Taxon-2009-01-23,Taxon-2009-01-23,http://rs-test.tdwg.org/dwc/dwctype/version/,2009-01-23,deprecated,,,,Taxon,A resource describing an instance of the Taxon class.,,http://www.w3.org/2000/01/rdf-schema#Class,not in ABCD,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,Taxon
