term_localName,label,skos_broader,skos_inScheme,definition,definition_derived_from,usage,notes,examples,controlled_value_string,type
p,subject part concept scheme,,,a SKOS concept scheme for parts of organisms,,,,,,http://www.w3.org/2004/02/skos/core#ConceptScheme
