replacing_version,replaced_version_localName
http://rs.tdwg.org/chrono/terms/version/ChronometricAge-2020-08-14,ChronometricAge-2018-11-08
http://rs.tdwg.org/chrono/terms/version/chronometricAgeConversionProtocol-2020-08-14,verbatimChronometricAgeConversionProtocol-2018-11-08
http://rs.tdwg.org/chrono/terms/version/chronometricAgeID-2020-08-14,chronometricAgeID-2018-11-08
http://rs.tdwg.org/chrono/terms/version/chronometricAgeProtocol-2020-08-14,chronometricAgeProtocol-2018-11-13
http://rs.tdwg.org/chrono/terms/version/chronometricAgeReferences-2020-08-14,chronometricAgeReferences-2018-11-13
http://rs.tdwg.org/chrono/terms/version/chronometricAgeRemarks-2020-08-14,chronometricAgeRemarks-2018-11-08
http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyInYears-2020-08-14,chronometricAgeUncertaintyInYears-2018-11-13
http://rs.tdwg.org/chrono/terms/version/chronometricAgeUncertaintyMethod-2020-08-14,chronometricAgeUncertaintyMethod-2018-11-13
http://rs.tdwg.org/chrono/terms/version/materialDated-2020-08-14,materialDated-2018-11-08
http://rs.tdwg.org/chrono/terms/version/materialDatedID-2020-08-14,materialDatedID-2018-11-08
http://rs.tdwg.org/chrono/terms/version/maximumChronometricAge-2020-08-14,maximumChronometricAge-2018-11-13
http://rs.tdwg.org/chrono/terms/version/maximumChronometricAgeReferenceSystem-2020-08-14,maximumChronometricAgeReferenceSystem-2018-11-13
http://rs.tdwg.org/chrono/terms/version/minimumChronometricAge-2020-08-14,minimumChronometricAge-2018-11-13
http://rs.tdwg.org/chrono/terms/version/minimumChronometricAgeReferenceSystem-2020-08-14,minimumChronometricAgeReferenceSystem-2018-11-13
http://rs.tdwg.org/chrono/terms/version/verbatimChronometricAge-2020-08-14,verbatimChronometricAge-2018-11-13
http://zooarchnet.org/dwc/terms/version/ageUncertaintyInYears-2018-03-15,ageUncertainty-2017-11-30
http://zooarchnet.org/dwc/terms/version/ChronometricAge-2018-11-08,ChronometricDate-2017-11-30
http://zooarchnet.org/dwc/terms/version/chronometricAgeID-2018-11-08,chronometricDateID-2017-11-30
http://zooarchnet.org/dwc/terms/version/chronometricAgeProtocol-2018-11-13,chronometricDateProtocol-2017-11-30
http://zooarchnet.org/dwc/terms/version/chronometricAgeReferences-2018-11-13,chronometricDateReferences-2017-11-30
http://zooarchnet.org/dwc/terms/version/chronometricAgeRemarks-2018-11-08,chronometricDateRemarks-2017-11-30
http://zooarchnet.org/dwc/terms/version/chronometricAgeUncertaintyInYears-2018-05-04,ageUncertaintyInYears-2018-03-15
http://zooarchnet.org/dwc/terms/version/chronometricAgeUncertaintyInYears-2018-11-13,chronometricAgeUncertaintyInYears-2018-05-04
http://zooarchnet.org/dwc/terms/version/chronometricAgeUncertaintyMethod-2018-05-04,ageUncertaintyMethod-2017-11-30
http://zooarchnet.org/dwc/terms/version/chronometricAgeUncertaintyMethod-2018-11-13,chronometricAgeUncertaintyMethod-2018-05-04
http://zooarchnet.org/dwc/terms/version/materialDated-2018-11-08,materialDated-2017-11-30
http://zooarchnet.org/dwc/terms/version/materialDatedID-2018-11-08,materialDatedID-2017-11-30
http://zooarchnet.org/dwc/terms/version/maximumAgeReferenceSystem-2018-03-15,maximumAgeUnits-2017-11-30
http://zooarchnet.org/dwc/terms/version/maximumChronometricAge-2018-05-04,maximumAge-2017-11-30
http://zooarchnet.org/dwc/terms/version/maximumChronometricAge-2018-11-13,maximumChronometricAge-2018-05-04
http://zooarchnet.org/dwc/terms/version/maximumChronometricAgeReferenceSystem-2018-05-04,maximumAgeReferenceSystem-2018-03-15
http://zooarchnet.org/dwc/terms/version/maximumChronometricAgeReferenceSystem-2018-11-13,maximumChronometricAgeReferenceSystem-2018-05-04
http://zooarchnet.org/dwc/terms/version/minimumAgeReferenceSystem-2018-03-15,minimumAgeUnits-2017-11-30
http://zooarchnet.org/dwc/terms/version/minimumChronometricAge-2018-05-04,minimumAge-2017-11-30
http://zooarchnet.org/dwc/terms/version/minimumChronometricAge-2018-11-13,minimumChronometricAge-2018-05-04
http://zooarchnet.org/dwc/terms/version/minimumChronometricAgeReferenceSystem-2018-05-04,minimumAgeReferenceSystem-2018-03-15
http://zooarchnet.org/dwc/terms/version/minimumChronometricAgeReferenceSystem-2018-11-13,minimumChronometricAgeReferenceSystem-2018-05-04
http://zooarchnet.org/dwc/terms/version/verbatimChronometricAge-2018-05-04,reportedAge-2018-01-19
http://zooarchnet.org/dwc/terms/version/verbatimChronometricAge-2018-11-13,verbatimChronometricAge-2018-05-04
http://zooarchnet.org/dwc/terms/version/verbatimChronometricAgeConversionProtocol-2018-05-04,reportedAgeConversionProtocol-2018-01-19
http://zooarchnet.org/dwc/terms/version/verbatimChronometricAgeConversionProtocol-2018-11-08,verbatimChronometricAgeConversionProtocol-2018-05-04
