document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope,term_localName
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/chronometricDateID-2017-11-30,chronometricDateID-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Chronometric Date ID,An identifier for the set of information associated with a ChronometricDate. May be a global unique identifier or an identifier specific to the data set.,GUID reference to the combination of information for one ChronometricDate.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,chronometricDateID
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/chronometricDateProtocol-2017-11-30,chronometricDateProtocol-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Chronometric Date Protocol,A description or reference to the methods used to determine the ChronometricDate.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,chronometricDateProtocol
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/chronometricDateReferences-2017-11-30,chronometricDateReferences-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Chronometric Date References,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the ChronometricDate.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,chronometricDateReferences
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/chronometricDateRemarks-2017-11-30,chronometricDateRemarks-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Chronometric Date Remarks,Notes or comments about the ChronometricDate.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,chronometricDateRemarks
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/materialDated-2017-11-30,materialDated-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,superseded,,,,Material Dated,A description of the material on which the chronometricDateProtocol was actually performed.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,materialDated
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/materialDated-2018-11-08,materialDated-2018-11-08,http://zooarchnet.org/dwc/terms/version/,2018-11-08,deprecated,http://zooarchnet.org/dwc/terms/version/materialDated-2017-11-30,,,Material Dated,"A description of the material on which the chronometricAgeProtocol was actually performed, if known.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,materialDated
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/materialDatedID-2017-11-30,materialDatedID-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,superseded,,,,Material Dated ID,An identifier for the material on which the dating protocol was performed.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,materialDatedID
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/materialDatedID-2018-11-08,materialDatedID-2018-11-08,http://zooarchnet.org/dwc/terms/version/,2018-11-08,deprecated,http://zooarchnet.org/dwc/terms/version/materialDatedID-2017-11-30,,,Material Dated ID,"An identifier for the material on which the chronometricAgeProtocol was performed, if applicable.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,materialDatedID
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/maximumAge-2017-11-30,maximumAge-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Maximum Age,Upper limit for the age of a specimen as determined by a dating method.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,maximumAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/maximumAgeReferenceSystem-2018-03-15,maximumAgeReferenceSystem-2018-03-15,http://zooarchnet.org/dwc/terms/version/,2018-03-15,deprecated,http://zooarchnet.org/dwc/terms/version/maximumAgeUnits-2017-11-30,,,Maximum Age Reference System,"The reference system associated with the maximumAge. For example, BC.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,maximumAgeReferenceSystem
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/maximumAgeUnits-2017-11-30,maximumAgeUnits-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Maximum Age Units,The units associated with the maximumAge.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,maximumAgeUnits
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/maximumChronometricAge-2018-05-04,maximumChronometricAge-2018-05-04,http://zooarchnet.org/dwc/terms/version/,2018-05-04,superseded,http://zooarchnet.org/dwc/terms/version/maximumAge-2017-11-30,,,Maximum Chronometric Age,Upper limit for the age of a specimen as determined by a dating method.,,`27`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,maximumChronometricAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/maximumChronometricAge-2018-11-13,maximumChronometricAge-2018-11-13,http://zooarchnet.org/dwc/terms/version/,2018-11-13,deprecated,http://zooarchnet.org/dwc/terms/version/maximumChronometricAge-2018-05-04,,,Maximum Chronometric Age,"Upper limit for the age of a specimen as determined by a dating method. The expected unit for this field is years. This field, if populated, must have an associated maximumChronometricAgeReferenceSystem.",,`27`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,maximumChronometricAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/maximumChronometricAgeReferenceSystem-2018-05-04,maximumChronometricAgeReferenceSystem-2018-05-04,http://zooarchnet.org/dwc/terms/version/,2018-05-04,superseded,http://zooarchnet.org/dwc/terms/version/maximumAgeReferenceSystem-2018-03-15,,,Maximum Chronometric Age Reference System,"The reference system associated with the maximumChronometricAge. For example, BC. It is understood already that this field has the unit of years.",,"`kya`, `mya`, `BP`, `AD`, `BCE`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,maximumChronometricAgeReferenceSystem
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/maximumChronometricAgeReferenceSystem-2018-11-13,maximumChronometricAgeReferenceSystem-2018-11-13,http://zooarchnet.org/dwc/terms/version/,2018-11-13,deprecated,http://zooarchnet.org/dwc/terms/version/maximumChronometricAgeReferenceSystem-2018-05-04,,,Maximum Chronometric Age ReferenceSystem,The reference system associated with the maximumChronometricAge.,,"`kya`, `mya`, `BP`, `AD`, `BCE`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,maximumChronometricAgeReferenceSystem
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/minimumAge-2017-11-30,minimumAge-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Minimum Age,Lower limit for the age of a specimen as determined by a dating method.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,minimumAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/minimumAgeReferenceSystem-2018-03-15,minimumAgeReferenceSystem-2018-03-15,http://zooarchnet.org/dwc/terms/version/,2018-03-15,deprecated,http://zooarchnet.org/dwc/terms/version/minimumAgeUnits-2017-11-30,,,Minimum Age Reference System,"The reference system associated with the minimumAge. For example, AD.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,minimumAgeReferenceSystem
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/minimumAgeUnits-2017-11-30,minimumAgeUnits-2017-11-30,http://zooarchnet.org/dwc/terms/version/,2017-11-30,deprecated,,,,Minimum Age Units,The units associated with the minimumAge.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,minimumAgeUnits
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/minimumChronometricAge-2018-05-04,minimumChronometricAge-2018-05-04,http://zooarchnet.org/dwc/terms/version/,2018-05-04,superseded,http://zooarchnet.org/dwc/terms/version/minimumAge-2017-11-30,,,Minimum Chronometric Age,Lower limit for the age of a specimen as determined by a dating method.,,`14`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,minimumChronometricAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/minimumChronometricAge-2018-11-13,minimumChronometricAge-2018-11-13,http://zooarchnet.org/dwc/terms/version/,2018-11-13,deprecated,http://zooarchnet.org/dwc/terms/version/minimumChronometricAge-2018-05-04,,,Minimum Chronometric Age,"Lower limit for the age of a specimen as determined by a dating method. The expected unit for this field is years. This field, if populated, must have an associated maximumChronometricAgeReferenceSystem.",,`14`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,minimumChronometricAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/minimumChronometricAgeReferenceSystem-2018-05-04,minimumChronometricAgeReferenceSystem-2018-05-04,http://zooarchnet.org/dwc/terms/version/,2018-05-04,superseded,http://zooarchnet.org/dwc/terms/version/minimumAgeReferenceSystem-2018-03-15,,,Minimum Chronometric Age Reference System,"The reference system associated with the minimumChronometricAge. For example, AD. It is understood already that this field has the unit of years.",,"`kya`, `mya`, `BP`, `AD`, `BCE`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,minimumChronometricAgeReferenceSystem
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/minimumChronometricAgeReferenceSystem-2018-11-13,minimumChronometricAgeReferenceSystem-2018-11-13,http://zooarchnet.org/dwc/terms/version/,2018-11-13,deprecated,http://zooarchnet.org/dwc/terms/version/minimumChronometricAgeReferenceSystem-2018-05-04,,,Minimum Chronometric Age Reference System,The reference system associated with the minimumChronometricAge.,,"`kya`, `mya`, `BP`, `AD`, `BCE`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,minimumChronometricAgeReferenceSystem
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/reportedAge-2018-01-19,reportedAge-2018-01-19,http://zooarchnet.org/dwc/terms/version/,2018-01-19,deprecated,,,,Reported Age,"The unconverted output of a dating protocol. For example, the conventional radiocarbon age.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,reportedAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/reportedAgeConversionProtocol-2018-01-19,reportedAgeConversionProtocol-2018-01-19,http://zooarchnet.org/dwc/terms/version/,2018-01-19,deprecated,,,,Reported Age Conversion Protocol,"The method used for converting the reportedAge into a chronometric date, as captured in the maximumAge, maximumAgeUnits, minimumAge, and minimumAgeUnits fields. For example, calibration of conventional radiocarbon age.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,reportedAgeConversionProtocol
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/verbatimChronometricAge-2018-05-04,verbatimChronometricAge-2018-05-04,http://zooarchnet.org/dwc/terms/version/,2018-05-04,superseded,http://zooarchnet.org/dwc/terms/version/reportedAge-2018-01-19,,,Verbatim Chronometric Age,"The verbatim age for a specimen, whether reported by a dating assay, associated references, or legacy information. For example, this could be the conventional radiocarbon age as given in an AMS dating report. This could also be simply what is reported as the age of a specimen in legacy collections data.",,`27 BC to 14 AD`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,verbatimChronometricAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/verbatimChronometricAge-2018-11-13,verbatimChronometricAge-2018-11-13,http://zooarchnet.org/dwc/terms/version/,2018-11-13,deprecated,http://zooarchnet.org/dwc/terms/version/verbatimChronometricAge-2018-05-04,,,Verbatim Chronometric Age,"The verbatim age for a specimen, whether reported by a dating assay, associated references, or legacy information. For example, this could be the conventional radiocarbon age as given in an AMS dating report. This could also be simply what is reported as the age of a specimen in legacy collections data.",,`27 BC to 14 AD`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,verbatimChronometricAge
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/verbatimChronometricAgeConversionProtocol-2018-05-04,verbatimChronometricAgeConversionProtocol-2018-05-04,http://zooarchnet.org/dwc/terms/version/,2018-05-04,superseded,http://zooarchnet.org/dwc/terms/version/reportedAgeConversionProtocol-2018-01-19,,,Verbatim Chronometric Age Conversion Protocol,"The method used for converting the verbatimChronometricAge into a chronometric date in years, as captured in the maximumChronometricAge, maximumChronometricAgeReferenceSystem, minimumChronometricAge, and minimumChronometricAgeReferenceSystem fields. For example, calibration of conventional radiocarbon age or the currently accepted age range of a cultural or geological period.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricDate,,,verbatimChronometricAgeConversionProtocol
2020-09-10T22:13:34-05:00,http://zooarchnet.org/dwc/terms/version/verbatimChronometricAgeConversionProtocol-2018-11-08,verbatimChronometricAgeConversionProtocol-2018-11-08,http://zooarchnet.org/dwc/terms/version/,2018-11-08,deprecated,http://zooarchnet.org/dwc/terms/version/verbatimChronometricAgeConversionProtocol-2018-05-04,,,Verbatim Chronometric Age Conversion Protocol,"The method used for converting the verbatimChronometricAge into a chronometric age in years, as captured in the maximumChronometricAge, maximumChronometricAgeReferenceSystem, minimumChronometricAge, and minimumChronometricAgeReferenceSystem fields. For example, calibration of conventional radiocarbon age or the currently accepted age range of a cultural or geological period.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://zooarchnet.org/dwc/terms/ChronometricAge,,,verbatimChronometricAgeConversionProtocol
