"identifier","context","text"
"p:label","Label for subject part concept scheme http://rs.tdwg.org/dwc/terms/p","esquema de conceito de partes de assunto"
"p:definition","Definition for subject part concept scheme http://rs.tdwg.org/dwc/terms/p","um esquema conceitual de SKOS para ac:subjectOrientation"
"p0000:label","Label for unspecified part http://rs.tdwg.org/dwc/terms/p0000","parte não especificada"
"p0000:definition","Definition for unspecified part http://rs.tdwg.org/dwc/terms/p0000","a parte não é conhecida porque não foi especificada"
"p0001:label","Label for entire organism http://rs.tdwg.org/dwc/terms/p0001","organismo inteiro"
"p0001:examples","Examples for entire organism http://rs.tdwg.org/dwc/terms/p0001",""
"p0001:definition","Definition for entire organism http://rs.tdwg.org/dwc/terms/p0001","um organismo multicelular inteiro"
"p0002:label","Label for bark http://rs.tdwg.org/dwc/terms/p0002","casca"
"p0002:examples","Examples for bark http://rs.tdwg.org/dwc/terms/p0002",""
"p0002:definition","Definition for bark http://rs.tdwg.org/dwc/terms/p0002","Tecido vegetal fora do câmbio vascular"
"p0003:label","Label for twig http://rs.tdwg.org/dwc/terms/p0003","galho"
"p0003:examples","Examples for twig http://rs.tdwg.org/dwc/terms/p0003",""
"p0003:definition","Definition for twig http://rs.tdwg.org/dwc/terms/p0003","Eixo do caule da planta desenvolvido a partir de gemas axilares"
"p0004:label","Label for stem http://rs.tdwg.org/dwc/terms/p0004","tronco"
"p0004:examples","Examples for stem http://rs.tdwg.org/dwc/terms/p0004",""
"p0004:definition","Definition for stem http://rs.tdwg.org/dwc/terms/p0004","Eixo do caule da planta que define o eixo principal"
"p0005:label","Label for leaf http://rs.tdwg.org/dwc/terms/p0005","folha"
"p0005:examples","Examples for leaf http://rs.tdwg.org/dwc/terms/p0005",""
"p0005:definition","Definition for leaf http://rs.tdwg.org/dwc/terms/p0005","Filoma não reprodutivo da planta"
"p0006:label","Label for strobilis (cone) http://rs.tdwg.org/dwc/terms/p0006","estróbilo (cone)"
"p0006:examples","Examples for strobilis (cone) http://rs.tdwg.org/dwc/terms/p0006",""
"p0006:definition","Definition for strobilis (cone) http://rs.tdwg.org/dwc/terms/p0006","Sistema reprodutivo vegetal constituído por esporófilos"
"p0007:label","Label for inflorescence http://rs.tdwg.org/dwc/terms/p0007","inflorescência"
"p0007:examples","Examples for inflorescence http://rs.tdwg.org/dwc/terms/p0007",""
"p0007:definition","Definition for inflorescence http://rs.tdwg.org/dwc/terms/p0007","Sistema reprodutivo de plantas contendo flores"
"p0008:label","Label for fruit http://rs.tdwg.org/dwc/terms/p0008","fruta"
"p0008:examples","Examples for fruit http://rs.tdwg.org/dwc/terms/p0008",""
"p0008:definition","Definition for fruit http://rs.tdwg.org/dwc/terms/p0008","Estrutura da planta se desenvolvendo a partir de uma flor"
"p0009:label","Label for seed http://rs.tdwg.org/dwc/terms/p0009","semente"
"p0009:examples","Examples for seed http://rs.tdwg.org/dwc/terms/p0009",""
"p0009:definition","Definition for seed http://rs.tdwg.org/dwc/terms/p0009","Estrutura da planta contendo embrião dormente"
"p0010:label","Label for male cone http://rs.tdwg.org/dwc/terms/p0010","cone masculino"
"p0010:examples","Examples for male cone http://rs.tdwg.org/dwc/terms/p0010",""
"p0010:definition","Definition for male cone http://rs.tdwg.org/dwc/terms/p0010","Estróbilos de plantas contendo pólen"
"p0011:label","Label for female cone http://rs.tdwg.org/dwc/terms/p0011","cone feminino"
"p0011:examples","Examples for female cone http://rs.tdwg.org/dwc/terms/p0011",""
"p0011:definition","Definition for female cone http://rs.tdwg.org/dwc/terms/p0011","Estróbilos de plantas contendo óvulos"
"p0012:label","Label for flower http://rs.tdwg.org/dwc/terms/p0012","flor"
"p0012:examples","Examples for flower http://rs.tdwg.org/dwc/terms/p0012",""
"p0012:definition","Definition for flower http://rs.tdwg.org/dwc/terms/p0012","Sistema reprodutivo de plantas contendo um carpelo"
"p0013:label","Label for head http://rs.tdwg.org/dwc/terms/p0013","cabeça"
"p0013:examples","Examples for head http://rs.tdwg.org/dwc/terms/p0013",""
"p0013:definition","Definition for head http://rs.tdwg.org/dwc/terms/p0013","Divisão mais anterior do corpo"
"p0014:label","Label for thorax http://rs.tdwg.org/dwc/terms/p0014","tórax"
"p0014:examples","Examples for thorax http://rs.tdwg.org/dwc/terms/p0014",""
"p0014:definition","Definition for thorax http://rs.tdwg.org/dwc/terms/p0014","A divisão do meio do corpo do inseto com apêndices locomotores"
"p0015:label","Label for abdomen http://rs.tdwg.org/dwc/terms/p0015",""
"p0015:examples","Examples for abdomen http://rs.tdwg.org/dwc/terms/p0015",""
"p0015:definition","Definition for abdomen http://rs.tdwg.org/dwc/terms/p0015","A divisão mais posterior do corpo do inseto"
"p0016:label","Label for leg http://rs.tdwg.org/dwc/terms/p0016","perna"
"p0016:examples","Examples for leg http://rs.tdwg.org/dwc/terms/p0016",""
"p0016:definition","Definition for leg http://rs.tdwg.org/dwc/terms/p0016","Apêndice locomotor"
"p0017:label","Label for wing http://rs.tdwg.org/dwc/terms/p0017","asa"
"p0017:examples","Examples for wing http://rs.tdwg.org/dwc/terms/p0017",""
"p0017:definition","Definition for wing http://rs.tdwg.org/dwc/terms/p0017","Apêndice que é moldado para produzir sustentação para o vôo pelo ar"
"p0018:label","Label for antenna http://rs.tdwg.org/dwc/terms/p0018","antena"
"p0018:examples","Examples for antenna http://rs.tdwg.org/dwc/terms/p0018",""
"p0018:definition","Definition for antenna http://rs.tdwg.org/dwc/terms/p0018","Os órgãos sensoriais pareados da cabeça, geralmente com múltiplas articulações"
"p0019:label","Label for forewing http://rs.tdwg.org/dwc/terms/p0019","asa dianteira"
"p0019:examples","Examples for forewing http://rs.tdwg.org/dwc/terms/p0019",""
"p0019:definition","Definition for forewing http://rs.tdwg.org/dwc/terms/p0019","A asa emparelhada de um inseto emparelhada que é contínua com o mesonoto"
"p0020:label","Label for hindwing http://rs.tdwg.org/dwc/terms/p0020","asa posterior"
"p0020:examples","Examples for hindwing http://rs.tdwg.org/dwc/terms/p0020",""
"p0020:definition","Definition for hindwing http://rs.tdwg.org/dwc/terms/p0020","A asa emparelhada de um inseto emparelhada que é contínua com o metanoto"
"p0021:label","Label for foreleg http://rs.tdwg.org/dwc/terms/p0021","perna dianteira"
"p0021:examples","Examples for foreleg http://rs.tdwg.org/dwc/terms/p0021",""
"p0021:definition","Definition for foreleg http://rs.tdwg.org/dwc/terms/p0021","Perna do segmento protorácico"
"p0022:label","Label for midleg http://rs.tdwg.org/dwc/terms/p0022","perna do meio"
"p0022:examples","Examples for midleg http://rs.tdwg.org/dwc/terms/p0022",""
"p0022:definition","Definition for midleg http://rs.tdwg.org/dwc/terms/p0022","Perna do segmento mesotorácico"
"p0023:label","Label for hindleg http://rs.tdwg.org/dwc/terms/p0023","perna traseira"
"p0023:examples","Examples for hindleg http://rs.tdwg.org/dwc/terms/p0023",""
"p0023:definition","Definition for hindleg http://rs.tdwg.org/dwc/terms/p0023","Perna do segmento metatorácico"
"p0024:label","Label for eye http://rs.tdwg.org/dwc/terms/p0024","olho"
"p0024:examples","Examples for eye http://rs.tdwg.org/dwc/terms/p0024",""
"p0024:definition","Definition for eye http://rs.tdwg.org/dwc/terms/p0024","um órgão que detecta luz"
"p0025:label","Label for shell http://rs.tdwg.org/dwc/terms/p0025","concha"
"p0025:examples","Examples for shell http://rs.tdwg.org/dwc/terms/p0025",""
"p0025:definition","Definition for shell http://rs.tdwg.org/dwc/terms/p0025","Uma cobertura rígida que envolve um objeto"
"p0026:label","Label for genitalia http://rs.tdwg.org/dwc/terms/p0026","genitália"
"p0026:examples","Examples for genitalia http://rs.tdwg.org/dwc/terms/p0026",""
"p0026:definition","Definition for genitalia http://rs.tdwg.org/dwc/terms/p0026","órgãos sexuais externos"
"p0027:label","Label for skull http://rs.tdwg.org/dwc/terms/p0027","caveira"
"p0027:examples","Examples for skull http://rs.tdwg.org/dwc/terms/p0027",""
"p0027:definition","Definition for skull http://rs.tdwg.org/dwc/terms/p0027","A parte da cabeça que consiste inteiramente de crânio e mandíbula"
"p0028:label","Label for cranium http://rs.tdwg.org/dwc/terms/p0028","crânio"
"p0028:examples","Examples for cranium http://rs.tdwg.org/dwc/terms/p0028",""
"p0028:definition","Definition for cranium http://rs.tdwg.org/dwc/terms/p0028","Parte superior do crânio"
"p0029:label","Label for mandible http://rs.tdwg.org/dwc/terms/p0029","mandíbula"
"p0029:examples","Examples for mandible http://rs.tdwg.org/dwc/terms/p0029",""
"p0029:definition","Definition for mandible http://rs.tdwg.org/dwc/terms/p0029","Um osso dentário que é o único osso em uma das metades laterais do maxilar inferior"
"p0030:label","Label for fin http://rs.tdwg.org/dwc/terms/p0030","barbatana"
"p0030:examples","Examples for fin http://rs.tdwg.org/dwc/terms/p0030",""
"p0030:definition","Definition for fin http://rs.tdwg.org/dwc/terms/p0030","Uma projeção externa de um animal aquático usado para impulsionar ou guiar o corpo"
"p0031:label","Label for egg http://rs.tdwg.org/dwc/terms/p0031","ovo"
