replacing_version,replaced_version_localName
http://rs.tdwg.org/eco/iri/version/samplingEffortProtocol-2025-06-12,samplingEffortProtocol-2024-03-26
http://rs.tdwg.org/eco/iri/version/absentTaxa-2025-07-10,absentTaxa-2024-03-26
http://rs.tdwg.org/eco/iri/version/compilationSourceTypes-2025-07-10,compilationSourceTypes-2024-03-26
http://rs.tdwg.org/eco/iri/version/compilationTypes-2025-07-10,compilationTypes-2024-03-26
http://rs.tdwg.org/eco/iri/version/excludedDegreeOfEstablishmentScope-2025-07-10,excludedDegreeOfEstablishmentScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/excludedGrowthFormScope-2025-07-10,excludedGrowthFormScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/excludedHabitatScope-2025-07-10,excludedHabitatScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/excludedLifeStageScope-2025-07-10,excludedLifeStageScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/excludedTaxonomicScope-2025-07-10,excludedTaxonomicScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/inventoryTypes-2025-07-10,inventoryTypes-2024-03-26
http://rs.tdwg.org/eco/iri/version/materialSampleTypes-2025-07-10,materialSampleTypes-2024-03-26
http://rs.tdwg.org/eco/iri/version/nonTargetTaxa-2025-07-10,nonTargetTaxa-2024-03-26
http://rs.tdwg.org/eco/iri/version/protocolNames-2025-07-10,protocolNames-2024-03-26
http://rs.tdwg.org/eco/iri/version/samplingEffortProtocol-2025-07-10,samplingEffortProtocol-2025-06-12
http://rs.tdwg.org/eco/iri/version/samplingPerformedBy-2025-07-10,samplingPerformedBy-2024-03-26
http://rs.tdwg.org/eco/iri/version/targetDegreeOfEstablishmentScope-2025-07-10,targetDegreeOfEstablishmentScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/targetGrowthFormScope-2025-07-10,targetGrowthFormScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/targetHabitatScope-2025-07-10,targetHabitatScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/targetLifeStageScope-2025-07-10,targetLifeStageScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/targetTaxonomicScope-2025-07-10,targetTaxonomicScope-2024-03-26
http://rs.tdwg.org/eco/iri/version/taxonCompletenessProtocols-2025-07-10,taxonCompletenessProtocols-2024-03-26
http://rs.tdwg.org/eco/iri/version/taxonCompletenessReported-2025-07-10,taxonCompletenessReported-2024-03-26
