document_modified,version,version_modified,status,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,list
,,,,,dwc/pw/,pathway controlled vocabulary,Controlled vocabulary for the Darwin Core term pathway,,,dwcpw,http://rs.tdwg.org/dwc/pw/,http://rs.tdwg.org/dwc/pw/
