document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,Humboldt Extension vocabulary,A Darwin Core extension vocabulary for ecological inventories,http://rs.tdwg.org/eco/,Humboldt Extension Task Group,http://creativecommons.org/licenses/by/4.0/
