replacing_version,replaced_version,replaced_version_namespace
http://rs-test.tdwg.org/dwc/terms/version/earliestEraOrLowestErathem-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEraOrLowestErathem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/earliestPeriodOrLowestSystem-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestPeriodOrLowestSystem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/formation-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Formation-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/group-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Group-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/highestBiostratigraphicZone-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/HighestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/latestAgeOrHighestStage-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestAgeOrHighestStage-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/latestEpochOrHighestSeries-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEpochOrHighestSeries-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/latestEraOrHighestErathem-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEraOrHighestErathem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/latestPeriodOrHighestSystem-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestPeriodOrHighestSystem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/lithostratigraphicTerms-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LithostratigraphicTerms-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/lowestBiostratigraphicZone-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LowestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://rs-test.tdwg.org/dwc/terms/version/member-2009-04-24,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Member-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/
http://dublincore.org/usage/terms/history/#accessRights-002,http://dublincore.org/usage/terms/history/#accessRights-001,http://dublincore.org/usage/terms/history/#
http://dublincore.org/usage/terms/history/#bibliographicCitation-002,http://dublincore.org/usage/terms/history/#bibliographicCitation-001,http://dublincore.org/usage/terms/history/#
http://dublincore.org/usage/terms/history/#license-002,http://dublincore.org/usage/terms/history/#license-001,http://dublincore.org/usage/terms/history/#
http://dublincore.org/usage/terms/history/#modified-003,http://dublincore.org/usage/terms/history/#modified-002,http://dublincore.org/usage/terms/history/#
http://dublincore.org/usage/terms/history/#references-003,http://dublincore.org/usage/terms/history/#references-002,http://dublincore.org/usage/terms/history/#
http://dublincore.org/usage/terms/history/#rightsHolder-002,http://dublincore.org/usage/terms/history/#rightsHolder-001,http://dublincore.org/usage/terms/history/#
http://rs-test.tdwg.org/dwc/terms/version/materialSampleID-2013-05-25,http://gensc.org/ns/mixs/version/source_mat_id-2011-01-26,http://gensc.org/ns/mixs/version/
http://rs-test.tdwg.org/dwc/terms/version/EndTimeOfDay-2008-11-19,http://www.iobis.org/obis/version/EndTimeOfDay-2005-07-10,http://www.iobis.org/obis/version/
http://rs-test.tdwg.org/dwc/dwcore/version/RelatedInformation-2007-04-17,http://www.iobis.org/obis/version/RecordURL-2005-07-10,http://www.iobis.org/obis/version/
http://rs-test.tdwg.org/dwc/terms/version/StartTimeOfDay-2008-11-19,http://www.iobis.org/obis/version/StartTimeOfDay-2005-07-10,http://www.iobis.org/obis/version/
http://rs-test.tdwg.org/dwc/terms/version/subgenus-2009-04-24,http://www.iobis.org/obis/version/Subgenus-2005-07-10,http://www.iobis.org/obis/version/
