document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,Lexicon of Biodiversity Planning controlled vocabulary,A vocabulary of biodiversity planning.,http://rs.tdwg.org/lbp/,South African National Biodiversity Institute,http://creativecommons.org/licenses/by/4.0/
