document_modified,list,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,database,versions_database,versions_uri,standard
,http://rs.tdwg.org/lbp/concepts/,,lbp/concepts/,Lexicon of Biodiversity Planning Concepts,Concept scheme for Lexicon of Biodiversity Planning.,,,lbp,http://rs.tdwg.org/lbp/concepts/,template,template-versions,http://rs.tdwg.org/ac/version/dwc/,http://www.tdwg.org/standards/x
