"identifier","context","text"
"language:label","Label for Language http://rs.tdwg.org/dwc/terms/language","Idioma"
"language:rdfs_comment","Comment for Language http://rs.tdwg.org/dwc/terms/language","Un idioma del recurso."
"language:dcterms_description","Description for Language http://rs.tdwg.org/dwc/terms/language","Buena práctica recomendada es usar un vocabulario controlado como RFC 5646. Este término tiene una equivalencia en el dcterms:namespace que permite solo un IRI como valor, mientras que este término permite cualquier valor de literal de string."
"language:examples","Examples for Language http://rs.tdwg.org/dwc/terms/language","`en` (para Inglés); `es` (para Español)"
"type:label","Label for Type http://rs.tdwg.org/dwc/terms/type","Tipo"
"type:rdfs_comment","Comment for Type http://rs.tdwg.org/dwc/terms/type","La naturaleza o género del recurso."
"type:dcterms_description","Description for Type http://rs.tdwg.org/dwc/terms/type",""
