version,term_localName
http://dublincore.org/usage/terms/history/#accessRights-002,accessRights
http://dublincore.org/usage/terms/history/#bibliographicCitation-002,bibliographicCitation
http://dublincore.org/usage/terms/history/#languageT-001,language
http://dublincore.org/usage/terms/history/#license-002,license
http://dublincore.org/usage/terms/history/#Location-001,Location
http://dublincore.org/usage/terms/history/#modified-003,modified
http://dublincore.org/usage/terms/history/#references-003,references
http://dublincore.org/usage/terms/history/#rightsHolder-002,rightsHolder
http://dublincore.org/usage/terms/history/#typeT-001,type
http://dublincore.org/usage/terms/history/#rightsT-001,rights
