document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,definition,usage,notes,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_required,tdwgutility_repeatable
2024-06-30T15:40:45-05:00,fullName,http://rs.tdwg.org/abcd/terms/,2024-02-28,2024-02-28,,,,,Full Name,String of the preferred form of personal name for displaying.,,,"`James Ewert Bradshaw`, `T. van Hooijdonk`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Person,No,No
