termList,term
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/metadataProviderLiteral
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/otherScientificName
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/physicalSetting
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/provider
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/providerID
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/providerLiteral
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/providerManagedID
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/relatedResourceID
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/resourceCreationTechnique
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/reviewer
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/reviewerComments
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/reviewerLiteral
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/serviceExpectation
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/subjectCategoryVocabulary
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/subjectOrientation
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/subjectPart
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/subtype
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/subtypeLiteral
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/tag
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/taxonCount
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/taxonCoverage
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/timeOfDay
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/variant
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/variantDescription
http://rs-test.tdwg.org/ac/terms/,http://rs-test.tdwg.org/ac/terms/variantLiteral
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/abcdEquivalence
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/organizedInClass
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/decision
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/status
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/Vocabulary
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/TermList
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/layer
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/required
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/repeatable
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/UseWithIRI
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/DecisionClass
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2009-12-07_1
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2009-12-07_2
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_3
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_4
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_5
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_6
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_7
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_8
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_9
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2011-10-16_10
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2013-10-09_11
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2013-10-09_12
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2013-10-09_13
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2014-10-26_14
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2014-10-26_15
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2014-10-30_16
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2014-11-06_17
http://rs-test.tdwg.org/decisions/,http://rs-test.tdwg.org/decisions/decision-2015-03-19_18
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/City
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/CountryCode
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/CountryName
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/CVterm
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/LocationCreated
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/LocationShown
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/ProvinceState
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/Sublocation
http://rs-test.tdwg.org/ac/Iptc4xmpExt/,http://iptc.org/std/Iptc4xmpExt/2008-02-29/WorldRegion
http://rs-test.tdwg.org/ac/exif/,http://ns.adobe.com/exif/1.0/PixelXDimension
http://rs-test.tdwg.org/ac/exif/,http://ns.adobe.com/exif/1.0/PixelYDimension
http://rs-test.tdwg.org/ac/photoshop/,http://ns.adobe.com/photoshop/1.0/Credit
http://rs-test.tdwg.org/ac/xmp/,http://ns.adobe.com/xap/1.0/CreateDate
http://rs-test.tdwg.org/ac/xmp/,http://ns.adobe.com/xap/1.0/MetadataDate
http://rs-test.tdwg.org/ac/xmp/,http://ns.adobe.com/xap/1.0/Rating
http://rs-test.tdwg.org/ac/xmpRights/,http://ns.adobe.com/xap/1.0/rights/Owner
http://rs-test.tdwg.org/ac/xmpRights/,http://ns.adobe.com/xap/1.0/rights/UsageTerms
http://rs-test.tdwg.org/ac/xmpRights/,http://ns.adobe.com/xap/1.0/rights/WebStatement
http://rs-test.tdwg.org/ac/dc/,http://purl.org/dc/elements/1.1/creator
http://rs-test.tdwg.org/ac/dc/,http://purl.org/dc/elements/1.1/format
http://rs-test.tdwg.org/ac/dc/,http://purl.org/dc/elements/1.1/language
http://rs-test.tdwg.org/ac/dc/,http://purl.org/dc/elements/1.1/rights
http://rs-test.tdwg.org/ac/dc/,http://purl.org/dc/elements/1.1/source
http://rs-test.tdwg.org/ac/dc/,http://purl.org/dc/elements/1.1/type
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/available
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/creator
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/description
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/format
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/identifier
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/language
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/modified
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/rights
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/source
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/temporal
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/title
http://rs-test.tdwg.org/ac/dcterms/,http://purl.org/dc/terms/type
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/dateIdentified
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/identificationQualifier
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/identifiedBy
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/lifeStage
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/nameAccordingTo
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/preparations
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/scientificName
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/scientificNameID
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/sex
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/vernacularName
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/continent
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/coordinatePrecision
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/coordinateUncertaintyInMeters
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/country
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/countryCode
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/county
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/decimalLatitude
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/decimalLongitude
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/footprintSpatialFit
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/footprintSRS
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/footprintWKT
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/geodeticDatum
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/georeferencedBy
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/georeferenceProtocol
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/georeferenceRemarks
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/georeferenceSources
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/georeferenceVerificationStatus
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/higherGeography
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/higherGeographyID
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/island
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/islandGroup
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/locality
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/locationAccordingTo
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/locationID
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/locationRemarks
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/maximumDepthInMeters
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/maximumElevationInMeters
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/minimumDepthInMeters
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/minimumElevationInMeters
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/municipality
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/pointRadiusSpatialFit
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/stateProvince
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimCoordinates
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimCoordinateSystem
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimDepth
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimElevation
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimLatitude
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimLocality
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimLongitude
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/verbatimSRS
http://rs-test.tdwg.org/ac/dwc/,http://rs-test.tdwg.org/dwc/terms/waterBody
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/Management
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/Attribution
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/ContentCoverage
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/TaxonomicCoverage
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/ResourceCreation
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/RelatedResource
http://rs-test.tdwg.org/dwc/terms/attributes/,http://rs-test.tdwg.org/dwc/terms/attributes/ServiceAccessPoint
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/CatalogNumberNumeric
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/CollectorNumber
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/DateIdentified
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/Disposition
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/FieldNotes
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/FieldNumber
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/GenBankNumber
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/IdentifiedBy
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/IndividualCount
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/OtherCatalogNumbers
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/Preparations
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/RelatedCatalogedItems
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/TypeStatus
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/VerbatimCollectingDate
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/VerbatimDepth
http://rs-test.tdwg.org/dwc/curatorial/,http://rs-test.tdwg.org/dwc/curatorial/VerbatimElevation
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Attributes
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/AuthorYearOfScientificName
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/BasisOfRecord
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/CatalogNumber
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Class
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/CollectingMethod
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/CollectionCode
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Collector
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Continent
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Country
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/County
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/DateLastModified
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/DayOfYear
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/EarliestDateCollected
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Family
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Genus
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/GlobalUniqueIdentifier
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/HigherGeography
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/HigherTaxon
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/IdentificationQualifier
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/ImageURL
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/InformationWithheld
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/InfraspecificEpithet
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/InfraspecificRank
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/InstitutionCode
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Island
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/IslandGroup
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Kingdom
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/LatestDateCollected
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/LifeStage
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Locality
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/MaximumDepthInMeters
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/MaximumElevationInMeters
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/MinimumDepthInMeters
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/MinimumElevationInMeters
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/NomenclaturalCode
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Order
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Phylum
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/RelatedInformation
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Remarks
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/ScientificName
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/Sex
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/SpecificEpithet
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/StateProvince
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/ValidDistributionFlag
http://rs-test.tdwg.org/dwc/dwcore/,http://rs-test.tdwg.org/dwc/dwcore/WaterBody
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/FossilSpecimen
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/HumanObservation
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/LivingSpecimen
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/Location
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/MachineObservation
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/MaterialSample
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/NomenclaturalChecklist
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/Occurrence
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/PreservedSpecimen
http://rs-test.tdwg.org/dwc/dwctype/,http://rs-test.tdwg.org/dwc/dwctype/Taxon
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/CoordinateUncertaintyInMeters
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/DecimalLatitude
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/DecimalLongitude
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/FootprintSpatialFit
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/FootprintWKT
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/GeodeticDatum
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/GeoreferenceProtocol
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/GeoreferenceRemarks
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/GeoreferenceSources
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/GeoreferenceVerificationStatus
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/PointRadiusSpatialFit
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/VerbatimCoordinates
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/VerbatimCoordinateSystem
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/VerbatimLatitude
http://rs-test.tdwg.org/dwc/geospatial/,http://rs-test.tdwg.org/dwc/geospatial/VerbatimLongitude
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/BasisOfRecord
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/BoundingBox
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumber
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Class
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/CollectionCode
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Collector
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Country
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/County
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/DateLastModified
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/DayIdentified
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Family
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepth
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevation
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepth
http://rs-test.tdwg.org/dwc/obsolete/,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevation
