document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,term_localName
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/InfraspecificRank-2007-04-17,InfraspecificRank-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,,,,Infraspecific Rank,"The infraspecific rank (subspecies, variety, forma) of the InfraspecificEpithet. Examples: ""subsp."", ""var."", ""forma"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/Rank,,,InfraspecificRank
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/InstitutionCode-2007-04-17,InstitutionCode-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-17,,,Institution Code,"The code (or acronym) identifying the institution administering the collection in which the organism record is cataloged. No global registry exists for institutional codes; use the code that is ""standard"" at your institution or in your discipline.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SourceInstitutionID,,,InstitutionCode
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/Island-2007-04-17,Island-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Island-2003-06-17,,,Island,"The full, unabbreviated name of the island on which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island,,,Island
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/IslandGroup-2007-04-17,IslandGroup-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IslandGroup-2003-06-17,,,Island Group,"The full, unabbreviated name of the island group in which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island group,,,IslandGroup
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/Kingdom-2007-04-17,Kingdom-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-17,,,Kingdom,The name of the kingdom in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = regnum,,,Kingdom
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/LatestDateCollected-2007-04-17,LatestDateCollected-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-17,Latest Date Collected,"The latest date-time (Common Era calendar) in a date-time period during which an organism or group of organisms was collected or observed. If the event is recorded as occurring at a single date-time, populate both EarliestDateCollected and LatestDateCollected with the same value.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,,,LatestDateCollected
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/LifeStage-2007-04-17,LifeStage-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/AgeClass-2003-06-17,,,Life Stage,"The age class or life stage of the biological individual represented by the catalogued object or observation. Examples: ""adult"", ""mature"", ""juvenile"", ""eft"", ""nymph"", ""seedling"", ""seed"", ""egg""",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,"DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalSexualStage or DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalLiveStages/MycologicalLiveStage (Note DwC spec uses ""MycologicalLifeStage"" or DataSets/DataSet/Units/Unit/ZoologicalUnit/PhasesOrStages/PhaseOrStage",,,LifeStage
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/Locality-2007-04-17,Locality-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-17,,,Locality,"The specific natural language description of the place where the organism was collected or observed. This element need not contain less specific geographic information provided in other geographic elements (HigherGeography, Continent, Country, StateProvince, County, WaterBody, Island, IslandGroup). Though coordinate information can be contained in this concept, these data will be usable analytically only when shared through the concepts of the Geospatial Extension.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/AreaDetail,,,Locality
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/MaximumDepthInMeters-2007-04-17,MaximumDepthInMeters-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumDepthInMeters-2003-06-17,,,Maximum Depth In Meters,The maximum or actual depth at which the collection or observation was made. Use positive values for locations below the surface. Examples: 10 (for a depth of up to 10m). 100 (for a depth between 50m and 100m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue,,,MaximumDepthInMeters
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/dwcore/version/MaximumElevationInMeters-2007-04-17,MaximumElevationInMeters-2007-04-17,http://rs-test.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumElevationInMeters-2003-06-17,,,Maximum Elevation In Meters,The maximum or actual elevation at which the collection or observation was made. Use negative values for locations below sea level. Examples: Examples: 125 (for an elevation of 100 +- 25 meters). 200 (for an elevation between 100m and 200m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue,,,MaximumElevationInMeters
