document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,rdfs_seeAlso,tdwgutility_usageScope,term_localName
2020-07-26T07:00:00-04:00,http://rs.tdwg.org/dwc/iri/version/preparations-2015-03-27,preparations-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,recommended,,,,Preparations (IRI),A preparation or preservation method for a specimen.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/preparations,,preparations
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/recordNumber-2015-03-27,recordNumber-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,superseded,,,,Record Number (IRI),"An identifier given to the Occurrence at the time it was recorded. Often serves as a link between field notes and an Occurrence record, such as a specimen collector's number.",The subject is a dwc:Occurrence and the object is a (possibly IRI-identified) resource that is the field notes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/recordNumber,,recordNumber
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/reproductiveCondition-2015-03-27,reproductiveCondition-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,superseded,,,,Reproductive Condition (IRI),The reproductive condition of the biological individual(s) represented in the Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/reproductiveCondition,,reproductiveCondition
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/sampleSizeUnit-2015-03-27,sampleSizeUnit-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,superseded,,,,Sampling Size Unit (IRI),"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling event.","A sampleSizeUnit must have a corresponding sampleSizeValue. Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/sampleSizeUnit,,sampleSizeUnit
2021-07-27T08:04:18-05:00,http://rs.tdwg.org/dwc/iri/version/samplingProtocol-2015-03-27,samplingProtocol-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,superseded,,,,Sampling Protocol (IRI),The method or protocol used during an Event.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/samplingProtocol,,samplingProtocol
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/sex-2015-03-27,sex-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,superseded,,,,Sex (IRI),The sex of the biological individual(s) represented in the Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/sex,,sex
2020-07-26T07:00:00-04:00,http://rs.tdwg.org/dwc/iri/version/typeStatus-2015-03-27,typeStatus-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,recommended,,,,Type Status (IRI),"A nomenclatural type (type status, typified scientific name, publication) applied to the subject.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/typeStatus,,typeStatus
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/verbatimCoordinateSystem-2015-03-27,verbatimCoordinateSystem-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,superseded,,,,Verbatim Coordinate System (IRI),The spatial coordinate system for the verbatimLatitude and verbatimLongitude or the verbatimCoordinates of the Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,,verbatimCoordinateSystem
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/verbatimSRS-2015-03-27,verbatimSRS-2015-03-27,http://rs.tdwg.org/dwc/iri/version/,2015-03-27,superseded,,,,Verbatim SRS (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in verbatimLatitude and verbatimLongitude, or verbatimCoordinates are based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary IRI for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary IRI for the name or code of the ellipsoid, if known.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,http://rs.tdwg.org/dwc/terms/verbatimSRS,,verbatimSRS
2021-03-29T15:03:24-05:00,http://rs.tdwg.org/dwc/iri/version/establishmentMeans-2020-10-13,establishmentMeans-2020-10-13,http://rs.tdwg.org/dwc/iri/version/,2020-10-13,superseded,http://rs.tdwg.org/dwc/iri/version/establishmentMeans-2015-03-27,,,Establishment Means (IRI),The process by which the biological individual(s) represented in the Occurrence became established at the location.,"Recommended best practice is to use IRIs from the http://rs.tdwg.org/dwcem/ controlled vocabulary designated for use with this term. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.","`http://rs.tdwg.org/dwcem/values/e001`, `http://rs.tdwg.org/dwcem/values/e005`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,establishmentMeans
2021-03-29T15:03:24-05:00,http://rs.tdwg.org/dwc/iri/version/pathway-2020-10-13,pathway-2020-10-13,http://rs.tdwg.org/dwc/iri/version/,2020-10-13,superseded,,,,Pathway (IRI),The process by which an Organism came to be in a given place at a given time.,"Recommended best practice is to use IRIs from the http://rs.tdwg.org/dwcpw/ controlled vocabulary designated for use with this term. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.","`http://rs.tdwg.org/dwcpw/values/p002`, `http://rs.tdwg.org/dwcpw/values/p046`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,pathway
2021-03-29T15:03:24-05:00,http://rs.tdwg.org/dwc/iri/version/degreeOfEstablishment-2020-10-13,degreeOfEstablishment-2020-10-13,http://rs.tdwg.org/dwc/iri/version/,2020-10-13,superseded,,,,Degree of Establishment (IRI),"The degree to which an Organism survives, reproduces, and expands its range at the given place and time.","Recommended best practice is to use IRIs from the http://rs.tdwg.org/dwcdoe/ controlled vocabulary designated for use with this term. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.","`http://rs.tdwg.org/dwcdoe/values/d003`, `http://rs.tdwg.org/dwcdoe/values/d005`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,degreeOfEstablishment
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/establishmentMeans-2021-03-29,establishmentMeans-2021-03-29,http://rs.tdwg.org/dwc/iri/version/,2021-03-29,superseded,http://rs.tdwg.org/dwc/iri/version/establishmentMeans-2020-10-13,,,Establishment Means (IRI),The process by which the biological individual(s) represented in the Occurrence became established at the location.,"Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/em/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.","`http://rs.tdwg.org/dwcem/values/e001`, `http://rs.tdwg.org/dwcem/values/e005`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,establishmentMeans
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/pathway-2021-03-29,pathway-2021-03-29,http://rs.tdwg.org/dwc/iri/version/,2021-03-29,superseded,http://rs.tdwg.org/dwc/iri/version/pathway-2020-10-13,,,Pathway (IRI),The process by which an Organism came to be in a given place at a given time.,"Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/pw/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.","`http://rs.tdwg.org/dwcpw/values/p002`, `http://rs.tdwg.org/dwcpw/values/p046`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,pathway
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/degreeOfEstablishment-2021-03-29,degreeOfEstablishment-2021-03-29,http://rs.tdwg.org/dwc/iri/version/,2021-03-29,superseded,http://rs.tdwg.org/dwc/iri/version/degreeOfEstablishment-2020-10-13,,,Degree of Establishment (IRI),"The degree to which an Organism survives, reproduces, and expands its range at the given place and time.","Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.","`http://rs.tdwg.org/dwcdoe/values/d003`, `http://rs.tdwg.org/dwcdoe/values/d005`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,degreeOfEstablishment
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/lifeStage-2021-07-15,lifeStage-2021-07-15,http://rs.tdwg.org/dwc/iri/version/,2021-07-15,superseded,http://rs.tdwg.org/dwc/iri/version/lifeStage-2015-03-27,,,Life Stage (IRI),The age class or life stage of the Organism(s) at the time the Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,lifeStage
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/samplingProtocol-2021-07-15,samplingProtocol-2021-07-15,http://rs.tdwg.org/dwc/iri/version/,2021-07-15,superseded,http://rs.tdwg.org/dwc/iri/version/samplingProtocol-2015-03-27,,,Sampling Protocol (IRI),"The methods or protocols used during an Event, denoted by an IRI.","Recommended best practice is describe an Event with no more than one sampling protocol. In the case of a summary Event in which a specific protocol can not be attributed to specific Occurrences, the recommended best practice is to repeat the property for each IRI that denotes a different sampling protocol that applies to the Occurrence.",`https://doi.org/10.1111/j.1466-8238.2009.00467.x`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,samplingProtocol
2021-07-27T08:04:18-05:00,http://rs.tdwg.org/dwc/iri/version/measurementValue-2021-07-15,measurementValue-2021-07-15,http://rs.tdwg.org/dwc/iri/version/,2021-07-15,recommended,,,,Measurement Value (IRI),"The value of the measurement, fact, characteristic, or assertion.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,`http://vocab.nerc.ac.uk/collection/L22/current/TOOL0960/`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,measurementValue
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/footprintSRS-2021-07-15,footprintSRS-2021-07-15,http://rs.tdwg.org/dwc/iri/version/,2021-07-15,superseded,http://rs.tdwg.org/dwc/iri/version/footprintSRS-2015-03-27,,,Footprint SRS (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in footprintWKT is based.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,footprintSRS
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/georeferenceVerificationStatus-2021-07-15,georeferenceVerificationStatus-2021-07-15,http://rs.tdwg.org/dwc/iri/version/,2021-07-15,superseded,http://rs.tdwg.org/dwc/iri/version/georeferenceVerificationStatus-2015-03-27,,,Georeference Verification Status (IRI),A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description for the Location of the Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,georeferenceVerificationStatus
2021-07-27T08:04:18-05:00,http://rs.tdwg.org/dwc/iri/version/verticalDatum-2021-07-15,verticalDatum-2021-07-15,http://rs.tdwg.org/dwc/iri/version/,2021-07-15,recommended,,,,Vertical Datum (IRI),The vertical datum used as the reference upon which the values in the elevation terms are based.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,verticalDatum
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/identifiedBy-2023-06-28,identifiedBy-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/identifiedBy-2015-03-27,,,Identified By (IRI),"A person, group, or organization who assigned the dwc:Taxon to the subject.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,identifiedBy
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/recordedBy-2023-06-28,recordedBy-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/recordedBy-2015-03-27,,,Recorded By (IRI),"A person, group, or organization responsible for recording the original dwc:Occurrence.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,recordedBy
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/georeferencedBy-2023-06-28,georeferencedBy-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/georeferencedBy-2015-03-27,,,Georeferenced By (IRI),"A person, group, or organization who determined the georeference (spatial representation) for the dcterms:Location.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,georeferencedBy
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/behavior-2023-06-28,behavior-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/behavior-2015-03-27,,,Behavior (IRI),A description of the behavior shown by the subject at the time the dwc:Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,behavior
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/degreeOfEstablishment-2023-06-28,degreeOfEstablishment-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/degreeOfEstablishment-2021-03-29,,,Degree of Establishment (IRI),"The degree to which a dwc:Organism survives, reproduces, and expands its range at the given place and time.","Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcdoe/values/d003`; `http://rs.tdwg.org/dwcdoe/values/d005`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,degreeOfEstablishment
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/disposition-2023-06-28,disposition-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/disposition-2015-03-27,,,Disposition (IRI),The current state of a specimen with respect to the collection identified in dwc:collectionCode or dwc:collectionID.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,disposition
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/establishmentMeans-2023-06-28,establishmentMeans-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/establishmentMeans-2021-03-29,,,Establishment Means (IRI),Statement about whether a dwc:Organism has been introduced to a given place and time through the direct or indirect activity of modern humans.,"Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/em/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcem/values/e001`; `http://rs.tdwg.org/dwcem/values/e005`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,establishmentMeans
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/fieldNotes-2023-06-28,fieldNotes-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/fieldNotes-2015-03-27,,,Field Notes (IRI),"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the dwc:Event.",The subject is a dwc:Event instance and the object is a (possibly IRI-identified) resource that is the field notes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,fieldNotes
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/fieldNumber-2023-06-28,fieldNumber-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/fieldNumber-2015-03-27,,,Field Number (IRI),An identifier given to the event in the field. Often serves as a link between field notes and the dwc:Event.,The subject is a (possibly IRI-identified) resource that is the field notes and the object is a dwc:Event instance.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,fieldNumber
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/footprintSRS-2023-06-28,footprintSRS-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/footprintSRS-2021-07-15,,,Footprint SRS (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in dwc:footprintWKT is based.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,footprintSRS
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/footprintWKT-2023-06-28,footprintWKT-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/footprintWKT-2015-03-27,,,Footprint WKT (IRI),"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the dcterms:Location. A dcterms:Location may have both a point-radius representation (see dwc:decimalLatitude) and a footprint representation, and they may differ from each other.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,footprintWKT
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/geodeticDatum-2023-06-28,geodeticDatum-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/geodeticDatum-2015-03-27,,,Geodetic Datum (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in dwc:decimalLatitude and dwc:decimalLongitude is based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.",`https://epsg.io/4326`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,geodeticDatum
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/georeferenceSources-2023-06-28,georeferenceSources-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/georeferenceSources-2015-03-27,,,Georeference Sources (IRI),"A map, gazetteer, or other resource used to georeference the dcterms:Location.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,georeferenceSources
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/georeferenceVerificationStatus-2023-06-28,georeferenceVerificationStatus-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/georeferenceVerificationStatus-2021-07-15,,,Georeference Verification Status (IRI),A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description for the dcterms:Location of the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,georeferenceVerificationStatus
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/habitat-2023-06-28,habitat-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/habitat-2015-03-27,,,Habitat (IRI),A category or description of the habitat in which the dwc:Event occurred.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,habitat
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/identificationQualifier-2023-06-28,identificationQualifier-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/identificationQualifier-2015-03-27,,,Identification Qualifier (IRI),A controlled value to express the determiner's doubts about the dwc:Identification.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,identificationQualifier
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/lifeStage-2023-06-28,lifeStage-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/lifeStage-2021-07-15,,,Life Stage (IRI),The age class or life stage of the dwc:Organism(s) at the time the dwc:Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,lifeStage
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/locationAccordingTo-2023-06-28,locationAccordingTo-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/locationAccordingTo-2015-03-27,,,Location According To (IRI),"Information about the source of this dcterms:Location information. Could be a publication (gazetteer), institution, or team of individuals.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,locationAccordingTo
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/measurementDeterminedBy-2023-06-28,measurementDeterminedBy-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/measurementDeterminedBy-2015-03-27,,,Measurement Determined By (IRI),"A person, group, or organization who determined the value of the dwc:MeasurementOrFact.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,measurementDeterminedBy
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/dwc/iri/version/measurementUnit-2023-06-28,measurementUnit-2023-06-28,http://rs.tdwg.org/dwc/iri/version/,2023-06-28,recommended,http://rs.tdwg.org/dwc/iri/version/measurementUnit-2015-03-27,,,Measurement Unit (IRI),The units associated with the dwc:measurementValue.,"Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,,,measurementUnit
