document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
2025-08-17T14:26:42-05:00,excludedLifeStageScope,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Excluded Life Stage Scope,The age classes or life stages of the dwc:Organisms explicitly excluded from sampling during the dwc:Event.,"This term is defined based on dwc:lifeStage (http://rs.tdwg.org/dwc/terms/lifeStage). Recommended best practice is to use the same controlled vocabulary as for dwc:lifeStage and to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`seedling`; `nestling | fledgling`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,excludedTaxonomicScope,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Excluded Taxonomic Scope,The taxonomic group(s) explicitly excluded from sampling during the dwc:Event.,"The dwc:Event to which the eco:excludedTaxonomicScope refers could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the taxonomic groups explicitly excluded from the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Aves`; `Quercus | Acer`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,geospatialScopeAreaUnit,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Geospatial Scope Area Unit,The units associated with eco:geospatialScopeAreaValue,"Recommended best practice is to use a controlled vocabulary. For units containing exponents, use characters from the Unicode Latin-1 Supplement character set (hex 00B2 for squared and 00B3 for cubed). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`km²`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,geospatialScopeAreaValue,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Geospatial Scope Area Value,The numeric value for the total area of the geospatial scope of the dwc:Event.,Geospatial scope refers to the dwc:Event location reported using the terms organized in Darwin Core under dcterms:Location. This area is always greater than or equal to the eco:totalAreaSampledValue. An eco:geospatialScopeAreaValue must have a corresponding eco:geospatialScopeAreaUnit.,`25`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,hasMaterialSamples,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Has Material Samples,Material samples were collected during the dwc:Event.,,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,hasNonTargetOrganisms,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Has Non-target Organisms,"One or more dwc:Organisms outside the target organismal scopes (eco:targetDegreeOfEstablishmentScope, eco:targetGrowthFormScope, and eco:targetLifeStageScope) were detected and reported for this dwc:Event.","This term is meant to alert users to the presence of non-target organisms (in some disciplines called “bycatch”) reported in this dwc:Event. This term is relevant only if a target organismal scope is declared. Organismal scope is based on the combination of all of the following terms: eco:targetLifeStageScope, eco:excludedLifeStageScope, eco:targetDegreeOfEstablishmentScope, eco:excludedDegreeOfEstablishmentScope, eco:targetGrowthFormScope, and eco:excludedGrowthFormScope. Examination of the organismal scope is needed in order to identify the non-target dwc:Organisms. It should be possible to confirm the expectations by investigating the dwc:Occurrences in this dwc:Event and in its child dwc:Events (if available). The value of this term should be 'true' if dwc:Occurrences of dwc:Organisms outside the organismal scope(s) as defined at the time of the dwc:Event are reported, otherwise the value of this term should be 'false'.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,hasNonTargetTaxa,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Has Non-target Taxa,One or more dwc:Organisms of taxa outside the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope) were detected and reported for this dwc:Event.,"This term is meant to alert users to the presence of non-target taxa (in some disciplines called “bycatch”) reported in this dwc:Event. This term is relevant only if a target taxonomic scope is declared. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Examination of the taxonomic scope is needed in order to identify the non-target taxa. It should be possible to confirm the expectations by investigating the dwc:Occurrences in this dwc:Event and in its child dwc:Events (if available) or by exploring eco:nonTargetTaxa for this dwc:Event (if populated). The value of this term should be 'true' if dwc:Occurrences of taxa outside the taxonomic scope as defined at the time of the dwc:Event are reported, otherwise the value of this term should be 'false'.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,hasVouchers,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Has Vouchers,Specimen vouchers were collected during the dwc:Event.,,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,inventoryTypes,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Inventory Types,The types of search processes used to conduct the inventory.,"This term is only relevant if the dwc:Event represents an inventory. Recommended best practice is to use a controlled vocabulary. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`restrictedSearch`; `openSearch`; `opportunisticSearch`; `adventitious`; `compilation`; `openSearch | opportunisticSearch`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isAbsenceReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Absence Reported,Taxonomic absences were reported.,Absences can be reported at any taxonomic level.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isAbundanceCapReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Abundance Cap Reported,"A maximum number of dwc:Organisms was reported, as specified or restricted by the protocol used.",Values of abundance cap should be captured under the term eco:abundanceCap.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isAbundanceReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Abundance Reported,The number of dwc:Organisms collected or observed was reported.,Typically the abundance values would be reported in the dwc:organismQuantity and dwc:organismQuantityType terms for the child dwc:Occurrence records for this dwc:Event.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isDegreeOfEstablishmentScopeFullyReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Degree of Establishment Scope Fully Reported,"Every dwc:Organism that was included within the degree of establishment scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the degree of establishment scope and detected during the dwc:Event were reported, the value should be 'true'. Degree of establishment scope is based on the combination of eco:targetDegreeOfEstablishmentScope and eco:excludedDegreeOfEstablishmentScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isGrowthFormScopeFullyReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Growth Form Scope Fully Reported,"Every dwc:Organism that was included within the growth form scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the growth form scope and detected during the dwc:Event were reported, the value should be 'true'. Growth form scope is based on the combination of eco:targetGrowthFormScope and eco:excludedGrowthFormScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-07-07T15:53:13-05:00,isLeastSpecificTargetCategoryQuantityInclusive,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-06-12,,,,,Is Least Specific Target Category Quantity Inclusive,The total detected quantity for a dwc:Taxon (including subcategories thereof) in a dwc:Event is given explicitly in a single record (dwc:organismQuantity value) for that dwc:Taxon.,"Recommended values are 'true' and 'false'. This term is only relevant if dwc:organismQuantity is a number. For a detailed explanation, see http://rs.tdwg.org/dwc/doc/inclusive/.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isLifeStageScopeFullyReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Life Stage Scope Fully Reported,"Every dwc:Organism that was included within the life stage scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the life stage scope and detected during the dwc:Event were reported, the value should be 'true'. Life stage scope is based on the combination of eco:targetLifeStageScope and eco:excludedLifeStageScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isSamplingEffortReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Sampling Effort Reported,The sampling effort associated with the dwc:Event was reported.,Typically values of effort would be captured under the terms eco:samplingEffortValue and eco:samplingEffortUnit.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isTaxonomicScopeFullyReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Taxonomic Scope Fully Reported,"Every dwc:Organism that was included within the taxonomic scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the taxonomic scope and detected during the dwc:Event were reported, the value should be 'true'. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,isVegetationCoverReported,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Is Vegetation Cover Reported,A vegetation cover metric was reported.,Typically values or descriptions of vegetation cover would be captured under the term eco:verbatimSiteDescriptions.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,materialSampleTypes,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Material Sample Types,A list (concatenated and separated) of material sample types collected during the dwc:Event.,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`wholeOrganism`; `skeleton`; `tissue | blood | fecal | stomachContent`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,nonTargetTaxa,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Non-target Taxa,A list (concatenated and separated) of taxa reported during the dwc:Event that are outside of the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope).,"This term is meant to allow the full list of taxa that are considered outside of the taxonomic scope and yet were reported in the dataset to be shared. This term is relevant only if a target taxonomic scope is declared and eco:hasNonTargetTaxa is ‘true’. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Non-target taxa (in some disciplines called “bycatch”) can be reported at any taxonomic level. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`Parabuteo unicinctus | Geranoaetus melanoleucus`; `Cetoniinae | Aclopinae | Cyclocephala modesta`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,protocolDescriptions,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Protocol Descriptions,A detailed description of the methods used during the dwc:Event.,"This description should be associated with protocols provided in eco:protocolNames. The description may include deviations from a protocol referred to in eco:protocolReferences. Recommended good practice is to provide information about instruments used, calibration, etc. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).","`Three conventional harp traps (3.2m ht x 2.2m w) were established in flight path zones for a period of 4 hrs at dawn and dusk for a total of 10 trap nights. Traps were visited on an hourly basis during each deployment period and the trap catch recorded for species, size, weight, sex, age and maternal status.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,protocolNames,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Protocol Names,Categorical descriptive names for the methods used during the dwc:Event.,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`boxTrapping`; `floraInventory`; `boxTrapping | funnelTrapping`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,protocolReferences,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Protocol References,The references to the methods used during the dwc:Event.,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,"`Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,reportedExtremeConditions,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Reported Extreme Conditions,A description of any extreme weather or environmental conditions that may have affected the dwc:Event.,,`flooding during week 3 of surveys`; `rockslide at site 2`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,reportedWeather,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Reported Weather,A list of weather or climatic conditions present during the dwc:Event.,Recommended best practice is to use a key:value encoding schema for a data interchange format such as JSON.,"`{""minimumTemperatureInDegreesFahrenheit"": 18, ""maximumTemperatureInDegreesFahrenheit"": 32}`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,samplingEffortProtocol,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Sampling Effort Protocol,A description of or reference (publication or URL) to the methods used to determine the sampling effort.,"This description should be associated with the values reported in eco:samplingEffortValue and eco:samplingEffortUnit. This is a specialization of eco:protocolDescriptions focused on effort, distinct from the survey method. The effort relates to the intensity of sampling and therefore can assist in interpreting estimates of completeness. This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`40 box traps deployed at even spacings along 4 parallel 100m transects placed 50m apart and visited at 6 hourly intervals over a 48 hour period`; `2 people occupying a bird hide for a period of 8 hours and undertaking a 30 minute count of species within the 150 degree field of view every 2 hours`; `A single baited camera trap station with motion sensor trigger, deployed for a period of 10 days and configured for detecting large fauna moving through a known traffic way`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,samplingEffortUnit,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Sampling Effort Unit,The units associated with the eco:samplingEffortValue.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`trapHours`; `personHours`; `trapDays`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,samplingEffortValue,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Sampling Effort Value,The numeric value for the sampling effort expended during the dwc:Event.,This term is meant to capture the total sampling effort value. To express details of how the effort was determined use eco:samplingEffortProtocol. For compilations it is recommend not to infer effort. An eco:samplingEffortValue must have a corresponding eco:samplingEffortUnit.,`1900`; `40`; `5.5`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,samplingPerformedBy,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Sampling Performed By,"A person, group, or organization responsible for recording the dwc:Event.","The sampling dwc:Event could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the organizations or people involved in the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`North American Butterfly Association`; `KK Wall`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,siteCount,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Site Count,Total number of individual sites surveyed during the dwc:Event.,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy.,`1`; `15`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2024-03-03T11:15:27-06:00,siteNestingDescription,http://rs.tdwg.org/eco/terms/,2024-02-28,2024-02-28,,,,,Site Nesting Description,Textual description of the hierarchical sampling design.,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy.,`5 sampling sites of 3-5 plots each`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,targetDegreeOfEstablishmentScope,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Target Degree of Establishment Scope,The degrees of establishment of the dwc:Organisms targeted for sampling during the dwc:Event.,"Recommended best practice is to use controlled value strings from the controlled vocabulary (http://rs.tdwg.org/dwcdoe/) for dwc:degreeOfEstablishment. For details, refer to https://doi.org/10.3897/biss.3.38084. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`native`; `invasive | widespreadInvasive`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,targetGrowthFormScope,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Target Growth Form Scope,The growth forms or habits of the dwc:Organisms targeted for sampling during the dwc:Event.,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`tree`; `shrub | subShrub`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
2025-08-17T14:26:42-05:00,targetHabitatScope,http://rs.tdwg.org/eco/terms/,2024-02-28,2025-07-10,,,,,Target Habitat Scope,The habitats targeted for sampling during the dwc:Event.,"Recommended best practice is to use a controlled vocabulary and separate the values in a list with space vertical bar space ( | ). This term has an equivalent in the ecoiri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`dunes`; `pineForest`; `riparian`; `scrub | grassland`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
