document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,test vocabulary,Test new vocabulary,http://rs.tdwg.org/test/,TDWG Test Task Group,http://creativecommons.org/licenses/by/4.0/
