document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,term_localName
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementDeterminedDate-2009-04-24,eventMeasurementDeterminedDate-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,deprecated,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeDeterminedDate-2009-01-23,,,Event Measurement Determined Date,"The date on which the the measurement or characteristic of the event was made. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasurementDateTime,http://rs-test.tdwg.org/dwc/terms/EventMeasurement,,eventMeasurementDeterminedDate
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementID-2009-04-24,eventMeasurementID-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,deprecated,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeID-2008-11-19,,,Event Measurement ID,An identifier for the event attribute. May be a global unique identifier or an identifier specific to the data set.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/EventMeasurement,,eventMeasurementID
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementRemarks-2009-04-24,eventMeasurementRemarks-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,deprecated,,,,Event Measurement Remarks,Comments or notes accompanying the measurement or characteristic of the event.,"Example: ""temperature taken at 15:00""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/EventMeasurement,,eventMeasurementRemarks
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementType-2009-04-24,eventMeasurementType-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,deprecated,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeType-2008-11-19,,,Event Measurement Type,The nature of the measurement or characteristic of the event. Recommended best practice is to use a controlled vocabulary.,"Example: ""temperature""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,http://rs-test.tdwg.org/dwc/terms/EventMeasurement,,eventMeasurementType
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementUnit-2009-04-24,eventMeasurementUnit-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,deprecated,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeUnit-2008-11-19,,,Event Measurement Unit,The units for the value of the measurement or characteristic of the event. Recommended best practice is to use International System of Units (SI) units.,"Example: ""C""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,http://rs-test.tdwg.org/dwc/terms/EventMeasurement,,eventMeasurementUnit
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventMeasurementValue-2009-04-24,eventMeasurementValue-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,deprecated,http://rs-test.tdwg.org/dwc/terms/version/EventAttributeValue-2008-11-19,,,Event Measurement Value,The value of the measurement or characteristic of the event.,"Example: ""22""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue,http://rs-test.tdwg.org/dwc/terms/EventMeasurement,,eventMeasurementValue
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventRemarks-2009-04-24,eventRemarks-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,,,,Event Remarks,Comments or notes about the Event.,"Example: ""after the recent rains the river is nearly at flood stage""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Notes,http://rs-test.tdwg.org/dwc/terms/Event,,eventRemarks
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/eventTime-2009-04-24,eventTime-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/EndTimeOfDay-2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/StartTimeOfDay-2008-11-19,,Event Time,"The time or interval during which an Event occurred. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""14:07-0600"" is 2:07pm in the time zone six hours earlier than UTC, ""08:40:21Z"" is 8:40:21am UTC, ""13:00:00Z/15:30:00Z"" is the interval between 1pm UTC and 3:30pm UTC.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin and DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,http://rs-test.tdwg.org/dwc/terms/Event,,eventTime
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/family-2009-04-24,family-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,http://rs-test.tdwg.org/dwc/dwcore/version/Family-2007-04-17,,,Family,The name of the family in which the scientificName is classified.,"Example: ""Ctenomyidae""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,http://rs-test.tdwg.org/dwc/terms/Taxon,,family
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/family-2009-08-24,family-2009-08-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-08-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/family-2009-04-24,,,Family,The full scientific name of the family in which the taxon is classified.,"Examples: ""Felidae"", ""Monocleaceae""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,http://rs-test.tdwg.org/dwc/terms/Taxon,,family
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/fieldNotes-2009-04-24,fieldNotes-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/curatorial/version/FieldNotes-2007-04-17,,,Field Notes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the Event.","Example: ""notes available in Grinnell-Miller Library""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/FieldNotes,http://rs-test.tdwg.org/dwc/terms/Event,,fieldNotes
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/fieldNumber-2009-04-24,fieldNumber-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/curatorial/version/FieldNumber-2007-04-17,,,Field Number,An identifier given to the event in the field. Often serves as a link between field notes and the Event.,"Example: ""RV Sol 87-03-08""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs-test.tdwg.org/dwc/terms/Event,,fieldNumber
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/footprintSpatialFit-2009-04-24,footprintSpatialFit-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/geospatial/version/FootprintSpatialFit-2007-04-17,,,Footprint Spatial Fit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left blank) if the original representation is a point and the given georeference is not that same point. If both the original and the given georeference are the same point, the footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the ""Guide to Best Practices for Georeferencing"", Chapman and Wieczorek, eds. 2006.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit (ABCD v2.06b),http://purl.org/dc/terms/Location,,footprintSpatialFit
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/footprintSRS-2009-07-06,footprintSRS-2009-07-06,http://rs-test.tdwg.org/dwc/terms/version/,2009-07-06,recommended,,,,Footprint SRS,"A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead.","Example: The WKT for the standard WGS84 SRS (EPSG:4326) is ""GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]"" without the enclosing quotes.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/terms/Location,,footprintSRS
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/footprintWKT-2009-04-24,footprintWKT-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/geospatial/version/FootprintWKT-2007-04-17,,,Footprint WKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.","Example: the one-degree bounding box with opposite corners at (longitude=10, latitude=20) and (longitude=11, latitude=21) would be expressed in well-known text as POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b),http://purl.org/dc/terms/Location,,footprintWKT
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/formation-2009-04-24,formation-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Formation-2005-07-03,,,Formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,"Examples: ""Notch Peak Fromation"", ""House Limestone"", ""Fillmore Formation""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/GeologicalContext,,formation
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/FossilSpecimen-2014-10-23,FossilSpecimen-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/dwctype/version/FossilSpecimen-2011-10-16,,,Fossil Specimen,A preserved specimen that is a fossil.,,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/FossileSpecimen,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,FossilSpecimen
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/Generalizations-2008-11-19,Generalizations-2008-11-19,http://rs-test.tdwg.org/dwc/terms/version/,2008-11-19,deprecated,,,,Generalizations,Actions taken to make the data as shared less specific or complete than in its original form. Suggests that alternative data of highly quality may be available on request.,"Examples: ""Coordinates generalized from original GPS coordinates to the nearest half degree grid cell"", ""locality information given only to nearest county"".",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/all,,Generalizations
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/genus-2009-04-24,genus-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,http://rs-test.tdwg.org/dwc/dwcore/version/Genus-2007-04-17,,,Genus,The name of the genus in which the scientificName is classified.,"Example: ""Quercus""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},http://rs-test.tdwg.org/dwc/terms/Taxon,,genus
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/genus-2009-08-24,genus-2009-08-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-08-24,recommended,http://rs-test.tdwg.org/dwc/terms/version/genus-2009-04-24,,,Genus,The full scientific name of the genus in which the taxon is classified.,"Examples: ""Puma"", ""Monoclea""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},http://rs-test.tdwg.org/dwc/terms/Taxon,,genus
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/geodeticDatum-2009-04-24,geodeticDatum-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/geospatial/version/GeodeticDatum-2007-04-17,,,Geodetic Datum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based. Recommended best practice is use the EPSG code as a controlled vocabulary to provide an SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value ""unknown"".","Examples: ""EPSG:4326"", ""WGS84"", ""NAD27"", ""Campo Inchauspe"", ""European 1950"", ""Clarke 1866""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/SpatialDatum,http://purl.org/dc/terms/Location,,geodeticDatum
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/GeologicalContext-2009-07-06,GeologicalContext-2009-07-06,http://rs-test.tdwg.org/dwc/terms/version/,2009-07-06,superseded,,,,Geological Context,"The category of information pertaining to a location within a geological context, such as stratigraphy.",,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,GeologicalContext
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/GeologicalContext-2014-10-23,GeologicalContext-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/terms/version/GeologicalContext-2009-07-06,,,Geological Context,"Geological information, such as stratigraphy, that qualifies a region or place.",Example: A lithostratigraphic layer.,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy,,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,GeologicalContext
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/geologicalContextID-2009-07-06,geologicalContextID-2009-07-06,http://rs-test.tdwg.org/dwc/terms/version/,2009-07-06,recommended,,,,Geological Context ID,"An identifier for the set of information associated with a GeologicalContext (the location within a geological context, such as stratigraphy). May be a global unique identifier or an identifier specific to the data set.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/GeologicalContext,,geologicalContextID
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferencedBy-2009-04-24,georeferencedBy-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,,,,Georeferenced By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the Location.","Examples: ""Kristina Yamamoto (MVZ); Janet Fang (MVZ)"", ""Brad Millen (ROM)""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/terms/Location,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,georeferencedBy
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferencedBy-2014-10-23,georeferencedBy-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/terms/version/georeferencedBy-2009-04-24,,,Georeferenced By,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the Location.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""Brad Millen (ROM)"", ""Kristina Yamamoto (MVZ) | Janet Fang (MVZ)"".",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/terms/Location,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,georeferencedBy
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferencedDate-2011-10-16,georeferencedDate-2011-10-16,http://rs-test.tdwg.org/dwc/terms/version/,2011-10-16,recommended,,,,Georeferenced Date,"The date on which the Location was georeferenced. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://purl.org/dc/terms/Location,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2011-10-16_9,georeferencedDate
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferenceProtocol-2009-04-24,georeferenceProtocol-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/geospatial/version/GeoreferenceProtocol-2007-04-17,,,Georeference Protocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.","Examples: ""Guide to Best Practices for Georeferencing. (Chapman and Wieczorek, eds. 2006). Global Biodiversity Information Facility."", ""MaNIS/HerpNet/ORNIS Georeferencing Guidelines"", ""Georeferencing Quick Reference Guide""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinateMethod,http://purl.org/dc/terms/Location,,georeferenceProtocol
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferenceRemarks-2009-04-24,georeferenceRemarks-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/geospatial/version/GeoreferenceRemarks-2007-04-17,,,Georeference Remarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in georeferenceProtocol.","Example: ""assumed distance by road (Hwy. 101)""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceRemarks,http://purl.org/dc/terms/Location,,georeferenceRemarks
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferenceSources-2009-04-24,georeferenceSources-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,superseded,http://rs-test.tdwg.org/dwc/geospatial/version/GeoreferenceSources-2007-04-17,,,Georeference Sources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the Location, described specifically enough to allow anyone in the future to use the same resources.","Examples: ""USGS 1:24000 Florence Montana Quad; Terrametrics 2008 on Google Earth""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceSources,http://purl.org/dc/terms/Location,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,georeferenceSources
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferenceSources-2014-10-23,georeferenceSources-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/terms/version/georeferenceSources-2009-04-24,,,Georeference Sources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the Location, described specifically enough to allow anyone in the future to use the same resources.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""GeoLocate"", ""USGS 1:24000 Florence Montana Quad | Terrametrics 2008 on Google Earth"".",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceSources,http://purl.org/dc/terms/Location,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,georeferenceSources
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/georeferenceVerificationStatus-2009-04-24,georeferenceVerificationStatus-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://rs-test.tdwg.org/dwc/geospatial/version/GeoreferenceVerificationStatus-2007-04-17,,,Georeference Verification Status,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description. Recommended best practice is to use a controlled vocabulary.,"Examples: ""requires verification"", ""verified by collector"", ""verified by curator"".",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceVerificationStatus,http://purl.org/dc/terms/Location,,georeferenceVerificationStatus
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/group-2009-04-24,group-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Group-2005-07-03,,,Group,The full name of the lithostratigraphic group from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/GeologicalContext,,group
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/habitat-2009-04-24,habitat-2009-04-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-04-24,recommended,,,,Habitat,A category or description of the habitat in which the Event occurred.,"Examples: ""oak savanna"", ""pre-cordilleran steppe""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Biotope/Text,http://rs-test.tdwg.org/dwc/terms/Event,,habitat
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/higherClassification-2009-08-24,higherClassification-2009-08-24,http://rs-test.tdwg.org/dwc/terms/version/,2009-08-24,superseded,http://rs-test.tdwg.org/dwc/terms/version/higherTaxonName-2009-04-24,,,Higher Classification,"A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the taxon referenced in the taxon record. Recommended best practice is to order the list starting with the highest rank and separating the names for each rank with a semi-colon ("";"").","Example: ""Animalia;Chordata;Vertebrata;Mammalia;Theria;Eutheria;Rodentia;Hystricognatha;Hystricognathi;Ctenomyidae;Ctenomyini;Ctenomys""",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/Taxon,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,higherClassification
2017-09-23T06:53:00-05:00,http://rs-test.tdwg.org/dwc/terms/version/higherClassification-2014-10-23,higherClassification-2014-10-23,http://rs-test.tdwg.org/dwc/terms/version/,2014-10-23,recommended,http://rs-test.tdwg.org/dwc/terms/version/higherClassification-2009-08-24,,,Higher Classification,A list (concatenated and separated) of taxa names terminating at the rank immediately superior to the taxon referenced in the taxon record.,"The recommended best practice is to separate the values with a vertical bar (' | '), with terms in order from the highest taxonomic rank to the lowest. Examples: ""Animalia"", ""Animalia | Chordata | Vertebrata | Mammalia | Theria | Eutheria | Rodentia | Hystricognatha | Hystricognathi | Ctenomyidae | Ctenomyini | Ctenomys"".",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs-test.tdwg.org/dwc/terms/Taxon,http://rs-test.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,higherClassification
