document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
2025-07-07T15:53:13-05:00,chronometricAgeConversionProtocol,http://rs.tdwg.org/chrono/iri/,2021-01-26,2025-06-12,,,,,Chronometric Age Conversion Protocol (IRI),"The method used to convert the chrono:uncalibratedChronometricAge into a chronometric age in years, as captured in chrono:earliestChronometricAge, chrono:earliestChronometricAgeReferenceSystem, chrono:latestChronometricAge, and chrono:latestChronometricAgeReferenceSystem.",Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2025-07-07T15:53:13-05:00,chronometricAgeDeterminedBy,http://rs.tdwg.org/chrono/iri/,2021-01-26,2025-06-12,,,,,Chronometric Age Determined By (IRI),"A person, group, or organization that determined the chrono:ChronometricAge.",Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2025-07-07T15:53:13-05:00,chronometricAgeProtocol,http://rs.tdwg.org/chrono/iri/,2021-01-26,2025-06-12,,,,,Chronometric Age Protocol (IRI),A method used to determine the chrono:ChronometricAge.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2025-07-07T15:53:13-05:00,chronometricAgeUncertaintyMethod,http://rs.tdwg.org/chrono/iri/,2021-01-26,2025-06-12,,,,,Chronometric Age Uncertainty Method (IRI),The method used to generate the value of chrono:chronometricAgeUncertaintyInYears.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2025-07-07T15:53:13-05:00,earliestChronometricAgeReferenceSystem,http://rs.tdwg.org/chrono/iri/,2021-01-26,2025-06-12,,,,,Earliest Chronometric Age Reference System (IRI),The reference system associated with the chrono:earliestChronometricAge.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2025-07-07T15:53:13-05:00,latestChronometricAgeReferenceSystem,http://rs.tdwg.org/chrono/iri/,2021-01-26,2025-06-12,,,,,Latest Chronometric Age Reference System (IRI),The reference system associated with the chrono:latestChronometricAge.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2025-07-07T15:53:13-05:00,materialDated,http://rs.tdwg.org/chrono/iri/,2021-01-26,2025-06-12,,,,,Material Dated (IRI),The material on which the chrono:chronometricAgeProtocol was actually performed.,Terms in the chronoiri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
