replacing_version,replaced_version_localName
http://rs.tdwg.org/dwcdoe/values/version/d001-2021-09-01,d001-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d002-2021-09-01,d002-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d003-2021-09-01,d003-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d004-2021-09-01,d004-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d005-2021-09-01,d005-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d006-2021-09-01,d006-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d007-2021-09-01,d007-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d008-2021-09-01,d008-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d009-2021-09-01,d009-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d010-2021-09-01,d010-2020-10-13
http://rs.tdwg.org/dwcdoe/values/version/d011-2021-09-01,d011-2020-10-13
