replacing_version,replaced_version_localName
http://rs.tdwg.org/dwcpw/values/version/p011-2020-10-28,p011-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p012-2020-10-28,p012-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p045-2020-10-28,p045-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p001-2021-09-01,p001-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p002-2021-09-01,p002-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p003-2021-09-01,p003-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p004-2021-09-01,p004-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p005-2021-09-01,p005-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p006-2021-09-01,p006-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p007-2021-09-01,p007-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p008-2021-09-01,p008-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p009-2021-09-01,p009-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p010-2021-09-01,p010-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p011-2021-09-01,p011-2020-10-28
http://rs.tdwg.org/dwcpw/values/version/p012-2021-09-01,p012-2020-10-28
http://rs.tdwg.org/dwcpw/values/version/p013-2021-09-01,p013-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p014-2021-09-01,p014-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p015-2021-09-01,p015-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p016-2021-09-01,p016-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p017-2021-09-01,p017-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p018-2021-09-01,p018-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p019-2021-09-01,p019-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p020-2021-09-01,p020-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p021-2021-09-01,p021-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p022-2021-09-01,p022-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p023-2021-09-01,p023-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p024-2021-09-01,p024-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p025-2021-09-01,p025-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p026-2021-09-01,p026-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p027-2021-09-01,p027-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p028-2021-09-01,p028-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p029-2021-09-01,p029-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p030-2021-09-01,p030-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p031-2021-09-01,p031-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p032-2021-09-01,p032-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p033-2021-09-01,p033-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p034-2021-09-01,p034-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p035-2021-09-01,p035-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p036-2021-09-01,p036-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p037-2021-09-01,p037-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p038-2021-09-01,p038-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p039-2021-09-01,p039-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p040-2021-09-01,p040-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p041-2021-09-01,p041-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p042-2021-09-01,p042-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p043-2021-09-01,p043-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p044-2021-09-01,p044-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p045-2021-09-01,p045-2020-10-28
http://rs.tdwg.org/dwcpw/values/version/p046-2021-09-01,p046-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p047-2021-09-01,p047-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p048-2021-09-01,p048-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p049-2021-09-01,p049-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p050-2021-09-01,p050-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p051-2021-09-01,p051-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p052-2021-09-01,p052-2020-10-13
http://rs.tdwg.org/dwcpw/values/version/p053-2021-09-01,p053-2020-10-13
