version,term
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Family
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Family
http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNotes-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes
http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber
http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber
http://digir.net/schema/conceptual/darwin/2003/1.0/version/GenBankNum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus
http://digir.net/schema/conceptual/darwin/2003/1.0/version/GeorefMethod-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/GeorefMethod
http://digir.net/schema/conceptual/darwin/2003/1.0/version/HigherGeography-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherGeography
http://digir.net/schema/conceptual/darwin/2003/1.0/version/HigherTaxon-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherTaxon
http://digir.net/schema/conceptual/darwin/2003/1.0/version/HorizontalDatum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/HorizontalDatum
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentificationModifier-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentificationModifier
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount
http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode
http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Island-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Island
http://digir.net/schema/conceptual/darwin/2003/1.0/version/IslandGroup-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup
http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay
http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Latitude-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude
http://digir.net/schema/conceptual/darwin/2003/1.0/version/LatLongComments-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/LatLongComments
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Longitude-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumDepth-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepth
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumDepthInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepthInMeters
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumElevation-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevation
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumElevationInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevationInMeters
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumDepth-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepth
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumDepthInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepthInMeters
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumElevation-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevation
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumElevationInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevationInMeters
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthIdentified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthIdentified
http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthIdentified
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Notes-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Notes
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Order-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Order
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Order-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Order
http://digir.net/schema/conceptual/darwin/2003/1.0/version/OriginalCoordinateSystem-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/OriginalCoordinateSystem
http://digir.net/schema/conceptual/darwin/2003/1.0/version/OtherCatalogNumbers-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/OtherCatalogNumbers
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Phylum-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Phylum
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Phylum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Phylum
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Preparations-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Preparations
http://digir.net/schema/conceptual/darwin/2003/1.0/version/PreparationType-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/PreparationType
http://digir.net/schema/conceptual/darwin/2003/1.0/version/PreviousCatalogNumber-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/PreviousCatalogNumber
http://digir.net/schema/conceptual/darwin/2003/1.0/version/RelatedCatalogedItems-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/RelatedCatalogedItems
http://digir.net/schema/conceptual/darwin/2003/1.0/version/RelatedCatalogItem-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/RelatedCatalogItem
http://digir.net/schema/conceptual/darwin/2003/1.0/version/RelationshipType-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/RelationshipType
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Remarks-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Remarks
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificName-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificName
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificName-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificName
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificNameAuthor-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificNameAuthor
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificNameAuthor-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificNameAuthor
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Sex-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Sex
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Sex-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Sex
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Species-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Species
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Species-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Species
http://digir.net/schema/conceptual/darwin/2003/1.0/version/StateProvince-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince
http://digir.net/schema/conceptual/darwin/2003/1.0/version/StateProvince-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Subspecies-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Subspecies-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies
http://digir.net/schema/conceptual/darwin/2003/1.0/version/TimeCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/TimeCollected
http://digir.net/schema/conceptual/darwin/2003/1.0/version/TimeOfDay-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/TimeOfDay
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Tissues-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/Tissues
http://digir.net/schema/conceptual/darwin/2003/1.0/version/TypeStatus-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/TypeStatus
http://digir.net/schema/conceptual/darwin/2003/1.0/version/TypeStatus-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/TypeStatus
http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimCollectingDate-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimCollectingDate
http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimDepth-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimDepth
http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimElevation-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimElevation
http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimLatitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimLatitude
http://digir.net/schema/conceptual/darwin/2003/1.0/version/VerbatimLongitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/VerbatimLongitude
http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected
http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected
http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearIdentified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/YearIdentified
http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/YearIdentified
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Bed-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Bed
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestAgeOrLowestStage-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestAgeOrLowestStage
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEonOrLowestEonothem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEonOrLowestEonothem
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEpochOrLowestSeries-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEpochOrLowestSeries
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEraOrLowestErathem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEraOrLowestErathem
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestPeriodOrLowestSystem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestPeriodOrLowestSystem
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Formation-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Group-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Group
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/HighestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/HighestBiostratigraphicZone
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestAgeOrHighestStage-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestAgeOrHighestStage
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEonOrHighestEonothem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEonOrHighestEonothem
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEpochOrHighestSeries-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEpochOrHighestSeries
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEraOrHighestErathem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEraOrHighestErathem
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestPeriodOrHighestSystem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestPeriodOrHighestSystem
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LithostratigraphicTerms-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LithostratigraphicTerms
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LowestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LowestBiostratigraphicZone
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Member-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Member
http://dublincore.org/usage/terms/history/#accessRights-002,http://purl.org/dc/terms/accessRights
http://dublincore.org/usage/terms/history/#bibliographicCitation-002,http://purl.org/dc/terms/bibliographicCitation
http://dublincore.org/usage/terms/history/#languageT-001,http://purl.org/dc/terms/language
http://dublincore.org/usage/terms/history/#license-002,http://purl.org/dc/terms/license
http://dublincore.org/usage/terms/history/#Location-001,http://purl.org/dc/terms/Location
http://dublincore.org/usage/terms/history/#modified-003,http://purl.org/dc/terms/modified
http://dublincore.org/usage/terms/history/#references-003,http://purl.org/dc/terms/references
http://dublincore.org/usage/terms/history/#rightsHolder-002,http://purl.org/dc/terms/rightsHolder
http://dublincore.org/usage/terms/history/#typeT-001,http://purl.org/dc/terms/type
http://gensc.org/ns/mixs/version/source_mat_id-2011-01-26,http://gensc.org/ns/mixs/source_mat_id
http://dublincore.org/usage/terms/history/#rightsT-001,http://purl.org/dc/terms/rights
