replacing_version,replaced_version_localName
http://rs.tdwg.org/ac/terms/version/accessURI-2020-01-27,accessURI-2013-10-28
http://rs.tdwg.org/ac/terms/version/associatedObservationReference-2020-01-27,associatedObservationReference-2013-10-28
http://rs.tdwg.org/ac/terms/version/associatedSpecimenReference-2020-01-27,associatedSpecimenReference-2013-10-28
http://rs.tdwg.org/ac/terms/version/attributionLinkURL-2020-01-27,attributionLinkURL-2013-10-28
http://rs.tdwg.org/ac/terms/version/attributionLogoURL-2020-01-27,attributionLogoURL-2013-10-28
http://rs.tdwg.org/ac/terms/version/caption-2020-01-27,caption-2013-10-28
http://rs.tdwg.org/ac/terms/version/captureDevice-2020-01-27,captureDevice-2013-10-28
http://rs.tdwg.org/ac/terms/version/commenter-2020-01-27,commenter-2013-10-28
http://rs.tdwg.org/ac/terms/version/commenterLiteral-2020-01-27,commenterLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/comments-2020-01-27,comments-2013-10-28
http://rs.tdwg.org/ac/terms/version/derivedFrom-2020-01-27,derivedFrom-2013-10-28
http://rs.tdwg.org/ac/terms/version/digitizationDate-2020-01-27,digitizationDate-2013-10-28
http://rs.tdwg.org/ac/terms/version/fundingAttribution-2020-01-27,fundingAttribution-2013-10-28
http://rs.tdwg.org/ac/terms/version/furtherInformationURL-2020-01-27,furtherInformationURL-2013-10-28
http://rs.tdwg.org/ac/terms/version/hashFunction-2020-01-27,hashFunction-2013-10-28
http://rs.tdwg.org/ac/terms/version/hashValue-2020-01-27,hashValue-2013-10-28
http://rs.tdwg.org/ac/terms/version/hasServiceAccessPoint-2020-01-27,hasServiceAccessPoint-2013-10-28
http://rs.tdwg.org/ac/terms/version/IDofContainingCollection-2020-01-27,IDofContainingCollection-2013-10-28
http://rs.tdwg.org/ac/terms/version/licenseLogoURL-2020-01-27,licenseLogoURL-2013-10-28
http://rs.tdwg.org/ac/terms/version/licensingException-2020-01-27,licensingException-2013-10-28
http://rs.tdwg.org/ac/terms/version/metadataCreator-2020-01-27,metadataCreator-2013-10-28
http://rs.tdwg.org/ac/terms/version/metadataCreatorLiteral-2020-01-27,metadataCreatorLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/metadataLanguage-2020-01-27,metadataLanguage-2013-10-28
http://rs.tdwg.org/ac/terms/version/metadataLanguageLiteral-2020-01-27,metadataLanguageLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/metadataProvider-2020-01-27,metadataProvider-2013-10-28
http://rs.tdwg.org/ac/terms/version/metadataProviderLiteral-2020-01-27,metadataProviderLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/otherScientificName-2020-01-27,otherScientificName-2013-10-28
http://rs.tdwg.org/ac/terms/version/physicalSetting-2020-01-27,physicalSetting-2013-10-28
http://rs.tdwg.org/ac/terms/version/provider-2020-01-27,provider-2013-10-28
http://rs.tdwg.org/ac/terms/version/providerID-2020-01-27,providerID-2013-10-28
http://rs.tdwg.org/ac/terms/version/providerLiteral-2020-01-27,providerLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/providerManagedID-2020-01-27,providerManagedID-2013-10-28
http://rs.tdwg.org/ac/terms/version/relatedResourceID-2020-01-27,relatedResourceID-2013-10-28
http://rs.tdwg.org/ac/terms/version/resourceCreationTechnique-2020-01-27,resourceCreationTechnique-2013-10-28
http://rs.tdwg.org/ac/terms/version/reviewer-2020-01-27,reviewer-2013-10-28
http://rs.tdwg.org/ac/terms/version/reviewerComments-2020-01-27,reviewerComments-2013-10-28
http://rs.tdwg.org/ac/terms/version/reviewerLiteral-2020-01-27,reviewerLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/serviceExpectation-2020-01-27,serviceExpectation-2013-10-28
http://rs.tdwg.org/ac/terms/version/subjectCategoryVocabulary-2020-01-27,subjectCategoryVocabulary-2013-10-28
http://rs.tdwg.org/ac/terms/version/subjectOrientation-2020-01-27,subjectOrientation-2013-10-28
http://rs.tdwg.org/ac/terms/version/subjectPart-2020-01-27,subjectPart-2013-10-28
http://rs.tdwg.org/ac/terms/version/subtype-2020-01-27,subtype-2013-10-28
http://rs.tdwg.org/ac/terms/version/subtypeLiteral-2020-01-27,subtypeLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/tag-2020-01-27,tag-2013-10-28
http://rs.tdwg.org/ac/terms/version/taxonCount-2020-01-27,taxonCount-2013-10-28
http://rs.tdwg.org/ac/terms/version/taxonCoverage-2020-01-27,taxonCoverage-2013-10-28
http://rs.tdwg.org/ac/terms/version/timeOfDay-2020-01-27,timeOfDay-2013-10-28
http://rs.tdwg.org/ac/terms/version/variant-2020-01-27,variant-2013-10-28
http://rs.tdwg.org/ac/terms/version/variantDescription-2020-01-27,variantDescription-2013-10-28
http://rs.tdwg.org/ac/terms/version/variantLiteral-2020-01-27,variantLiteral-2013-10-28
http://rs.tdwg.org/ac/terms/version/resourceCreationTechnique-2020-10-13,resourceCreationTechnique-2020-01-27
http://rs.tdwg.org/ac/terms/version/subtype-2020-10-13,subtype-2020-01-27
http://rs.tdwg.org/ac/terms/version/subtypeLiteral-2020-10-13,subtypeLiteral-2020-01-27
http://rs.tdwg.org/ac/terms/version/variant-2020-10-13,variant-2020-01-27
http://rs.tdwg.org/ac/terms/version/variantLiteral-2020-10-13,variantLiteral-2020-01-27
http://rs.tdwg.org/ac/terms/version/subtype-2021-02-01,subtype-2020-10-13
http://rs.tdwg.org/ac/terms/version/subtypeLiteral-2021-02-01,subtypeLiteral-2020-10-13
http://rs.tdwg.org/ac/terms/version/variant-2021-02-01,variant-2020-10-13
http://rs.tdwg.org/ac/terms/version/variantLiteral-2021-02-01,variantLiteral-2020-10-13
http://rs.tdwg.org/ac/terms/version/freqLow-2021-10-05,freqLow-2020-10-13
http://rs.tdwg.org/ac/terms/version/freqHigh-2021-10-05,freqHigh-2020-10-13
http://rs.tdwg.org/ac/terms/version/caption-2021-10-05,caption-2020-01-27
http://rs.tdwg.org/ac/terms/version/subjectOrientation-2022-02-23,subjectOrientation-2020-01-27
http://rs.tdwg.org/ac/terms/version/subjectPart-2022-02-23,subjectPart-2020-01-27
http://rs.tdwg.org/ac/terms/version/frameRate-2022-02-23,frameRate-2021-10-05
http://rs.tdwg.org/ac/terms/version/serviceExpectation-2023-09-05,serviceExpectation-2020-01-27
http://rs.tdwg.org/ac/terms/version/commenter-2023-09-05,commenter-2020-01-27
http://rs.tdwg.org/ac/terms/version/commenterLiteral-2023-09-05,commenterLiteral-2020-01-27
http://rs.tdwg.org/ac/terms/version/hasServiceAccessPoint-2023-09-05,hasServiceAccessPoint-2020-01-27
http://rs.tdwg.org/ac/terms/version/metadataCreator-2023-09-05,metadataCreator-2020-01-27
http://rs.tdwg.org/ac/terms/version/metadataCreatorLiteral-2023-09-05,metadataCreatorLiteral-2020-01-27
http://rs.tdwg.org/ac/terms/version/metadataLanguage-2023-09-05,metadataLanguage-2020-01-27
http://rs.tdwg.org/ac/terms/version/metadataLanguageLiteral-2023-09-05,metadataLanguageLiteral-2020-01-27
http://rs.tdwg.org/ac/terms/version/metadataProvider-2023-09-05,metadataProvider-2020-01-27
http://rs.tdwg.org/ac/terms/version/provider-2023-09-05,provider-2020-01-27
http://rs.tdwg.org/ac/terms/version/providerLiteral-2023-09-05,providerLiteral-2020-01-27
http://rs.tdwg.org/ac/terms/version/reviewer-2023-09-05,reviewer-2020-01-27
http://rs.tdwg.org/ac/terms/version/reviewerLiteral-2023-09-05,reviewerLiteral-2020-01-27
http://rs.tdwg.org/ac/terms/version/subjectOrientation-2023-09-05,subjectOrientation-2022-02-23
http://rs.tdwg.org/ac/terms/version/subjectPart-2023-09-05,subjectPart-2022-02-23
http://rs.tdwg.org/ac/terms/version/subtype-2023-09-05,subtype-2021-02-01
http://rs.tdwg.org/ac/terms/version/subtypeLiteral-2023-09-05,subtypeLiteral-2021-02-01
http://rs.tdwg.org/ac/terms/version/variant-2023-09-05,variant-2021-02-01
http://rs.tdwg.org/ac/terms/version/variantLiteral-2023-09-05,variantLiteral-2021-02-01
http://rs.tdwg.org/ac/terms/version/subjectOrientationLiteral-2023-09-05,subjectOrientationLiteral-2022-02-23
http://rs.tdwg.org/ac/terms/version/subjectPartLiteral-2023-09-05,subjectPartLiteral-2022-02-23
