document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
2020-01-27T09:17:01-06:00,http://rs.tdwg.org/version/ac/2013-10-28,2013-10-28,superseded,Audubon Core basic vocabulary,This vocabulary contains all Audubn Core terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2008-11-19,2008-11-19,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-01-18,2009-01-18,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-01-21,2009-01-21,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-01-23,2009-01-23,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-04-24,2009-04-24,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-04-29,2009-04-29,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-05-18,2009-05-18,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-07-06,2009-07-06,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-08-24,2009-08-24,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-09-11,2009-09-11,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-09-17,2009-09-17,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-09-21,2009-09-21,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2009-12-07,2009-12-07,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2011-10-16,2011-10-16,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2013-03-28,2013-03-28,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2013-05-25,2013-05-25,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2014-10-23,2014-10-23,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/version/dwc/2014-12-23,2014-12-23,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms intended for use with literal values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Task Group,http://creativecommons.org/licenses/by/4.0/
2020-07-26T10:22:16-05:00,http://rs.tdwg.org/version/dwc/2015-03-27,2015-03-27,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2020-08-23T20:55:25-05:00,http://rs.tdwg.org/version/ac/2020-01-27,2020-01-27,superseded,Audubon Core basic vocabulary,This vocabulary contains all Audubon Core terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2020-07-26T20:48:49-05:00,http://rs.tdwg.org/version/dwc/2017-10-06,2017-10-06,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2020-08-12T14:28:18-05:00,http://rs.tdwg.org/version/dwc/2018-09-06,2018-09-06,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2020-08-20T11:04:51-05:00,http://rs.tdwg.org/version/dwc/2020-08-12,2020-08-12,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2020-10-16T15:54:48-04:00,http://rs.tdwg.org/version/dwc/2020-08-20,2020-08-20,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2020-10-18T13:55:02-04:00,http://rs.tdwg.org/version/ac/2020-08-23,2020-08-23,superseded,Audubon Core basic vocabulary,This vocabulary contains all Audubon Core terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2020-10-28T21:41:56-04:00,http://rs.tdwg.org/version/dwc/2020-10-13,2020-10-13,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2021-09-01T22:18:44-05:00,http://rs.tdwg.org/version/dwcem/2020-10-13,2020-10-13,superseded,establishmentMeans controlled vocabulary,Controlled vocabulary for the Darwin Core term establishmentMeans,http://rs.tdwg.org/dwcem/,TDWG Darwin Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2021-09-01T22:13:30-05:00,http://rs.tdwg.org/version/dwcdoe/2020-10-13,2020-10-13,superseded,degreeOfEstablishment controlled vocabulary,Controlled vocabulary for the Darwin Core term degreeOfEstablishment,http://rs.tdwg.org/dwcdoe/,TDWG Darwin Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2020-10-28T22:08:16-04:00,http://rs.tdwg.org/version/dwcpw/2020-10-13,2020-10-13,superseded,pathway controlled vocabulary,Controlled vocabulary for the Darwin Core term pathway,http://rs.tdwg.org/dwcpw/,TDWG Darwin Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2020-10-28T22:43:18-04:00,http://rs.tdwg.org/version/ac/2020-10-13,2020-10-13,superseded,Audubon Core basic vocabulary,This vocabulary contains all Audubon Core terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2020-10-18T16:59:25-04:00,http://rs.tdwg.org/version/acvariant/2020-10-13,2020-10-13,recommended,variant controlled vocabulary,Controlled vocabulary for the Audiovisual Core term variant,http://rs.tdwg.org/acvariant/,TDWG Audiovisual Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2020-10-18T17:31:46-04:00,http://rs.tdwg.org/version/format/2020-10-13,2020-10-13,recommended,format controlled vocabulary,Controlled vocabulary for the Dublin Core term format,http://rs.tdwg.org/format/,TDWG Audiovisual Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2022-05-27T14:48:38-05:00,http://rs.tdwg.org/version/acsubtype/2020-10-13,2020-10-13,superseded,subtype controlled vocabulary,Controlled vocabulary for the Audubon Core term subtype,http://rs.tdwg.org/acsubtype/,TDWG Audubon Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2021-03-29T15:00:37-05:00,http://rs.tdwg.org/version/dwc/2020-10-28,2020-10-28,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2021-09-01T22:22:10-05:00,http://rs.tdwg.org/version/dwcpw/2020-10-28,2020-10-28,superseded,pathway controlled vocabulary,Controlled vocabulary for the Darwin Core term pathway,http://rs.tdwg.org/dwcpw/,TDWG Darwin Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2021-02-01T12:25:40-05:00,http://rs.tdwg.org/version/ac/2020-10-28,2020-10-28,superseded,Audubon Core basic vocabulary,This vocabulary contains all Audubon Core terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2021-10-07T13:17:47-05:00,http://rs.tdwg.org/version/ac/2021-02-01,2021-02-01,superseded,Audubon Core main vocabulary,This vocabulary contains all Audubon Core class and property terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2021-07-27T08:04:18-05:00,http://rs.tdwg.org/version/dwc/2021-03-29,2021-03-29,superseded,Darwin Core basic vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2021-05-04T20:40:40-05:00,http://rs.tdwg.org/version/chrono/2020-09-14,2020-09-14,superseded,Darwin Core Chronometric Age Extension vocabulary,Vocabulary for the Darwin Core Chronometric Age Extension,http://rs.tdwg.org/chrono/,TDWG Darwin Core Chronometric Age Extension Task Group,http://creativecommons.org/licenses/by/4.0/
2021-05-04T20:50:41-05:00,http://rs.tdwg.org/version/chrono/2020-10-05,2020-10-05,superseded,Darwin Core Chronometric Age Extension vocabulary,Vocabulary for the Darwin Core Chronometric Age Extension,http://rs.tdwg.org/chrono/,TDWG Darwin Core Chronometric Age Extension Task Group,http://creativecommons.org/licenses/by/4.0/
2021-05-04T21:04:28-05:00,http://rs.tdwg.org/version/chrono/2020-11-17,2020-11-17,superseded,Darwin Core Chronometric Age Extension vocabulary,Vocabulary for the Darwin Core Chronometric Age Extension,http://rs.tdwg.org/chrono/,TDWG Darwin Core Chronometric Age Extension Task Group,http://creativecommons.org/licenses/by/4.0/
2021-05-04T21:23:17-05:00,http://rs.tdwg.org/version/chrono/2021-01-26,2021-01-26,superseded,Darwin Core Chronometric Age Extension vocabulary,Vocabulary for the Darwin Core Chronometric Age Extension,http://rs.tdwg.org/chrono/,TDWG Darwin Core Chronometric Age Extension Task Group,http://creativecommons.org/licenses/by/4.0/
2021-05-04T21:35:54-05:00,http://rs.tdwg.org/version/chrono/2021-02-02,2021-02-02,superseded,Darwin Core Chronometric Age Extension vocabulary,Vocabulary for the Darwin Core Chronometric Age Extension,http://rs.tdwg.org/chrono/,TDWG Darwin Core Chronometric Age Extension Task Group,http://creativecommons.org/licenses/by/4.0/
2021-05-04T21:39:51-05:00,http://rs.tdwg.org/version/chrono/2021-02-05,2021-02-05,superseded,Darwin Core Chronometric Age Extension vocabulary,Vocabulary for the Darwin Core Chronometric Age Extension,http://rs.tdwg.org/chrono/,TDWG Darwin Core Chronometric Age Extension Task Group,http://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/version/chrono/2021-02-21,2021-02-21,superseded,Darwin Core Chronometric Age Extension vocabulary,Vocabulary for the Darwin Core Chronometric Age Extension,http://rs.tdwg.org/chrono/,TDWG Darwin Core Chronometric Age Extension Task Group,http://creativecommons.org/licenses/by/4.0/
2023-06-28T16:39:28-05:00,http://rs.tdwg.org/version/dwc/2021-07-15,2021-07-15,superseded,Darwin Core main vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2021-09-01T22:13:30-05:00,http://rs.tdwg.org/version/dwcdoe/2021-09-01,2021-09-01,recommended,degreeOfEstablishment controlled vocabulary,Controlled vocabulary for the Darwin Core term degreeOfEstablishment,http://rs.tdwg.org/dwcdoe/,TDWG Darwin Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:14-05:00,http://rs.tdwg.org/version/dwcem/2021-09-01,2021-09-01,superseded,establishmentMeans controlled vocabulary,Controlled vocabulary for the Darwin Core term establishmentMeans,http://rs.tdwg.org/dwcem/,TDWG Darwin Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:14-05:00,http://rs.tdwg.org/version/dwcpw/2021-09-01,2021-09-01,superseded,pathway controlled vocabulary,Controlled vocabulary for the Darwin Core term pathway,http://rs.tdwg.org/dwcpw/,TDWG Darwin Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2022-05-27T14:43:39-05:00,http://rs.tdwg.org/version/ac/2021-10-05,2021-10-05,superseded,Audubon Core main vocabulary,This vocabulary contains all Audubon Core class and property terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2023-09-05T08:12:42-05:00,http://rs.tdwg.org/version/ac/2022-02-23,2022-02-23,superseded,Audubon Core main vocabulary,This vocabulary contains all Audubon Core class and property terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2022-05-27T14:48:38-05:00,http://rs.tdwg.org/version/acsubtype/2022-02-23,2022-02-23,recommended,subtype controlled vocabulary,Controlled vocabulary for the Audiovisual Core term subtype,http://rs.tdwg.org/acsubtype/,TDWG Audiovisual Core Maintenance Group,http://creativecommons.org/licenses/by/4.0/
2023-05-07T19:56:32-05:00,http://rs.tdwg.org/version/acorient/2023-04-26,2023-04-26,recommended,subjectOrientation controlled vocabulary,Controlled vocabulary for Audiovisual Core term subjectOrientation,http://rs.tdwg.org/acorient/,TDWG Views Controlled Vocabularies Task Group,http://creativecommons.org/licenses/by/4.0/
2023-05-07T20:14:28-05:00,http://rs.tdwg.org/version/acpart/2023-04-26,2023-04-26,recommended,subjectPart controlled vocabulary,Controlled vocabulary for Audiovisual Core term subjectPart,http://rs.tdwg.org/acpart/,TDWG Views Controlled Vocabularies Task Group,http://creativecommons.org/licenses/by/4.0/
2023-07-08T08:43:48-05:00,http://rs.tdwg.org/version/dwc/2023-06-28,2023-06-28,superseded,Darwin Core main vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2023-09-15T17:37:28-05:00,http://rs.tdwg.org/version/dwc/2023-07-07,2023-07-07,superseded,Darwin Core main vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2023-09-05T08:12:42-05:00,http://rs.tdwg.org/version/ac/2023-09-05,2023-09-05,recommended,Audiovisual Core main vocabulary,This vocabulary contains all Audiovisual Core class and property terms,http://rs.tdwg.org/ac/,TDWG Multimedia Resources Task Group,http://creativecommons.org/licenses/by/4.0/
2023-09-18T08:54:20-05:00,http://rs.tdwg.org/version/dwc/2023-09-13,2023-09-13,superseded,Darwin Core main vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:12-05:00,http://rs.tdwg.org/version/dwc/2023-09-18,2023-09-18,superseded,Darwin Core main vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core and RDF/OWL Task Groups,http://creativecommons.org/licenses/by/4.0/
2024-03-26T14:27:47-05:00,http://rs.tdwg.org/version/eco/2024-02-28,2024-02-28,superseded,Humboldt Extension Vocabulary,A Darwin Core extension vocabulary for ecological inventories,http://rs.tdwg.org/eco/,TDWG Humboldt Extension Task Group,https://creativecommons.org/licenses/by/4.0/
2024-03-08T18:06:42-05:00,http://rs.tdwg.org/version/ecotcr/2024-02-28,2024-02-28,recommended,Taxon Completeness Reported Controlled Vocabulary,A controlled vocabulary for the Humboldt Extension for Ecological Inventories term eco:taxonCompletenessReported.,http://rs.tdwg.org/ecotcr/,TDWG Humboldt Extension Task Group,https://creativecommons.org/licenses/by/4.0/
2024-03-11T21:37:22-05:00,http://rs.tdwg.org/version/boolean/2023-03-13,2023-03-13,recommended,TDWG Boolean Controlled Vocabulary,A controlled vocabulary for any properties expected to have boolean values.,http://rs.tdwg.org/boolean/,TDWG Technical Architecture Group,https://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/version/eco/2024-03-26,2024-03-26,superseded,Humboldt Extension Vocabulary,A Darwin Core extension vocabulary for ecological inventories,http://rs.tdwg.org/eco/,TDWG Humboldt Extension Task Group,https://creativecommons.org/licenses/by/4.0/
2024-06-30T15:40:45-05:00,http://rs.tdwg.org/version/ltc/2024-02-28,2024-02-28,recommended,Latimer Core Vocabulary,A vocabulary for describing collections.,http://rs.tdwg.org/ltc/,TDWG Latimer Core Maintenance Group,https://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:12-05:00,http://rs.tdwg.org/version/dwc/2025-06-12,2025-06-12,recommended,Darwin Core main vocabulary,This vocabulary contains Darwin Core terms suitable for use with both literal and IRI values,http://rs.tdwg.org/dwc/,TDWG Darwin Core Maintenance Group,https://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/version/chrono/2025-06-12,2025-06-12,recommended,Chronometric Age Extension Vocabulary,A Darwin Core extension vocabulary for chronometric ages,http://rs.tdwg.org/chrono/,TDWG Chronometric Age Extension Task Group,https://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:13-05:00,http://rs.tdwg.org/version/eco/2025-06-12,2025-06-12,recommended,Humboldt Extension Vocabulary,A Darwin Core extension vocabulary for ecological inventories,http://rs.tdwg.org/eco/,TDWG Humboldt Extension Task Group,https://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:14-05:00,http://rs.tdwg.org/version/dwcem/2025-06-12,2025-06-12,recommended,Establishment Means Controlled Vocabulary,A controlled vocabulary for the Darwn Core term dwc:establishmentMeans.,http://rs.tdwg.org/dwcem/,TDWG Darwin Core Maintenance Group,https://creativecommons.org/licenses/by/4.0/
2025-07-07T15:53:14-05:00,http://rs.tdwg.org/version/dwcpw/2025-06-12,2025-06-12,recommended,Pathway Controlled Vocabulary,A controlled vocabulary for the Darwn Core term dwc:pathway.,http://rs.tdwg.org/dwcpw/,TDWG Darwin Core Maintenance Group,https://creativecommons.org/licenses/by/4.0/
