vocabulary,termList
http://rs.tdwg.org/version/dwc/2020-08-20,http://rs.tdwg.org/dwc/version/iri/2015-03-27
http://rs.tdwg.org/version/dwc/2020-08-20,http://rs.tdwg.org/dwc/version/dc/2015-03-27
http://rs.tdwg.org/version/dwc/2020-08-20,http://rs.tdwg.org/dwc/version/dcterms/2020-08-12
http://rs.tdwg.org/version/dwc/2020-08-20,http://rs.tdwg.org/dwc/version/terms/2020-08-20
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/terms/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/exif/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/xmp/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/xmpRights/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/dc/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/dcterms/2020-01-27
http://rs.tdwg.org/version/ac/2020-08-23,http://rs.tdwg.org/ac/version/dwc/2020-08-23
http://rs.tdwg.org/version/dwc/2020-10-13,http://rs.tdwg.org/dwc/version/iri/2020-10-13
http://rs.tdwg.org/version/dwc/2020-10-13,http://rs.tdwg.org/dwc/version/dc/2015-03-27
http://rs.tdwg.org/version/dwc/2020-10-13,http://rs.tdwg.org/dwc/version/dcterms/2020-08-12
http://rs.tdwg.org/version/dwc/2020-10-13,http://rs.tdwg.org/dwc/version/terms/2020-10-13
http://rs.tdwg.org/version/dwcem/2020-10-13,http://rs.tdwg.org/dwcem/version/values/2020-10-13
http://rs.tdwg.org/version/dwcdoe/2020-10-13,http://rs.tdwg.org/dwcdoe/version/values/2020-10-13
http://rs.tdwg.org/version/dwcpw/2020-10-13,http://rs.tdwg.org/dwcpw/version/values/2020-10-13
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/terms/2020-10-13
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/exif/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/xmp/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/xmpRights/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/dc/2020-10-13
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/dcterms/2020-10-13
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/dwc/2020-08-23
http://rs.tdwg.org/version/ac/2020-10-13,http://rs.tdwg.org/ac/version/mo/2020-10-13
http://rs.tdwg.org/version/acvariant/2020-10-13,http://rs.tdwg.org/acvariant/version/values/2020-10-13
http://rs.tdwg.org/version/format/2020-10-13,http://rs.tdwg.org/format/version/values/2020-10-13
http://rs.tdwg.org/version/acsubtype/2020-10-13,http://rs.tdwg.org/acsubtype/version/values/2020-10-13
http://rs.tdwg.org/version/dwc/2020-10-28,http://rs.tdwg.org/dwc/version/iri/2020-10-13
http://rs.tdwg.org/version/dwc/2020-10-28,http://rs.tdwg.org/dwc/version/dc/2020-10-28
http://rs.tdwg.org/version/dwc/2020-10-28,http://rs.tdwg.org/dwc/version/dcterms/2020-08-12
http://rs.tdwg.org/version/dwc/2020-10-28,http://rs.tdwg.org/dwc/version/terms/2020-10-28
http://rs.tdwg.org/version/dwcpw/2020-10-28,http://rs.tdwg.org/dwcpw/version/values/2020-10-28
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/terms/2020-10-13
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/exif/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/xmp/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/xmpRights/2020-01-27
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/dc/2020-10-13
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/dcterms/2020-10-13
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/dwc/2020-10-28
http://rs.tdwg.org/version/ac/2020-10-28,http://rs.tdwg.org/ac/version/mo/2020-10-13
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/terms/2021-02-01
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2020-01-27
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/exif/2020-01-27
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/xmp/2020-01-27
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/xmpRights/2020-01-27
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/dc/2021-02-01
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/dcterms/2021-02-01
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/dwc/2020-10-28
http://rs.tdwg.org/version/ac/2021-02-01,http://rs.tdwg.org/ac/version/mo/2020-10-13
http://rs.tdwg.org/version/dwc/2021-03-29,http://rs.tdwg.org/dwc/version/iri/2021-03-29
http://rs.tdwg.org/version/dwc/2021-03-29,http://rs.tdwg.org/dwc/version/dc/2020-10-28
http://rs.tdwg.org/version/dwc/2021-03-29,http://rs.tdwg.org/dwc/version/dcterms/2020-08-12
http://rs.tdwg.org/version/dwc/2021-03-29,http://rs.tdwg.org/dwc/version/terms/2021-03-29
http://rs.tdwg.org/version/chrono/2020-09-14,http://rs.tdwg.org/chrono/version/terms/2020-09-14
http://rs.tdwg.org/version/chrono/2020-10-05,http://rs.tdwg.org/chrono/version/terms/2020-10-05
http://rs.tdwg.org/version/chrono/2020-11-17,http://rs.tdwg.org/chrono/version/terms/2020-11-17
http://rs.tdwg.org/version/chrono/2021-01-26,http://rs.tdwg.org/chrono/version/terms/2021-01-26
http://rs.tdwg.org/version/chrono/2021-01-26,http://rs.tdwg.org/chrono/version/iri/2021-01-26
http://rs.tdwg.org/version/chrono/2021-02-02,http://rs.tdwg.org/chrono/version/terms/2021-02-02
http://rs.tdwg.org/version/chrono/2021-02-02,http://rs.tdwg.org/chrono/version/iri/2021-02-02
http://rs.tdwg.org/version/chrono/2021-02-05,http://rs.tdwg.org/chrono/version/terms/2021-02-05
http://rs.tdwg.org/version/chrono/2021-02-05,http://rs.tdwg.org/chrono/version/iri/2021-02-02
http://rs.tdwg.org/version/chrono/2021-02-21,http://rs.tdwg.org/chrono/version/terms/2021-02-21
http://rs.tdwg.org/version/chrono/2021-02-21,http://rs.tdwg.org/chrono/version/iri/2021-02-02
http://rs.tdwg.org/version/dwc/2021-07-15,http://rs.tdwg.org/dwc/version/iri/2021-07-15
http://rs.tdwg.org/version/dwc/2021-07-15,http://rs.tdwg.org/dwc/version/dc/2020-10-28
http://rs.tdwg.org/version/dwc/2021-07-15,http://rs.tdwg.org/dwc/version/dcterms/2021-07-15
http://rs.tdwg.org/version/dwc/2021-07-15,http://rs.tdwg.org/dwc/version/terms/2021-07-15
http://rs.tdwg.org/version/dwcdoe/2021-09-01,http://rs.tdwg.org/dwcdoe/version/values/2021-09-01
http://rs.tdwg.org/version/dwcem/2021-09-01,http://rs.tdwg.org/dwcem/version/values/2021-09-01
http://rs.tdwg.org/version/dwcpw/2021-09-01,http://rs.tdwg.org/dwcpw/version/values/2021-09-01
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/terms/2021-10-05
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2020-01-27
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/exif/2020-01-27
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/xmp/2021-10-05
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/xmpRights/2021-10-05
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/dc/2021-02-01
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/dcterms/2021-10-05
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/dwc/2020-10-28
http://rs.tdwg.org/version/ac/2021-10-05,http://rs.tdwg.org/ac/version/mo/2020-10-13
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/terms/2022-02-23
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2020-01-27
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/exif/2020-01-27
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/xmp/2021-10-05
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/xmpRights/2021-10-05
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/dc/2021-02-01
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/dcterms/2021-10-05
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/dwc/2020-10-28
http://rs.tdwg.org/version/ac/2022-02-23,http://rs.tdwg.org/ac/version/mo/2020-10-13
http://rs.tdwg.org/version/acsubtype/2022-02-23,http://rs.tdwg.org/acsubtype/version/values/2022-02-23
http://rs.tdwg.org/version/acorient/2023-04-26,http://rs.tdwg.org/acorient/version/values/2023-04-26
http://rs.tdwg.org/version/acpart/2023-04-26,http://rs.tdwg.org/acpart/version/values/2023-04-26
http://rs.tdwg.org/version/dwc/2023-06-28,http://rs.tdwg.org/dwc/version/iri/2023-06-28
http://rs.tdwg.org/version/dwc/2023-06-28,http://rs.tdwg.org/dwc/version/dc/2023-06-28
http://rs.tdwg.org/version/dwc/2023-06-28,http://rs.tdwg.org/dwc/version/dcterms/2023-06-28
http://rs.tdwg.org/version/dwc/2023-06-28,http://rs.tdwg.org/dwc/version/terms/2023-06-28
http://rs.tdwg.org/version/dwc/2023-07-07,http://rs.tdwg.org/dwc/version/iri/2023-06-28
http://rs.tdwg.org/version/dwc/2023-07-07,http://rs.tdwg.org/dwc/version/dc/2023-06-28
http://rs.tdwg.org/version/dwc/2023-07-07,http://rs.tdwg.org/dwc/version/dcterms/2023-06-28
http://rs.tdwg.org/version/dwc/2023-07-07,http://rs.tdwg.org/dwc/version/terms/2023-07-07
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/terms/2023-09-05
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2020-01-27
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/exif/2023-09-05
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/xmp/2021-10-05
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/xmpRights/2023-09-05
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/dc/2023-09-05
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/dcterms/2023-09-05
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/dwc/2020-10-28
http://rs.tdwg.org/version/ac/2023-09-05,http://rs.tdwg.org/ac/version/mo/2020-10-13
http://rs.tdwg.org/version/dwc/2023-09-13,http://rs.tdwg.org/dwc/version/iri/2023-09-13
http://rs.tdwg.org/version/dwc/2023-09-13,http://rs.tdwg.org/dwc/version/dc/2023-06-28
http://rs.tdwg.org/version/dwc/2023-09-13,http://rs.tdwg.org/dwc/version/dcterms/2023-09-13
http://rs.tdwg.org/version/dwc/2023-09-13,http://rs.tdwg.org/dwc/version/terms/2023-09-13
http://rs.tdwg.org/version/dwc/2023-09-18,http://rs.tdwg.org/dwc/version/iri/2023-09-13
http://rs.tdwg.org/version/dwc/2023-09-18,http://rs.tdwg.org/dwc/version/dc/2023-06-28
http://rs.tdwg.org/version/dwc/2023-09-18,http://rs.tdwg.org/dwc/version/dcterms/2023-09-18
http://rs.tdwg.org/version/dwc/2023-09-18,http://rs.tdwg.org/dwc/version/terms/2023-09-18
http://rs.tdwg.org/version/eco/2024-02-28,http://rs.tdwg.org/eco/version/terms/2024-02-28
http://rs.tdwg.org/version/ecotcr/2024-02-28,http://rs.tdwg.org/ecotcr/version/values/2024-02-28
http://rs.tdwg.org/version/boolean/2023-03-13,http://rs.tdwg.org/boolean/version/values/2023-03-13
http://rs.tdwg.org/version/eco/2024-03-26,http://rs.tdwg.org/eco/version/terms/2024-03-26
http://rs.tdwg.org/version/eco/2024-03-26,http://rs.tdwg.org/eco/version/iri/2024-03-26
http://rs.tdwg.org/version/ltc/2024-02-28,http://rs.tdwg.org/ltc/version/terms/2024-02-28
http://rs.tdwg.org/version/ltc/2024-02-28,http://rs.tdwg.org/ltc/version/abcd/2024-02-28
http://rs.tdwg.org/version/ltc/2024-02-28,http://rs.tdwg.org/ltc/version/chrono/2024-02-28
http://rs.tdwg.org/version/ltc/2024-02-28,http://rs.tdwg.org/ltc/version/dcterms/2024-02-28
http://rs.tdwg.org/version/ltc/2024-02-28,http://rs.tdwg.org/ltc/version/dwc/2024-02-28
http://rs.tdwg.org/version/ltc/2024-02-28,http://rs.tdwg.org/ltc/version/schema/2024-02-28
http://rs.tdwg.org/version/dwc/2025-06-12,http://rs.tdwg.org/dwc/version/iri/2025-06-12
http://rs.tdwg.org/version/dwc/2025-06-12,http://rs.tdwg.org/dwc/version/dc/2025-06-12
http://rs.tdwg.org/version/dwc/2025-06-12,http://rs.tdwg.org/dwc/version/dcterms/2025-06-12
http://rs.tdwg.org/version/dwc/2025-06-12,http://rs.tdwg.org/dwc/version/terms/2025-06-12
http://rs.tdwg.org/version/dwc/2025-06-12,http://rs.tdwg.org/dwc/version/ac/2025-06-12
http://rs.tdwg.org/version/chrono/2025-06-12,http://rs.tdwg.org/chrono/version/terms/2025-06-12
http://rs.tdwg.org/version/chrono/2025-06-12,http://rs.tdwg.org/chrono/version/iri/2025-06-12
http://rs.tdwg.org/version/eco/2025-06-12,http://rs.tdwg.org/eco/version/terms/2025-06-12
http://rs.tdwg.org/version/eco/2025-06-12,http://rs.tdwg.org/eco/version/iri/2025-06-12
http://rs.tdwg.org/version/dwcem/2025-06-12,http://rs.tdwg.org/dwcem/version/values/2025-06-12
http://rs.tdwg.org/version/dwcpw/2025-06-12,http://rs.tdwg.org/dwcpw/version/values/2025-06-12
http://rs.tdwg.org/version/chrono/2025-07-10,http://rs.tdwg.org/chrono/version/terms/2025-06-12
http://rs.tdwg.org/version/chrono/2025-07-10,http://rs.tdwg.org/chrono/version/iri/2025-07-10
http://rs.tdwg.org/version/dwc/2025-07-10,http://rs.tdwg.org/dwc/version/iri/2025-07-10
http://rs.tdwg.org/version/dwc/2025-07-10,http://rs.tdwg.org/dwc/version/dc/2025-06-12
http://rs.tdwg.org/version/dwc/2025-07-10,http://rs.tdwg.org/dwc/version/dcterms/2025-06-12
http://rs.tdwg.org/version/dwc/2025-07-10,http://rs.tdwg.org/dwc/version/terms/2025-06-12
http://rs.tdwg.org/version/dwc/2025-07-10,http://rs.tdwg.org/dwc/version/ac/2025-06-12
http://rs.tdwg.org/version/eco/2025-07-10,http://rs.tdwg.org/eco/version/terms/2025-07-10
http://rs.tdwg.org/version/eco/2025-07-10,http://rs.tdwg.org/eco/version/iri/2025-07-10
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/terms/2026-01-23
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/Iptc4xmpExt/2026-01-23
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/exif/2023-09-05
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/photoshop/2020-01-27
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/xmp/2021-10-05
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/xmpRights/2023-09-05
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/dc/2023-09-05
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/dcterms/2023-09-05
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/dwc/2020-10-28
http://rs.tdwg.org/version/ac/2026-01-23,http://rs.tdwg.org/ac/version/mo/2020-10-13
http://rs.tdwg.org/version/accd/2026-01-23,http://rs.tdwg.org/accd/version/values/2026-01-23
