version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,rdf_type,rdfs_subPropertyOf,dwcattributes_abcdEquivalence,dwcattributes_organizedInClass,dwcattributes_decision,rdf_about,dcterms_issued,dcterms_modified,dwcattributes_status,dcterms_replaces,dcterms_replaces1,dcterms_replaces2
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEonOrLowestEonothem-2005-07-03,EarliestEonOrLowestEonothem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,EarliestEonOrLowestEonothem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Eon Or Lowest Eonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEonOrLowestEonothem-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEpochOrLowestSeries-2005-07-03,EarliestEpochOrLowestSeries-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,EarliestEpochOrLowestSeries,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Epoch Or Lowest Series,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEpochOrLowestSeries-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestEraOrLowestErathem-2005-07-03,EarliestEraOrLowestErathem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,EarliestEraOrLowestErathem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Era Or Lowest Erathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEraOrLowestErathem-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/EarliestPeriodOrLowestSystem-2005-07-03,EarliestPeriodOrLowestSystem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,EarliestPeriodOrLowestSystem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Earliest Period Or Lowest System,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestPeriodOrLowestSystem-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Formation-2005-07-03,Formation-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Formation,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Group-2005-07-03,Group-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Group,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Group,The full name of the lithostratigraphic group from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Group-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/HighestBiostratigraphicZone-2005-07-03,HighestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,HighestBiostratigraphicZone,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Highest Biostratigraphic Zone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/HighestBiostratigraphicZone-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestAgeOrHighestStage-2005-07-03,LatestAgeOrHighestStage-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,LatestAgeOrHighestStage,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest AgeOr Highest Stage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestAgeOrHighestStage-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEonOrHighestEonothem-2005-07-03,LatestEonOrHighestEonothem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,LatestEonOrHighestEonothem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Eon Or Highest Eonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEonOrHighestEonothem-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEpochOrHighestSeries-2005-07-03,LatestEpochOrHighestSeries-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,LatestEpochOrHighestSeries,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Epoch Or Highest Series,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEpochOrHighestSeries-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEraOrHighestErathem-2005-07-03,LatestEraOrHighestErathem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,LatestEraOrHighestErathem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Era Or Highest Erathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEraOrHighestErathem-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestPeriodOrHighestSystem-2005-07-03,LatestPeriodOrHighestSystem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,LatestPeriodOrHighestSystem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Latest Period Or Highest System,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestPeriodOrHighestSystem-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LithostratigraphicTerms-2005-07-03,LithostratigraphicTerms-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,LithostratigraphicTerms,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Lithostratigraphic Terms,The combination of all litho-stratigraphic names for the rock from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy/LithostratigraphicTerms,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LithostratigraphicTerms-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LowestBiostratigraphicZone-2005-07-03,LowestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,LowestBiostratigraphicZone,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Lowest Biostratigraphic Zone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LowestBiostratigraphicZone-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Member-2005-07-03,Member-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Member,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,2005-07-03,2009-04-24,true,,,,Member,The full name of the lithostratigraphic member from which the cataloged item was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/paleo,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Member-2005-07-03,2005-07-03,2005-07-03,superseded,,,
http://dublincore.org/usage/terms/history/#accessRights-002,accessRights-002,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://rs.tdwg.org/dwc/terms/version/AccessConstraints-2008-11-19,http://dublincore.org/usage/terms/history/#accessRights-001,,accessRights,http://purl.org/dc/terms/,2003-02-15,2008-01-14,,http://rs.tdwg.org/dwc/terms/AccessConstraints,,,Access Rights,Information about who can access the resource or an indication of its security status.,"Access Rights may include information regarding access or restrictions based on privacy, security, or other policies.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/rights,,,,http://dublincore.org/usage/terms/history/#accessRights-002,2003-02-15,2008-01-14,,http://rs.tdwg.org/dwc/terms/AccessConstraints-2008-11-19,http://dublincore.org/usage/terms/history/#accessRights-001,
http://dublincore.org/usage/terms/history/#bibliographicCitation-002,bibliographicCitation-002,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://dublincore.org/usage/terms/history/#bibliographicCitation-001,,,bibliographicCitation,http://purl.org/dc/terms/,2003-02-15,2008-01-14,,,,,Bibliographic Citation,A bibliographic reference for the resource.,Recommended practice is to include sufficient bibliographic detail to identify the resource as unambiguously as possible.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/identifier,,,,http://dublincore.org/usage/terms/history/#bibliographicCitation-002,2003-02-15,2008-01-14,,http://dublincore.org/usage/terms/history/#bibliographicCitation-001,,
http://dublincore.org/usage/terms/history/#languageT-001,languageT-001,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,,,,language,http://purl.org/dc/terms/,2008-01-14,2008-01-14,,,,,Language,A language of the resource.,Recommended best practice is to use a controlled vocabulary such as RFC 4646 [RFC4646].,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/elements/1.1/language,,,,http://dublincore.org/usage/terms/history/#languageT-001,2008-01-14,2008-01-14,,,,
http://dublincore.org/usage/terms/history/#license-002,license-002,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://dublincore.org/usage/terms/history/#license-001,,,license,http://purl.org/dc/terms/,2004-06-14,2008-01-14,,,,,License,A legal document giving official permission to do something with the resource.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/rights,,,,http://dublincore.org/usage/terms/history/#license-002,2004-06-14,2008-01-14,,http://dublincore.org/usage/terms/history/#license-001,,
http://dublincore.org/usage/terms/history/#Location-001,Location-001,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://rs.tdwg.org/dwc/dwctype/version/Location-2009-04-24,,,Location,http://purl.org/dc/terms/,2008-01-14,2008-01-14,,http://rs.tdwg.org/dwc/dwctype/Location,,,Location,A spatial region or named place.,,http://www.w3.org/2000/01/rdf-schema#Class,,,,,http://dublincore.org/usage/terms/history/#Location-001,2008-01-14,2008-01-14,,http://rs.tdwg.org/dwc/dwctype/Location-2009-04-24,,
http://dublincore.org/usage/terms/history/#modified-003,modified-003,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://dublincore.org/usage/terms/history/#modified-002,,,modified,http://purl.org/dc/terms/,2000-07-11,2008-01-14,,,,,Date Modified,Date on which the resource was changed.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/date,,,,http://dublincore.org/usage/terms/history/#modified-003,2000-07-11,2008-01-14,,http://dublincore.org/usage/terms/history/#modified-002,,
http://dublincore.org/usage/terms/history/#references-003,references-003,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://dublincore.org/usage/terms/history/#references-002,,,references,http://purl.org/dc/terms/,2000-07-11,2008-01-14,,,,,References,"A related resource that is referenced, cited, or otherwise pointed to by the described resource.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/relation,,,,http://dublincore.org/usage/terms/history/#references-003,2000-07-11,2008-01-14,,http://dublincore.org/usage/terms/history/#references-002,,
http://dublincore.org/usage/terms/history/#rightsHolder-002,rightsHolder-002,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,http://dublincore.org/usage/terms/history/#rightsHolder-001,,,rightsHolder,http://purl.org/dc/terms/,2004-06-14,2008-01-14,,,,,Rights Holder,A person or organization owning or managing rights over the resource.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,,http://dublincore.org/usage/terms/history/#rightsHolder-002,2004-06-14,2008-01-14,,http://dublincore.org/usage/terms/history/#rightsHolder-001,,
http://dublincore.org/usage/terms/history/#typeT-001,typeT-001,http://dublincore.org/usage/terms/history/#,2008-01-14,recommended,,,,type,http://purl.org/dc/terms/,2008-01-14,2008-01-14,,,,,Type,The nature or genre of the resource.,"Recommended best practice is to use a controlled vocabulary such as the DCMI Type Vocabulary [DCMITYPE]. To describe the file format, physical medium, or dimensions of the resource, use the Format element.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/elements/1.1/type,,,,http://dublincore.org/usage/terms/history/#typeT-001,2008-01-14,2008-01-14,,,,
http://gensc.org/ns/mixs/version/source_mat_id-2011-01-26,source_mat_id-2011-01-26,http://gensc.org/ns/mixs/version/,2011-01-26,deprecated,,,,source_mat_id,http://gensc.org/ns/mixs/,2011-01-26,2013-05-25,true,,,,source material identifiers,"A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/MaterialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection provide additional context and suggested syntax for this identifier for data submitted to INSDC databases.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,not in ABCD,http://rs.tdwg.org/dwc/terms/all,,http://gensc.org/ns/mixs/source_mat_id-2011-01-26,2013-05-25,2011-01-26,deprecated,,,
http://rs.tdwg.org/dwc/curatorial/version/CatalogNumberNumeric-2007-04-17,CatalogNumberNumeric-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CatalogNumberNumeric-2003-06-17,,,CatalogNumberNumeric,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberNumeric,,,Catalog Number Numeric,"The CatalogNumber as a numeric value, if applicable. This element allows searching on numeric ranges of CatalogNumbers. Example: 145732.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/UnitIDNumeric,,,http://rs.tdwg.org/dwc/curatorial/CatalogNumberNumeric-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberNumeric-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/CollectorNumber-2007-04-17,CollectorNumber-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CollectorNumber-2003-06-17,,,CollectorNumber,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber,,,Collector Number,An identifying string applied to the object or observation at the time of collection. Serves as a link between field notes and the object or observation.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText,,,http://rs.tdwg.org/dwc/curatorial/CollectorNumber-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/DateIdentified-2007-04-17,DateIdentified-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearIdentified-2003-06-17,DateIdentified,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/DayIdentified,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthIdentified,http://digir.net/schema/conceptual/darwin/2003/1.0/YearIdentified,Date Identified,The date-time in the Common Era calendar in which the object or observation was identified as being a member of the taxon given in the ScientificName.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/Date/DateText,,,http://rs.tdwg.org/dwc/curatorial/DateIdentified-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/DayIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/YearIdentified-2003-06-17
http://rs.tdwg.org/dwc/curatorial/version/Disposition-2007-04-17,Disposition-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,,,,Disposition,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,,,,Disposition,"The current disposition of the cataloged item. Examples: ""in collection"", ""missing"", ""voucher elsewhere"", ""duplicates elsewhere"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/SpecimenUnit/Disposition,,,http://rs.tdwg.org/dwc/curatorial/Disposition-2007-04-17,2007-04-17,2007-04-17,superseded,,,
http://rs.tdwg.org/dwc/curatorial/version/FieldNotes-2007-04-17,FieldNotes-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNotes-2003-06-17,,,FieldNotes,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes,,,Field Notes,"One of a) a flag indicating the existence of, b) a reference to (such as a URL or literature citation), or c) the actual free text content of notes taken in the field about the specimen or observation.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/FieldNotes,,,http://rs.tdwg.org/dwc/curatorial/FieldNotes-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/FieldNumber-2007-04-17,FieldNumber-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-17,,,FieldNumber,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber,,,Field Number,An identifying string applied to a set of objects or observations resulting from a single collecting event.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Code,,,http://rs.tdwg.org/dwc/curatorial/FieldNumber-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/GenBankNumber-2007-04-17,GenBankNumber-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/GenBankNum-2003-06-17,,,GenBankNumber,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum,,,Gen Bank Number,GenBank Accession number(s) associated with the biological individual(s) referred to by the cataloged object.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant,,,http://rs.tdwg.org/dwc/curatorial/GenBankNumber-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/IdentifiedBy-2007-04-17,IdentifiedBy-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-17,,,IdentifiedBy,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy,,,Identified By,The name(s) of the person(s) who applied the ScientificName to the object or observation. Example: James L. Patton.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/Identifiers/IdentifiersText,,,http://rs.tdwg.org/dwc/curatorial/IdentifiedBy-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/IndividualCount-2007-04-17,IndividualCount-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-17,,,IndividualCount,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount,,,Individual Count,The number of individuals present in the lot or container. Not to be used for observations.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue,,,http://rs.tdwg.org/dwc/curatorial/IndividualCount-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/OtherCatalogNumbers-2007-04-17,OtherCatalogNumbers-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/OtherCatalogNumbers-2003-06-17,,,OtherCatalogNumbers,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/OtherCatalogNumbers,,,Other Catalog Numbers,"A list of previous or alternative fully qualified catalog numbers for the same object or observation, whether in the current collection or in any other.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnitsText,,,http://rs.tdwg.org/dwc/curatorial/OtherCatalogNumbers-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/OtherCatalogNumbers-2003-06-17,,
http://rs.tdwg.org/dwc/curatorial/version/Preparations-2007-04-17,Preparations-2007-04-17,http://rs.tdwg.org/dwc/curatorial/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Preparations-2003-06-17,,,Preparations,http://rs.tdwg.org/dwc/curatorial/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Preparations,,,Preparations,"A concatenated list of preparations and preservation methods for the object. Examples: ""skin"", ""skull"", ""skeleton"", ""whole animal (ETOH)"", ""tissue (EDTA)"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/SpecimenUnit/Preparations/PreparationsText,,,http://rs.tdwg.org/dwc/curatorial/Preparations-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Preparations-2003-06-17,,
