version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,rdf_type,rdfs_subPropertyOf,dwcattributes_abcdEquivalence,dwcattributes_organizedInClass,dwcattributes_decision,rdf_about,dcterms_issued,dcterms_modified,dwcattributes_status,dcterms_replaces,dcterms_replaces1,dcterms_replaces2
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Collector-2003-06-17,Collector-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Collector-2003-06-13,,,Collector,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Collector,The name(s) of the collector(s) of the original data for the cataloged item.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/GatheringAgents/GatheringAgentsText,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Collector-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Collector-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/CollectorNumber-2003-06-13,CollectorNumber-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,CollectorNumber,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Collector Number,"An identifying ""number"" (really a string) applied to specimens (in some disciplines) at the time of collection. Establishes a links different parts/preparations of a single specimen and between field notes and the specimen.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/CollectorsFieldNumber,,,http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/CollectorNumber-2003-06-17,CollectorNumber-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CollectorNumber-2003-06-13,,,CollectorNumber,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Collector Number,An identifying string applied to the cataloged item at the time of collection. Serves as a link between field notes and the cataloged items.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/CollectorsFieldNumber,,,http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/CollectorNumber-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ContinentOcean-2003-06-13,ContinentOcean-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,ContinentOcean,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Continent Ocean,The continent or ocean from which a specimen was collected.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent,,,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/ContinentOcean-2003-06-17,ContinentOcean-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ContinentOcean-2003-06-13,,,ContinentOcean,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Continent Ocean,"The full, unabbreviated name of the continent or ocean from which the cataloged item was collected.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent,,,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/CoordinatePrecision-2003-06-13,CoordinatePrecision-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,deprecated,,,,CoordinatePrecision,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Coordinate Precision,"An estimate of how tightly the collecting locality was specified; expressed as a distance, in meters, that corresponds to a radius around the latitude-longitude coordinates. Use NULL where precision is unknown, cannot be estimated, or is not applicable.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/ISOAccuracy or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/AccuracyStatement,,,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/CoordinateUncertaintyInMeters-2003-06-17,CoordinateUncertaintyInMeters-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/CoordinatePrecision-2003-06-13,,,CoordinateUncertaintyInMeters,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision,,,Coordinate Uncertainty In Meters,"The upper limit of the distance (in meters) from the given latitude and longitude describing a circle within which the whole of the described locality must lie. Use NULL where the uncertainty is unknown, cannot be estimated, or is not applicable.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/CoordinateErrorDistanceInMeters,,,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinateUncertaintyInMeters-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Country-2003-06-13,Country-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,Country,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Country,The country or major political unit from which the specimen was collected. ISO 3166-1 (http://www.din.de/gremien/nas/nabd/iso3166ma/codlstp1/db_en.html) values should be used. Full country names are currently in use. A future recommendation is to use ISO3166-1 two letter codes or the full name when searching,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Country/Name,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Country-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Country-2003-06-17,Country-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Country-2003-06-13,,,Country,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Country,"The full, unabbreviated name of the country or major political unit from which the cataloged item was collected.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Country/Name,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Country-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Country-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/County-2003-06-13,County-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,County,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,County,"The county (or shire, or next political region smaller than State / Province) from which the specimen was collected",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= County,,,http://digir.net/schema/conceptual/darwin/2003/1.0/County-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/County-2003-06-17,County-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/County-2003-06-13,,,County,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,County,"The full, unabbreviated name of the county, shire, or municipality (i.e., the next smaller political region than StateProvince) from which the cataloged item was collected.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= County,,,http://digir.net/schema/conceptual/darwin/2003/1.0/County-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/County-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DateLastModified-2003-06-13,DateLastModified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,DateLastModified,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Date Last Modified,"ISO 8601 compliant stamp indicating the date and time in UTC(GMT) when the record was last modified. Example: the instant ""November 5, 1994, 8:15:30 am, US Eastern Standard Time"" would be represented as ""1994-11-05T13:15:30Z"" (see W3C Note on Date and Time Formats - http://www.w3.org/TR/NOTE-datetime). (What to do when this date-time is unknown? Use Date-Time first ""published""?)",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/DateLastEdited,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DateLastModified-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DateLastModified-2003-06-17,DateLastModified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DateLastModified-2003-06-13,,,DateLastModified,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Date Last Modified,"ISO 8601 date and time in UTC(GMT) when the record was last modified. Example: ""November 5, 1994, 8:15:30 am, US Eastern Standard Time"" would be ""1994-11-05T13:15:30Z"" (see http://www.w3.org/TR/NOTE-datetime).",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/DateLastEdited,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DateLastModified-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/DateLastModified-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-13,DayCollected-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,DayCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Day Collected,The day of the month the specimen was collected from the field. Possible value ranges from 01..31 inclusive,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-17,DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-13,,,DayCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Day Collected,The two digit day of the month in the Common Era calendar during which the cataloged item was collected from the field.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayIdentified-2003-06-13,DayIdentified-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,DayIdentified,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Day Identified,The day portion of the date when the Collection Item was identified; as two digits [01..31].,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,accessible from DataSets/DataSet/Units/Unit/Identifications/Identification/Date/DateText,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DayIdentified-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayIdentified-2003-06-17,DayIdentified-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayIdentified-2003-06-13,,,DayIdentified,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Day Identified,The two digit day of the month in the Common Era calendar during which the cataloged item was identified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,accessible from DataSets/DataSet/Units/Unit/Identifications/Identification/Date/DateText,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DayIdentified-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/DayIdentified-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLatitude-2003-06-17,DecimalLatitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Latitude-2003-06-13,,,DecimalLatitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude,,,Decimal Latitude,"The latitude of the location from which the cataloged item was collected, expressed in decimal degrees.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LatitudeDecimal,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLatitude-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLongitude-2003-06-17,DecimalLongitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Longitude-2003-06-13,,,DecimalLongitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude,,,Decimal Longitude,"The longitude of the location from which the cataloged item was collected, expressed in decimal degrees.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LongitudeDecimal,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLongitude-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-13,Family-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,Family,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Family,The family name of the organism,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-13,2003-06-13,2003-06-13,superseded,,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-17,Family-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-13,,,Family,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Family,The phylogenetic family to which the cataloged item belongs.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-13,,
http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNotes-2003-06-17,FieldNotes-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,FieldNotes,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Field Notes,"A reference to, or flag marking the existence of notes taken in the field for the cataloged item.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/FieldNotes,,,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes-2003-06-17,2003-06-17,2003-06-17,superseded,,,
