"identifier","context","text"
"p016:notes","Notes for horticulture http://rs.tdwg.org/dwc/terms/p016",""
"p017:label","Label for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017",""
"p017:definition","Definition for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017",""
"p017:notes","Notes for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017",""
"p018:label","Label for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018",""
"p018:definition","Definition for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018",""
"p018:notes","Notes for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018",""
"p019:label","Label for live food and live bait http://rs.tdwg.org/dwc/terms/p019",""
"p019:definition","Definition for live food and live bait http://rs.tdwg.org/dwc/terms/p019",""
"p019:notes","Notes for live food and live bait http://rs.tdwg.org/dwc/terms/p019",""
"p020:label","Label for other escape from confinement http://rs.tdwg.org/dwc/terms/p020",""
"p020:definition","Definition for other escape from confinement http://rs.tdwg.org/dwc/terms/p020",""
"p020:notes","Notes for other escape from confinement http://rs.tdwg.org/dwc/terms/p020",""
"p021:label","Label for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021",""
"p021:definition","Definition for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021",""
"p021:notes","Notes for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021",""
"p022:label","Label for contaminated bait http://rs.tdwg.org/dwc/terms/p022",""
"p022:definition","Definition for contaminated bait http://rs.tdwg.org/dwc/terms/p022",""
"p022:notes","Notes for contaminated bait http://rs.tdwg.org/dwc/terms/p022",""
"p023:label","Label for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023",""
"p023:definition","Definition for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023",""
"p023:notes","Notes for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023",""
"p024:label","Label for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024",""
"p024:definition","Definition for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024",""
"p024:notes","Notes for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024",""
"p025:label","Label for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025",""
"p025:definition","Definition for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025",""
"p025:notes","Notes for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025",""
"p026:label","Label for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026",""
"p026:definition","Definition for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026",""
"p026:notes","Notes for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026",""
"p027:label","Label for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027",""
"p027:definition","Definition for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027",""
"p027:notes","Notes for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027",""
"p028:label","Label for seed contaminant http://rs.tdwg.org/dwc/terms/p028",""
"p028:definition","Definition for seed contaminant http://rs.tdwg.org/dwc/terms/p028",""
"p028:notes","Notes for seed contaminant http://rs.tdwg.org/dwc/terms/p028",""
"p029:label","Label for timber trade http://rs.tdwg.org/dwc/terms/p029",""
"p029:definition","Definition for timber trade http://rs.tdwg.org/dwc/terms/p029",""
"p029:notes","Notes for timber trade http://rs.tdwg.org/dwc/terms/p029",""
"p030:label","Label for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030",""
"p030:definition","Definition for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030",""
"p030:notes","Notes for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030",""
"p031:label","Label for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031",""
"p031:definition","Definition for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031",""
"p031:notes","Notes for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031",""
"p032:label","Label for container/bulk http://rs.tdwg.org/dwc/terms/p032",""
"p032:definition","Definition for container/bulk http://rs.tdwg.org/dwc/terms/p032",""
"p032:notes","Notes for container/bulk http://rs.tdwg.org/dwc/terms/p032",""
"p033:label","Label for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033",""
"p033:definition","Definition for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033",""
"p033:notes","Notes for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033",""
"p034:label","Label for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034",""
"p034:definition","Definition for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034",""
"p034:notes","Notes for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034",""
"p035:label","Label for machinery/equipment http://rs.tdwg.org/dwc/terms/p035",""
"p035:definition","Definition for machinery/equipment http://rs.tdwg.org/dwc/terms/p035",""
"p035:notes","Notes for machinery/equipment http://rs.tdwg.org/dwc/terms/p035",""
"p036:label","Label for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036",""
"p036:definition","Definition for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036",""
"p036:notes","Notes for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036",""
"p037:label","Label for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037",""
"p037:definition","Definition for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037",""
"p037:notes","Notes for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037",""
"p038:label","Label for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038",""
"p038:definition","Definition for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038",""
"p038:notes","Notes for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038",""
"p039:label","Label for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039",""
"p039:definition","Definition for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039",""
"p039:notes","Notes for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039",""
"p040:label","Label for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040",""
"p040:definition","Definition for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040",""
"p040:notes","Notes for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040",""
"p041:label","Label for other means of transport http://rs.tdwg.org/dwc/terms/p041",""
"p041:definition","Definition for other means of transport http://rs.tdwg.org/dwc/terms/p041",""
"p041:notes","Notes for other means of transport http://rs.tdwg.org/dwc/terms/p041",""
"p042:label","Label for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042",""
"p042:definition","Definition for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042",""
"p042:notes","Notes for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042",""
"p043:label","Label for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043",""
"p043:definition","Definition for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043",""
"p043:notes","Notes for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043",""
"p044:label","Label for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044",""
"p044:definition","Definition for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044",""
"p044:notes","Notes for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044",""
"p045:label","Label for release in nature http://rs.tdwg.org/dwc/terms/p045",""
"p045:definition","Definition for release in nature http://rs.tdwg.org/dwc/terms/p045",""
"p045:notes","Notes for release in nature http://rs.tdwg.org/dwc/terms/p045",""
"p046:label","Label for escape from confinement http://rs.tdwg.org/dwc/terms/p046",""
"p046:definition","Definition for escape from confinement http://rs.tdwg.org/dwc/terms/p046",""
"p046:notes","Notes for escape from confinement http://rs.tdwg.org/dwc/terms/p046",""
"p047:label","Label for transport-contaminant http://rs.tdwg.org/dwc/terms/p047",""
"p047:definition","Definition for transport-contaminant http://rs.tdwg.org/dwc/terms/p047",""
"p047:notes","Notes for transport-contaminant http://rs.tdwg.org/dwc/terms/p047",""
"p048:label","Label for transport-stowaway http://rs.tdwg.org/dwc/terms/p048",""
"p048:definition","Definition for transport-stowaway http://rs.tdwg.org/dwc/terms/p048",""
"p048:notes","Notes for transport-stowaway http://rs.tdwg.org/dwc/terms/p048",""
"p049:label","Label for corridor http://rs.tdwg.org/dwc/terms/p049",""
"p049:definition","Definition for corridor http://rs.tdwg.org/dwc/terms/p049",""
"p049:notes","Notes for corridor http://rs.tdwg.org/dwc/terms/p049",""
"p050:label","Label for unaided http://rs.tdwg.org/dwc/terms/p050",""
"p050:definition","Definition for unaided http://rs.tdwg.org/dwc/terms/p050",""
"p050:notes","Notes for unaided http://rs.tdwg.org/dwc/terms/p050",""
"p051:label","Label for intentional http://rs.tdwg.org/dwc/terms/p051",""
"p051:definition","Definition for intentional http://rs.tdwg.org/dwc/terms/p051",""
"p051:notes","Notes for intentional http://rs.tdwg.org/dwc/terms/p051",""
"p052:label","Label for unintentional http://rs.tdwg.org/dwc/terms/p052",""
"p052:definition","Definition for unintentional http://rs.tdwg.org/dwc/terms/p052",""
"p052:notes","Notes for unintentional http://rs.tdwg.org/dwc/terms/p052",""
"p053:label","Label for corridor and dispersal http://rs.tdwg.org/dwc/terms/p053",""
"p053:definition","Definition for corridor and dispersal http://rs.tdwg.org/dwc/terms/p053",""
"p053:notes","Notes for corridor and dispersal http://rs.tdwg.org/dwc/terms/p053",""
