term_localName,label,rdfs_comment,skos_scopeNote,dcterms_description,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable
WebStatement,License URL,A Web URL for a statement of the ownership and usage rights for this resource.,"A URL defining or further elaborating on the license statement (e. g., a web page explaining the precise terms of use).  Where different quality variants (e. g. different resolutions of images) are published under different licenses, the AC term ""Licensing Exception Statement"" supports variant-specific licenses","The value of this field may provide a complete definition of the terms of use. For Creative Commons, the appropriate value is the URL of the defining Web page for the license. Example: http://creativecommons.org/licenses/by-nc-sa/3.0/us/",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Attribution,,,No,No
