term_localName,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
superfamily,Superfamily,The full scientific name of the superfamily in which the dwc:Taxon is classified.,"A taxonomic category subordinate to an order and superior to a family. According to ICZN article 29.2, the suffix `-oidea` is used for a superfamily name.",`Achatinoidea`; `Cerithioidea`; `Helicoidea`; `Hypsibioidea`; `Valvatoidea`; `Zonitoidea`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ScientificNameIdentified/HigherTaxon/HigherTaxonRank (enumeration value: superfamilia),http://rs.tdwg.org/dwc/terms/Taxon,,simple
