"identifier","context","text"
"isTopParent:label","Label for Is Top Parent http://rs.tdwg.org/dwc/terms/isTopParent",""
"isTopParent:definition","Definition for Is Top Parent http://rs.tdwg.org/dwc/terms/isTopParent",""
"isTopParent:usage","Usage for Is Top Parent http://rs.tdwg.org/dwc/terms/isTopParent",""
"objectClassificationLevel:label","Label for Object Classification Level http://rs.tdwg.org/dwc/terms/objectClassificationLevel",""
"objectClassificationLevel:definition","Definition for Object Classification Level http://rs.tdwg.org/dwc/terms/objectClassificationLevel",""
"objectClassificationLevel:notes","Notes for Object Classification Level http://rs.tdwg.org/dwc/terms/objectClassificationLevel",""
"objectClassificationName:label","Label for Object Classification Name http://rs.tdwg.org/dwc/terms/objectClassificationName",""
"objectClassificationName:definition","Definition for Object Classification Name http://rs.tdwg.org/dwc/terms/objectClassificationName",""
"objectClassificationName:notes","Notes for Object Classification Name http://rs.tdwg.org/dwc/terms/objectClassificationName",""
"alternativeCollectionName:label","Label for Alternative Collection Name http://rs.tdwg.org/dwc/terms/alternativeCollectionName",""
"alternativeCollectionName:definition","Definition for Alternative Collection Name http://rs.tdwg.org/dwc/terms/alternativeCollectionName",""
"baseTypeOfObjectGroup:label","Label for Base Type Of Object Group http://rs.tdwg.org/dwc/terms/baseTypeOfObjectGroup",""
"baseTypeOfObjectGroup:definition","Definition for Base Type Of Object Group http://rs.tdwg.org/dwc/terms/baseTypeOfObjectGroup",""
"baseTypeOfObjectGroup:notes","Notes for Base Type Of Object Group http://rs.tdwg.org/dwc/terms/baseTypeOfObjectGroup",""
"collectionManagementSystem:label","Label for Collection Management System http://rs.tdwg.org/dwc/terms/collectionManagementSystem",""
"collectionManagementSystem:definition","Definition for Collection Management System http://rs.tdwg.org/dwc/terms/collectionManagementSystem",""
"collectionManagementSystem:notes","Notes for Collection Management System http://rs.tdwg.org/dwc/terms/collectionManagementSystem",""
"collectionName:label","Label for Collection Name http://rs.tdwg.org/dwc/terms/collectionName",""
"collectionName:definition","Definition for Collection Name http://rs.tdwg.org/dwc/terms/collectionName",""
"conditionsOfAccess:label","Label for Conditions of Access http://rs.tdwg.org/dwc/terms/conditionsOfAccess",""
"conditionsOfAccess:definition","Definition for Conditions of Access http://rs.tdwg.org/dwc/terms/conditionsOfAccess",""
"conditionsOfAccess:notes","Notes for Conditions of Access http://rs.tdwg.org/dwc/terms/conditionsOfAccess",""
"description:label","Label for Description http://rs.tdwg.org/dwc/terms/description",""
"description:definition","Definition for Description http://rs.tdwg.org/dwc/terms/description",""
"description:notes","Notes for Description http://rs.tdwg.org/dwc/terms/description",""
"discipline:label","Label for Discipline http://rs.tdwg.org/dwc/terms/discipline",""
"discipline:definition","Definition for Discipline http://rs.tdwg.org/dwc/terms/discipline",""
"discipline:notes","Notes for Discipline http://rs.tdwg.org/dwc/terms/discipline",""
"hasChronometricAge:label","Label for Has Chronometric Age http://rs.tdwg.org/dwc/terms/hasChronometricAge",""
"hasChronometricAge:definition","Definition for Has Chronometric Age http://rs.tdwg.org/dwc/terms/hasChronometricAge",""
"hasCollectionStatusHistory:label","Label for Has Collection Status History http://rs.tdwg.org/dwc/terms/hasCollectionStatusHistory",""
"hasCollectionStatusHistory:definition","Definition for Has Collection Status History http://rs.tdwg.org/dwc/terms/hasCollectionStatusHistory",""
"hasEcologicalContext:label","Label for Has Ecological Context http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
"hasEcologicalContext:definition","Definition for Has Ecological Context http://rs.tdwg.org/dwc/terms/hasEcologicalContext",""
"hasEvent:label","Label for Has Event http://rs.tdwg.org/dwc/terms/hasEvent",""
"hasEvent:definition","Definition for Has Event http://rs.tdwg.org/dwc/terms/hasEvent",""
"hasGeographicContext:label","Label for Has Geographic Context http://rs.tdwg.org/dwc/terms/hasGeographicContext",""
"hasGeographicContext:definition","Definition for Has Geographic Context http://rs.tdwg.org/dwc/terms/hasGeographicContext",""
"hasGeologicalContext:label","Label for Has Geological Context http://rs.tdwg.org/dwc/terms/hasGeologicalContext",""
"hasGeologicalContext:definition","Definition for Has Geological Context http://rs.tdwg.org/dwc/terms/hasGeologicalContext",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasObjectClassification:label","Label for Has Object Classification http://rs.tdwg.org/dwc/terms/hasObjectClassification",""
"hasObjectClassification:definition","Definition for Has Object Classification http://rs.tdwg.org/dwc/terms/hasObjectClassification",""
"hasOrganisationalUnit:label","Label for Has Organisational Unit http://rs.tdwg.org/dwc/terms/hasOrganisationalUnit",""
"hasOrganisationalUnit:definition","Definition for Has Organisational Unit http://rs.tdwg.org/dwc/terms/hasOrganisationalUnit",""
"hasPersonRole:label","Label for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasPersonRole:definition","Definition for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasResourceRelationship:label","Label for Has Resource Relationship http://rs.tdwg.org/dwc/terms/hasResourceRelationship",""
"hasResourceRelationship:definition","Definition for Has Resource Relationship http://rs.tdwg.org/dwc/terms/hasResourceRelationship",""
"hasStorageLocation:label","Label for Has Storage Location http://rs.tdwg.org/dwc/terms/hasStorageLocation",""
"hasStorageLocation:definition","Definition for Has Storage Location http://rs.tdwg.org/dwc/terms/hasStorageLocation",""
"hasTaxon:label","Label for Has Taxon http://rs.tdwg.org/dwc/terms/hasTaxon",""
"hasTaxon:definition","Definition for Has Taxon http://rs.tdwg.org/dwc/terms/hasTaxon",""
"isCurrentCollection:label","Label for Is Current Collection http://rs.tdwg.org/dwc/terms/isCurrentCollection",""
"isCurrentCollection:definition","Definition for Is Current Collection http://rs.tdwg.org/dwc/terms/isCurrentCollection",""
"isCurrentCollection:notes","Notes for Is Current Collection http://rs.tdwg.org/dwc/terms/isCurrentCollection",""
"isKnownToContainTypes:label","Label for Is Known To Contain Types http://rs.tdwg.org/dwc/terms/isKnownToContainTypes",""
"isKnownToContainTypes:definition","Definition for Is Known To Contain Types http://rs.tdwg.org/dwc/terms/isKnownToContainTypes",""
"isKnownToContainTypes:notes","Notes for Is Known To Contain Types http://rs.tdwg.org/dwc/terms/isKnownToContainTypes",""
"material:label","Label for Material http://rs.tdwg.org/dwc/terms/material",""
"material:examples","Examples for Material http://rs.tdwg.org/dwc/terms/material",""
"material:definition","Definition for Material http://rs.tdwg.org/dwc/terms/material",""
"material:notes","Notes for Material http://rs.tdwg.org/dwc/terms/material",""
"objectType:label","Label for Object Type http://rs.tdwg.org/dwc/terms/objectType",""
"objectType:examples","Examples for Object Type http://rs.tdwg.org/dwc/terms/objectType",""
"objectType:definition","Definition for Object Type http://rs.tdwg.org/dwc/terms/objectType",""
"objectType:usage","Usage for Object Type http://rs.tdwg.org/dwc/terms/objectType",""
"objectType:notes","Notes for Object Type http://rs.tdwg.org/dwc/terms/objectType",""
"period:label","Label for Period http://rs.tdwg.org/dwc/terms/period",""
"period:definition","Definition for Period http://rs.tdwg.org/dwc/terms/period",""
"period:usage","Usage for Period http://rs.tdwg.org/dwc/terms/period",""
"period:notes","Notes for Period http://rs.tdwg.org/dwc/terms/period",""
"preparationType:label","Label for Preparation Type http://rs.tdwg.org/dwc/terms/preparationType",""
"preparationType:examples","Examples for Preparation Type http://rs.tdwg.org/dwc/terms/preparationType",""
"preparationType:definition","Definition for Preparation Type http://rs.tdwg.org/dwc/terms/preparationType",""
"preparationType:usage","Usage for Preparation Type http://rs.tdwg.org/dwc/terms/preparationType",""
"preparationType:notes","Notes for Preparation Type http://rs.tdwg.org/dwc/terms/preparationType",""
"preservationMethod:label","Label for Preservation Method http://rs.tdwg.org/dwc/terms/preservationMethod",""
"preservationMethod:examples","Examples for Preservation Method http://rs.tdwg.org/dwc/terms/preservationMethod",""
"preservationMethod:definition","Definition for Preservation Method http://rs.tdwg.org/dwc/terms/preservationMethod",""
"preservationMethod:usage","Usage for Preservation Method http://rs.tdwg.org/dwc/terms/preservationMethod",""
"preservationMethod:notes","Notes for Preservation Method http://rs.tdwg.org/dwc/terms/preservationMethod",""
"preservationMode:label","Label for Preservation Mode http://rs.tdwg.org/dwc/terms/preservationMode",""
"preservationMode:definition","Definition for Preservation Mode http://rs.tdwg.org/dwc/terms/preservationMode",""
"preservationMode:usage","Usage for Preservation Mode http://rs.tdwg.org/dwc/terms/preservationMode",""
"preservationMode:notes","Notes for Preservation Mode http://rs.tdwg.org/dwc/terms/preservationMode",""
"typeOfObjectGroup:label","Label for Type Of Object Group http://rs.tdwg.org/dwc/terms/typeOfObjectGroup",""
"typeOfObjectGroup:examples","Examples for Type Of Object Group http://rs.tdwg.org/dwc/terms/typeOfObjectGroup",""
"typeOfObjectGroup:definition","Definition for Type Of Object Group http://rs.tdwg.org/dwc/terms/typeOfObjectGroup",""
"typeOfObjectGroup:notes","Notes for Type Of Object Group http://rs.tdwg.org/dwc/terms/typeOfObjectGroup",""
"hasAddress:label","Label for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasAddress:definition","Definition for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasContactDetail:label","Label for Has Contact Detail http://rs.tdwg.org/dwc/terms/hasContactDetail",""
"hasContactDetail:definition","Definition for Has Contact Detail http://rs.tdwg.org/dwc/terms/hasContactDetail",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasParentOrganisationalUnit:label","Label for Has Parent Organisational Unit http://rs.tdwg.org/dwc/terms/hasParentOrganisationalUnit",""
"hasParentOrganisationalUnit:definition","Definition for Has Parent Organisational Unit http://rs.tdwg.org/dwc/terms/hasParentOrganisationalUnit",""
"hasPersonRole:label","Label for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasPersonRole:definition","Definition for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"organisationalUnitName:label","Label for Organisational Unit Name http://rs.tdwg.org/dwc/terms/organisationalUnitName",""
"organisationalUnitName:definition","Definition for Organisational Unit Name http://rs.tdwg.org/dwc/terms/organisationalUnitName",""
"organisationalUnitName:notes","Notes for Organisational Unit Name http://rs.tdwg.org/dwc/terms/organisationalUnitName",""
"organisationalUnitType:label","Label for Organisational Unit Type http://rs.tdwg.org/dwc/terms/organisationalUnitType",""
"organisationalUnitType:examples","Examples for Organisational Unit Type http://rs.tdwg.org/dwc/terms/organisationalUnitType",""
"organisationalUnitType:definition","Definition for Organisational Unit Type http://rs.tdwg.org/dwc/terms/organisationalUnitType",""
"organisationalUnitType:notes","Notes for Organisational Unit Type http://rs.tdwg.org/dwc/terms/organisationalUnitType",""
"hasAddress:label","Label for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasAddress:definition","Definition for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasContactDetail:label","Label for Has Contact Detail http://rs.tdwg.org/dwc/terms/hasContactDetail",""
"hasContactDetail:definition","Definition for Has Contact Detail http://rs.tdwg.org/dwc/terms/hasContactDetail",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasAddress:label","Label for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasAddress:definition","Definition for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasContactDetail:label","Label for Has Contact Detail http://rs.tdwg.org/dwc/terms/hasContactDetail",""
"hasContactDetail:definition","Definition for Has Contact Detail http://rs.tdwg.org/dwc/terms/hasContactDetail",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasPerson:label","Label for Has Person http://rs.tdwg.org/dwc/terms/hasPerson",""
"hasPerson:definition","Definition for Has Person http://rs.tdwg.org/dwc/terms/hasPerson",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasRole:label","Label for Has Role http://rs.tdwg.org/dwc/terms/hasRole",""
"hasRole:definition","Definition for Has Role http://rs.tdwg.org/dwc/terms/hasRole",""
"hasRole:notes","Notes for Has Role http://rs.tdwg.org/dwc/terms/hasRole",""
"hasTemporalCoverage:label","Label for Has Temporal Coverage http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"hasTemporalCoverage:definition","Definition for Has Temporal Coverage http://rs.tdwg.org/dwc/terms/hasTemporalCoverage",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasObjectGroup:label","Label for Has Object Group http://rs.tdwg.org/dwc/terms/hasObjectGroup",""
"hasObjectGroup:definition","Definition for Has Object Group http://rs.tdwg.org/dwc/terms/hasObjectGroup",""
"hasPersonRole:label","Label for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasPersonRole:definition","Definition for Has Person Role http://rs.tdwg.org/dwc/terms/hasPersonRole",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasResourceRelationship:label","Label for Has Resource Relationship http://rs.tdwg.org/dwc/terms/hasResourceRelationship",""
"hasResourceRelationship:definition","Definition for Has Resource Relationship http://rs.tdwg.org/dwc/terms/hasResourceRelationship",""
"isDerivedCollection:label","Label for Is Derived Collection http://rs.tdwg.org/dwc/terms/isDerivedCollection",""
"isDerivedCollection:definition","Definition for Is Derived Collection http://rs.tdwg.org/dwc/terms/isDerivedCollection",""
"isDerivedCollection:notes","Notes for Is Derived Collection http://rs.tdwg.org/dwc/terms/isDerivedCollection",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"referenceDetails:label","Label for Reference Details http://rs.tdwg.org/dwc/terms/referenceDetails",""
"referenceDetails:definition","Definition for Reference Details http://rs.tdwg.org/dwc/terms/referenceDetails",""
"referenceName:label","Label for Reference Name http://rs.tdwg.org/dwc/terms/referenceName",""
"referenceName:definition","Definition for Reference Name http://rs.tdwg.org/dwc/terms/referenceName",""
"referenceName:notes","Notes for Reference Name http://rs.tdwg.org/dwc/terms/referenceName",""
"referenceType:label","Label for Reference Type http://rs.tdwg.org/dwc/terms/referenceType",""
"referenceType:definition","Definition for Reference Type http://rs.tdwg.org/dwc/terms/referenceType",""
"referenceType:notes","Notes for Reference Type http://rs.tdwg.org/dwc/terms/referenceType",""
"resourceIRI:label","Label for Resource IRI http://rs.tdwg.org/dwc/terms/resourceIRI",""
"resourceIRI:definition","Definition for Resource IRI http://rs.tdwg.org/dwc/terms/resourceIRI",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"relatedResourceName:label","Label for Related Resource Name http://rs.tdwg.org/dwc/terms/relatedResourceName",""
"relatedResourceName:definition","Definition for Related Resource Name http://rs.tdwg.org/dwc/terms/relatedResourceName",""
"relatedResourceName:notes","Notes for Related Resource Name http://rs.tdwg.org/dwc/terms/relatedResourceName",""
"relatedResourceType:label","Label for Related Resource Type http://rs.tdwg.org/dwc/terms/relatedResourceType",""
"relatedResourceType:definition","Definition for Related Resource Type http://rs.tdwg.org/dwc/terms/relatedResourceType",""
"relatedResourceType:notes","Notes for Related Resource Type http://rs.tdwg.org/dwc/terms/relatedResourceType",""
"relationshipOfResource:label","Label for Relationship Of Resource http://rs.tdwg.org/dwc/terms/relationshipOfResource",""
"relationshipOfResource:definition","Definition for Relationship Of Resource http://rs.tdwg.org/dwc/terms/relationshipOfResource",""
"relationshipOfResource:notes","Notes for Relationship Of Resource http://rs.tdwg.org/dwc/terms/relationshipOfResource",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"roleName:label","Label for Role Name http://rs.tdwg.org/dwc/terms/roleName",""
"roleName:definition","Definition for Role Name http://rs.tdwg.org/dwc/terms/roleName",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"isMandatoryMetric:label","Label for Is Mandatory Metric http://rs.tdwg.org/dwc/terms/isMandatoryMetric",""
"isMandatoryMetric:definition","Definition for Is Mandatory Metric http://rs.tdwg.org/dwc/terms/isMandatoryMetric",""
"isMandatoryMetric:notes","Notes for Is Mandatory Metric http://rs.tdwg.org/dwc/terms/isMandatoryMetric",""
"isRepeatableMetric:label","Label for Is Repeatable Metric http://rs.tdwg.org/dwc/terms/isRepeatableMetric",""
"isRepeatableMetric:definition","Definition for Is Repeatable Metric http://rs.tdwg.org/dwc/terms/isRepeatableMetric",""
"isRepeatableMetric:notes","Notes for Is Repeatable Metric http://rs.tdwg.org/dwc/terms/isRepeatableMetric",""
"schemeMeasurementType:label","Label for Scheme Measurement Type http://rs.tdwg.org/dwc/terms/schemeMeasurementType",""
"schemeMeasurementType:definition","Definition for Scheme Measurement Type http://rs.tdwg.org/dwc/terms/schemeMeasurementType",""
"schemeMeasurementType:notes","Notes for Scheme Measurement Type http://rs.tdwg.org/dwc/terms/schemeMeasurementType",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"isMandatoryTerm:label","Label for Is Mandatory Term http://rs.tdwg.org/dwc/terms/isMandatoryTerm",""
"isMandatoryTerm:definition","Definition for Is Mandatory Term http://rs.tdwg.org/dwc/terms/isMandatoryTerm",""
"isMandatoryTerm:notes","Notes for Is Mandatory Term http://rs.tdwg.org/dwc/terms/isMandatoryTerm",""
"isRepeatableTerm:label","Label for Is Repeatable Term http://rs.tdwg.org/dwc/terms/isRepeatableTerm",""
"isRepeatableTerm:definition","Definition for Is Repeatable Term http://rs.tdwg.org/dwc/terms/isRepeatableTerm",""
"isRepeatableTerm:notes","Notes for Is Repeatable Term http://rs.tdwg.org/dwc/terms/isRepeatableTerm",""
"termName:label","Label for Term Name http://rs.tdwg.org/dwc/terms/termName",""
"termName:definition","Definition for Term Name http://rs.tdwg.org/dwc/terms/termName",""
"termName:notes","Notes for Term Name http://rs.tdwg.org/dwc/terms/termName",""
"hasAddress:label","Label for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasAddress:definition","Definition for Has Address http://rs.tdwg.org/dwc/terms/hasAddress",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasParentStorageLocation:label","Label for Has Parent Storage Location http://rs.tdwg.org/dwc/terms/hasParentStorageLocation",""
"hasParentStorageLocation:definition","Definition for Has Parent Storage Location http://rs.tdwg.org/dwc/terms/hasParentStorageLocation",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"locationDescription:label","Label for Location Description http://rs.tdwg.org/dwc/terms/locationDescription",""
"locationDescription:definition","Definition for Location Description http://rs.tdwg.org/dwc/terms/locationDescription",""
"locationName:label","Label for Location Name http://rs.tdwg.org/dwc/terms/locationName",""
"locationName:definition","Definition for Location Name http://rs.tdwg.org/dwc/terms/locationName",""
"locationName:notes","Notes for Location Name http://rs.tdwg.org/dwc/terms/locationName",""
"locationType:label","Label for Location Type http://rs.tdwg.org/dwc/terms/locationType",""
"locationType:definition","Definition for Location Type http://rs.tdwg.org/dwc/terms/locationType",""
"locationType:notes","Notes for Location Type http://rs.tdwg.org/dwc/terms/locationType",""
"hasIdentifier:label","Label for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasIdentifier:definition","Definition for Has Identifier http://rs.tdwg.org/dwc/terms/hasIdentifier",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasMeasurementOrFact:label","Label for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasMeasurementOrFact:definition","Definition for Has Measurement Or Fact http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact",""
"hasReference:label","Label for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"hasReference:definition","Definition for Has Reference http://rs.tdwg.org/dwc/terms/hasReference",""
"temporalCoverageEndDateTime:label","Label for Temporal Coverage End Date http://rs.tdwg.org/dwc/terms/temporalCoverageEndDateTime",""
"temporalCoverageEndDateTime:definition","Definition for Temporal Coverage End Date http://rs.tdwg.org/dwc/terms/temporalCoverageEndDateTime",""
"temporalCoverageEndDateTime:usage","Usage for Temporal Coverage End Date http://rs.tdwg.org/dwc/terms/temporalCoverageEndDateTime",""
"temporalCoverageStartDateTime:label","Label for Temporal Coverage Start Date http://rs.tdwg.org/dwc/terms/temporalCoverageStartDateTime","Fecha de inicio de la Cobertura Temporal"
"temporalCoverageStartDateTime:definition","Definition for Temporal Coverage Start Date http://rs.tdwg.org/dwc/terms/temporalCoverageStartDateTime","Fecha y hora en el que el TemporalCoverage inició."
"temporalCoverageStartDateTime:usage","Usage for Temporal Coverage Start Date http://rs.tdwg.org/dwc/terms/temporalCoverageStartDateTime","Si temporalCoverageStartDateTime se rellena, temporalCoverageType es recomendado."
"temporalCoverageType:label","Label for Temporal Coverage Type http://rs.tdwg.org/dwc/terms/temporalCoverageType","Tipo de Cobertura Temporal"
"temporalCoverageType:definition","Definition for Temporal Coverage Type http://rs.tdwg.org/dwc/terms/temporalCoverageType","El tipo o contexto del TemporalCoverage descrito."
"temporalCoverageType:usage","Usage for Temporal Coverage Type http://rs.tdwg.org/dwc/terms/temporalCoverageType","Si temporalCoverageStartDateTime se rellena, temporalCoverageType es recomendado."
"temporalCoverageType:notes","Notes for Temporal Coverage Type http://rs.tdwg.org/dwc/terms/temporalCoverageType","Se recomienda usar un vocabulario controlado."
