identifier,context,text
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label,Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasIdentifier,Has Identifier
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition,Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasIdentifier,This property refers to one or more related instances of the Identifier class.
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label,Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,Has Measurement Or Fact
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition,Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,This property refers to one or more related instances of the MeasurementOrFact class.
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label,Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasReference,Has Reference
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition,Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasReference,This property refers to one or more related instances of the Reference class.
hasTemporalCoverage:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label,Label for Has Temporal Coverage (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasTemporalCoverage,Has Temporal Coverage
hasTemporalCoverage:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition,Definition for Has Temporal Coverage (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/hasTemporalCoverage,This property refers to one or more related instances of the TemporalCoverage class.
status:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label,Label for Status (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/status,Status
status:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition,Definition for Status (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/status,The development status of the collection during a specified period.
status:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:notes,Notes for Status (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/status,The values/vocabularies for a status are predicated by the statusType. The in the examples mentioned terms are a cumulative list of terms associated with several different statusTypes.
statusChangeReason:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label,Label for Status Change Reason (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusChangeReason,Status Change Reason
statusChangeReason:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition,Definition for Status Change Reason (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusChangeReason,An explanation of why the collection transitioned to the value set in the status property.
statusChangeReason:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:notes,Notes for Status Change Reason (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusChangeReason,statusChangeReason should be aligned with the value of statusType.
statusType:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:label,Label for Status Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusType,Status Type
statusType:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:definition,Definition for Status Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusType,A top-level classification of the different categories of status that can be applied to the collection.
statusType:http~//rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory:notes,Notes for Status Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/CollectionStatusHistory) http://rs.tdwg.org/dwc/terms/statusType,statusType forms the top level of a two-level hierarchy with the status property. Recommended best practice is to use a controlled vocabulary.
contactDetailCategory:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label,Label for Contact Detail Category (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailCategory,Contact Detail Category
contactDetailCategory:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition,Definition for Contact Detail Category (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailCategory,The method of contact to which the contact detail applies.
contactDetailCategory:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:notes,Notes for Contact Detail Category (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailCategory,Recommended practice is to use a controlled vocabulary.
contactDetailFunction:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label,Label for Contact Detail Function (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailFunction,Contact Detail Function
contactDetailFunction:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition,Definition for Contact Detail Function (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailFunction,A brief label describing the nature of the enquiry or enquiries that are appropriate to direct to the contact detail.
contactDetailValue:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label,Label for Contact Detail Value (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailValue,Contact Detail Value
contactDetailValue:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition,Definition for Contact Detail Value (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/contactDetailValue,"The value of the contact detail, such as the phone number or email address."
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:label,Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/hasIdentifier,Has Identifier
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/ContactDetail:definition,Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/ContactDetail) http://rs.tdwg.org/dwc/terms/hasIdentifier,This property refers to one or more related instances of the Identifier class.
biogeographicRealm:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Biogeographic Realm (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biogeographicRealm,Biogeographic Realm
biogeographicRealm:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Biogeographic Realm (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biogeographicRealm,"The broadest biogeographic division of Earth's land and marine surface, based on distributional patterns of terrestrial and marine organisms."
biogeographicRealm:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes,Notes for Biogeographic Realm (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biogeographicRealm,"This term may commonly be used in a biogeographic hierarchy above marineProvince (marine only), ecoregion and ecosystem. It is recommended to use controlled vocabularies such as those adopted by the World Wildlife Fund (WWF) / Global 200 (Olson et at. 1998). "
biome:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Biome (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biome,Biome
biome:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Biome (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biome,A biogeographical unit consisting of a biological community that has formed in response to the physical environment in which they are found and a shared regional climate.
biome:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes,Notes for Biome (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biome,"This property can be used to record terrestrial, freshwater and marine biomes. It is recommended to use controlled vocabularies such as those adopted by the World Wildlife Fund (WWF) / Global 200 (Olson et at. 1998). "
biomeType:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Biome Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biomeType,Biome Type
biomeType:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Biome Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biomeType,A top level classification of the type of biome from which objects were collected or where an event took place.
biomeType:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes,Notes for Biome Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/biomeType,"The biomeType is positioned at a level between the biosphere (the global sum of all ecosystems on Earth) and the more detailed terrestrial, marine and freshwater biomes. The latter should be recorded using the EcologicalContext.biome property."
bioregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Bioregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/bioregion,Bioregion
bioregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Bioregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/bioregion,"An ecologically and geographically defined area that is smaller than a biogeographic realm, but larger than an ecoregion or an ecosystem."
bioregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes,Notes for Bioregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/bioregion,"This is analagous with the marine province concept for marine regions. It is recommended to use controlled vocabularies such as those adopted by the World Wildlife Fund (WWF) / Global 200 (Olson et at. 1998), from which this concept originated. "
ecoregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Ecoregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecoregion,Ecoregion
ecoregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Ecoregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecoregion,"An ecologically and geographically defined area that is smaller than a bioregion, which in turn is smaller than a biogeographic realm. Ecoregions cover relatively large areas of land or water, and contain characteristic, geographically distinct assemblages of natural communities and species."
ecoregion:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:notes,Notes for Ecoregion (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecoregion,It is recommended to use controlled vocabularies such as those adopted by the World Wildlife Fund (WWF) / Global 200 (Olson et at. 1998).
ecosystem:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Ecosystem (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecosystem,Ecosystem
ecosystem:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Ecosystem (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/ecosystem,"A specific kind of ecological classification that considers all four elements of the definition of ecosystems: a biotic component, an abiotic complex, the interactions between and within them, and the physical space that they occupy."
habitat:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Habitat (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/habitat,Habitat
habitat:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Habitat (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/habitat,A description of the type of environment in which an organism lives.
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier,Has Identifier
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier,This property refers to one or more related instances of the Identifier class.
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,Has Measurement Or Fact
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,This property refers to one or more related instances of the MeasurementOrFact class.
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:label,Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasReference,Has Reference
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/EcologicalContext:definition,Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/EcologicalContext) http://rs.tdwg.org/dwc/terms/hasReference,This property refers to one or more related instances of the Reference class.
eventName:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Event Name (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/eventName,Event Name
eventName:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Event Name (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/eventName,The name commonly used to identify or refer to the event.
hasEcologicalContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Ecological Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasEcologicalContext,Has Ecological Context
hasEcologicalContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Ecological Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasEcologicalContext,This property refers to one or more related instances of the EcologicalContext class.
hasGeographicContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Geographic Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasGeographicContext,Has Geographic Context
hasGeographicContext:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Geographic Context (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasGeographicContext,This property refers to one or more related instances of the GeographicContext class.
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasIdentifier,Has Identifier
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasIdentifier,This property refers to one or more related instances of the Identifier class.
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,Has Measurement Or Fact
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,This property refers to one or more related instances of the MeasurementOrFact class.
hasParentEvent:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Parent Event (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasParentEvent,Has Parent Event
hasParentEvent:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Parent Event (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasParentEvent,This property refers to one or more related parent instances of the Event class.
hasParentEvent:http~//rs.tdwg.org/dwc/terms/attributes/Event:usage,Usage for Has Parent Event (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasParentEvent,This term should only contain Events that can be considered to be a parent of the current instance.
hasPersonRole:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Person Role (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasPersonRole,Has Person Role
hasPersonRole:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Person Role (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasPersonRole,This property refers to one or more related instances of the PersonRole class.
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasReference,Has Reference
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasReference,This property refers to one or more related instances of the Reference class.
hasTemporalCoverage:http~//rs.tdwg.org/dwc/terms/attributes/Event:label,Label for Has Temporal Coverage (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasTemporalCoverage,Has Temporal Coverage
hasTemporalCoverage:http~//rs.tdwg.org/dwc/terms/attributes/Event:definition,Definition for Has Temporal Coverage (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Event) http://rs.tdwg.org/dwc/terms/hasTemporalCoverage,This property refers to one or more related instances of the TemporalCoverage class.
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label,Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasIdentifier,Has Identifier
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition,Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasIdentifier,This property refers to one or more related instances of the Identifier class.
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label,Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,Has Measurement Or Fact
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition,Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,This property refers to one or more related instances of the MeasurementOrFact class.
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label,Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasReference,Has Reference
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition,Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/hasReference,This property refers to one or more related instances of the Reference class.
region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label,Label for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region,Region
region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:examples,Examples for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region,"Multi-country: `North European Plain`, Multi-state/Province: `Pacific Northwest`, Waterbody: `Southern`, Geological basins and provinces: `Michigan Basin`, `Mazon Creek`, `Bundenbach`"
region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition,Definition for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region,The name of a spatial region or named place of any size within an individual or multiple administrative areas.
region:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:notes,Notes for Region (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/region,"Recommended best practice is to use this field in situations where the administrative location fields (country, stateProvince, county, etc.) provide insufficient description. For geological collections examples include basins, provinces, and fossil deposits."
waterBodyType:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:label,Label for Waterbody Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/waterBodyType,Waterbody Type
waterBodyType:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:definition,Definition for Waterbody Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/waterBodyType,A term that indicates the aquatic order of a waterbody.
waterBodyType:http~//rs.tdwg.org/dwc/terms/attributes/GeographicContext:notes,Notes for Waterbody Type (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeographicContext) http://rs.tdwg.org/dwc/terms/waterBodyType,"Recommendation is to use a controlled vocabulary, such as those fuind at https://www.usgs.gov/mission-areas/water-resources/science/types-water and https://sciencetrends.com/types-bodies-water-complete-list/."
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label,Label for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier,Has Identifier
hasIdentifier:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition,Definition for Has Identifier (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasIdentifier,This property refers to one or more related instances of the Identifier class.
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label,Label for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,Has Measurement Or Fact
hasMeasurementOrFact:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition,Definition for Has Measurement Or Fact (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasMeasurementOrFact,This property refers to one or more related instances of the MeasurementOrFact class.
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label,Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasReference,Has Reference
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition,Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/hasReference,This property refers to one or more related instances of the Reference class.
supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:label,Label for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup,Supergroup
supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:definition,Definition for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup,The full name of the lithostratigraphic supergroup from which the cataloged item was collected.
supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:usage,Usage for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup,A supergroup is a formal assemblage of related or superposed groups or of groups and formations. Such units have proved useful in regional and provincial syntheses. Supergroups should be named only where their recognition serves a clear purpose.
supergroup:http~//rs.tdwg.org/dwc/terms/attributes/GeologicalContext:notes,Notes for Supergroup (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/GeologicalContext) http://rs.tdwg.org/dwc/terms/supergroup,Recommended vocabulary. At time of inclusion this term is in progress of being included as part of dwc tdwg/dwc#234
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:label,Label for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/hasReference,Has Reference
hasReference:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:definition,Definition for Has Reference (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/hasReference,This property refers to one or more related instances of the Reference class.
identifierSource:http~//rs.tdwg.org/dwc/terms/attributes/Identifier:label,Label for Identifier Source (tdwgutility_organizedInClass: http://rs.tdwg.org/dwc/terms/attributes/Identifier) http://rs.tdwg.org/dwc/terms/identifierSource,Identifier Source
