document_modified,term_localName,dcterms_modified,label,rdfs_comment
2018-10-09T11:00:00-05:00,http://rs-test.tdwg.org/index,2018-10-09,TDWG dataset catalog,This dataset contains the data that underlies TDWG standards and standards documents
