version,term_localName
http://rs.tdwg.org/acorient/values/version/r-2023-04-26,r
http://rs.tdwg.org/acorient/values/version/r0000-2023-04-26,r0000
http://rs.tdwg.org/acorient/values/version/r0001-2023-04-26,r0001
http://rs.tdwg.org/acorient/values/version/r0002-2023-04-26,r0002
http://rs.tdwg.org/acorient/values/version/r0003-2023-04-26,r0003
http://rs.tdwg.org/acorient/values/version/r0004-2023-04-26,r0004
http://rs.tdwg.org/acorient/values/version/r0005-2023-04-26,r0005
http://rs.tdwg.org/acorient/values/version/r0006-2023-04-26,r0006
http://rs.tdwg.org/acorient/values/version/r0007-2023-04-26,r0007
http://rs.tdwg.org/acorient/values/version/r0008-2023-04-26,r0008
http://rs.tdwg.org/acorient/values/version/r0009-2023-04-26,r0009
http://rs.tdwg.org/acorient/values/version/r0010-2023-04-26,r0010
http://rs.tdwg.org/acorient/values/version/r0011-2023-04-26,r0011
http://rs.tdwg.org/acorient/values/version/r0012-2023-04-26,r0012
http://rs.tdwg.org/acorient/values/version/r0013-2023-04-26,r0013
