document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,term,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,rdf_type,rdfs_subPropertyOf,dwcattributes_abcdEquivalence,dwcattributes_organizedInClass,dwcattributes_decision,rdf_about,dcterms_issued,dcterms_modified,dwcattributes_status,dcterms_replaces,dcterms_replaces1,dcterms_replaces2
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLatitude-2003-06-17,DecimalLatitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Latitude-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLatitude,DecimalLatitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude,,,Decimal Latitude,"The latitude of the location from which the cataloged item was collected, expressed in decimal degrees.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LatitudeDecimal,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLatitude-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DecimalLongitude-2003-06-17,DecimalLongitude-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Longitude-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLongitude,DecimalLongitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude,,,Decimal Longitude,"The longitude of the location from which the cataloged item was collected, expressed in decimal degrees.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LongitudeDecimal,,,http://digir.net/schema/conceptual/darwin/2003/1.0/DecimalLongitude-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-13,Family-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Family,Family,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Family,The family name of the organism,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-17,Family-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Family-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Family,Family,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Family,The phylogenetic family to which the cataloged item belongs.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNotes-2003-06-17,FieldNotes-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes,FieldNotes,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Field Notes,"A reference to, or flag marking the existence of notes taken in the field for the cataloged item.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/FieldNotes,,,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-13,FieldNumber-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber,FieldNumber,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Field Number,"A ""number"" (really a string) created at collection time to identify all material that resulted from a collecting event.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Code,,,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-17,FieldNumber-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/FieldNumber-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber,FieldNumber,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Field Number,An identifying string applied to a set of material that resulted from a single collecting event.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Code,,,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/GenBankNum-2003-06-17,GenBankNum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum,GenBankNum,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Gen Bank Num,GenBank Accession number.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant,,,http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-13,Genus-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus,Genus,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Genus,The genus name of the organism,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},,,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-17,Genus-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Genus-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus,Genus,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Genus,The phylogenetic genus to which the cataloged item belongs.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},,,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/GeorefMethod-2003-06-17,GeorefMethod-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/GeorefMethod,GeorefMethod,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Georef Method,A reference to the methods used for determining the coordinates and uncertainties.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinateMethod,,,http://digir.net/schema/conceptual/darwin/2003/1.0/GeorefMethod-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/HigherGeography-2003-06-17,HigherGeography-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherGeography,HigherGeography,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Higher Geography,"The combination of all geographic elements less specific than locality. ""Like"" query operations on this element will search for a substring in any of the higher geography attributes.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,{DataSets/DataSet/Units/Unit/Gathering/LocalityText or DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName},,,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherGeography-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/HigherTaxon-2003-06-17,HigherTaxon-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherTaxon,HigherTaxon,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Higher Taxon,"The combination of names of taxonomic ranks less specific than Genus. ""Like"" query operations on this element will search for a substring in any of the higher taxon attributes.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName,,,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherTaxon-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/HorizontalDatum-2003-06-17,HorizontalDatum-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/HorizontalDatum,HorizontalDatum,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Horizontal Datum,The horizontal geodetic datum to which the DecimalLatitude and DecimalLongitude refer.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/SpatialDatum,,,http://digir.net/schema/conceptual/darwin/2003/1.0/HorizontalDatum-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentificationModifier-2003-06-17,IdentificationModifier-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentificationModifier,IdentificationModifier,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Identification Modifier,"Additional information documenting the taxonomic determination of the cataloged item (e.g., ""cf."", ""aff."", ""subspecies in question"", etc.).",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/IdentificationQualifier,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentificationModifier-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-13,IdentifiedBy-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy,IdentifiedBy,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Identified By,The name(s) of the person(s) who applied the currently accepted Scientific Name to the Cataloged Item.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/Identifiers/IdentifiersText,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-17,IdentifiedBy-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IdentifiedBy-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy,IdentifiedBy,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Identified By,The name(s) of the person(s) who applied the currently accepted ScientificName to the cataloged item.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/Identifiers/IdentifiersText,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentifiedBy-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-13,IndividualCount-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount,IndividualCount,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Individual Count,The number of individuals present in the lot or container. Not an estimate of abundance or density at the collecting locality.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-17,IndividualCount-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IndividualCount-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount,IndividualCount,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Individual Count,The number of individuals present in the lot or container referred to by the catalog number. Not an estimate of abundance or density at the collecting locality.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/IndividualCount-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-13,InstitutionCode-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode,InstitutionCode,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Institution Code,"A ""standard"" code identifier that identifies the institution to which the collection belongs. No global registry exists for assigning institutional codes. Use the code that is ""standard"" in your discipline.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/SourceInstitutionID,,,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-17,InstitutionCode-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode,InstitutionCode,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Institution Code,"A code that identifies the institution to which the cataloged item belongs. No global registry exists for institutional codes; use the code that is ""standard"" in your discipline. This attribute must contain no spaces.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/SourceInstitutionID,,,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Island-2003-06-17,Island-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Island,Island,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Island,"The full, unabbreviated name of the island from which the cataloged item was collected.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Island-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IslandGroup-2003-06-17,IslandGroup-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup,IslandGroup,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Island Group,"The full, unabbreviated name of the island group from which the cataloged item was collected.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island group,,,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-13,JulianDay-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay,JulianDay,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Julian Day,"The ordinal day of the year; i.e., the number of days since January 1 of the same year. (January 1 is Julian Day 1.)",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberBegin,,,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-17,JulianDay-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/JulianDay-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay,JulianDay,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Julian Day,"The ordinal day of the year (i.e., the number of days since December 31 of the previous year; January 1 is Julian Day 1) on which the cataloged item was collected. May be derived from the YearCollected, MonthCollected, and DayCollected by the provider.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberBegin,,,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-13,Kingdom-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom,Kingdom,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Kingdom,The kingdom to which the organism belongs,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = regnum,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-17,Kingdom-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom,Kingdom,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Kingdom,The phylogenetic kingdom to which the cataloged item belongs.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = regnum,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Latitude-2003-06-13,Latitude-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude,Latitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Latitude,The latitude of the location from which the specimen was collected. This value should be expressed in decimal degrees with a datum such as WGS-84,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LatitudeDecimal,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Latitude-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/LatLongComments-2003-06-17,LatLongComments-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/LatLongComments,LatLongComments,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-17,2007-04-17,true,,,,Lat Long Comments,Comments about the LatLong determination.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/GeoreferenceRemarks,,,http://digir.net/schema/conceptual/darwin/2003/1.0/LatLongComments-2003-06-17,2003-06-17,2003-06-17,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-13,Locality-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,superseded,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality,Locality,http://digir.net/schema/conceptual/darwin/2003/1.0/,,,,,,,Locality,"The locality description (place name plus optionally a displacement from the place name) from which the specimen was collected. Where a displacement from a location is provided, it should be in un-projected units of measurement",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/AreaDetail,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality-2003-06-13,2003-06-13,2003-06-13,superseded,,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-17,Locality-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-13,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality,Locality,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Locality,"The description of the locality from which the cataloged item was collected, sans geographic information provided in other geographic fields.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/AreaDetail,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality-2003-06-17,2003-06-17,2003-06-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality-2003-06-13,,
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Longitude-2003-06-13,Longitude-2003-06-13,http://digir.net/schema/conceptual/darwin/2003/1.0/version/,2003-06-13,deprecated,,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude,Longitude,http://digir.net/schema/conceptual/darwin/2003/1.0/,2003-06-13,2007-04-17,true,,,,Longitude,The longitude of the location from which the specimen was collected. This value should be expressed in decimal degrees with a datum such as WGS-84,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LongitudeDecimal,,,http://digir.net/schema/conceptual/darwin/2003/1.0/Longitude-2003-06-13,2003-06-13,2003-06-13,superseded,,,
