document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,rdf_type,rdfs_subPropertyOf,dwcattributes_abcdEquivalence,dwcattributes_organizedInClass,dwcattributes_decision,rdf_about,dcterms_issued,dcterms_modified,dwcattributes_status,dcterms_replaces,dcterms_replaces1,dcterms_replaces2
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/ImageURL-2007-04-17,ImageURL-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,,,,ImageURL,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Image URL,A Universal Resource Locator reference to digital images associated with the specimen or observation.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/MultimediaObjects,,,http://rs.tdwg.org/dwc/dwcore/ImageURL-2007-04-17,2007-04-17,2007-04-17,superseded,,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/InformationWithheld-2007-04-17,InformationWithheld-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,,,,InformationWithheld,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Information Withheld,"Brief descriptions of additional information that may exist, but that has not been made public. Information about obtaining the withheld information should be sought from the administrative contact identified in the provider resource metadata (curator, collection manager). Examples: ""specific locality information given only to nearest county"", ""ask about tissue samples"", ""georeferences given only to nearest degree"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/InformationWithheld,,,http://rs.tdwg.org/dwc/dwcore/InformationWithheld-2007-04-17,2007-04-17,2007-04-17,superseded,,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/InfraspecificEpithet-2007-04-17,InfraspecificEpithet-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Subspecies-2003-06-17,,,InfraspecificEpithet,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies,,,Infraspecific Epithet,The infraspecific epithet of the scientific name applied to the organism.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SubspeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/SecondEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SubspeciesEpithet},,,http://rs.tdwg.org/dwc/dwcore/InfraspecificEpithet-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/InfraspecificRank-2007-04-17,InfraspecificRank-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,,,,InfraspecificRank,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Infraspecific Rank,"The infraspecific rank (subspecies, variety, forma) of the InfraspecificEpithet. Examples: ""subsp."", ""var."", ""forma"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/Rank,,,http://rs.tdwg.org/dwc/dwcore/InfraspecificRank-2007-04-17,2007-04-17,2007-04-17,superseded,,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/InstitutionCode-2007-04-17,InstitutionCode-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/InstitutionCode-2003-06-17,,,InstitutionCode,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode,,,Institution Code,"The code (or acronym) identifying the institution administering the collection in which the organism record is cataloged. No global registry exists for institutional codes; use the code that is ""standard"" at your institution or in your discipline.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/SourceInstitutionID,,,http://rs.tdwg.org/dwc/dwcore/InstitutionCode-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/Island-2007-04-17,Island-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Island-2003-06-17,,,Island,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Island,,,Island,"The full, unabbreviated name of the island on which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island,,,http://rs.tdwg.org/dwc/dwcore/Island-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Island-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/IslandGroup-2007-04-17,IslandGroup-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/IslandGroup-2003-06-17,,,IslandGroup,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup,,,Island Group,"The full, unabbreviated name of the island group in which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island group,,,http://rs.tdwg.org/dwc/dwcore/IslandGroup-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/Kingdom-2007-04-17,Kingdom-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Kingdom-2003-06-17,,,Kingdom,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom,,,Kingdom,The name of the kingdom in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = regnum,,,http://rs.tdwg.org/dwc/dwcore/Kingdom-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/LatestDateCollected-2007-04-17,LatestDateCollected-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/version/YearCollected-2003-06-17,LatestDateCollected,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected,Latest Date Collected,"The latest date-time (Common Era calendar) in a date-time period during which an organism or group of organisms was collected or observed. If the event is recorded as occurring at a single date-time, populate both EarliestDateCollected and LatestDateCollected with the same value.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,,,http://rs.tdwg.org/dwc/dwcore/LatestDateCollected-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected-2003-06-17,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected-2003-06-17
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/LifeStage-2007-04-17,LifeStage-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/AgeClass-2003-06-17,,,LifeStage,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/AgeClass,,,Life Stage,"The age class or life stage of the biological individual represented by the catalogued object or observation. Examples: ""adult"", ""mature"", ""juvenile"", ""eft"", ""nymph"", ""seedling"", ""seed"", ""egg""",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,"DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalSexualStage or DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalLiveStages/MycologicalLiveStage (Note DwC spec uses ""MycologicalLifeStage"" or DataSets/DataSet/Units/Unit/ZoologicalUnit/PhasesOrStages/PhaseOrStage",,,http://rs.tdwg.org/dwc/dwcore/LifeStage-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/AgeClass-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/Locality-2007-04-17,Locality-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Locality-2003-06-17,,,Locality,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality,,,Locality,"The specific natural language description of the place where the organism was collected or observed. This element need not contain less specific geographic information provided in other geographic elements (HigherGeography, Continent, Country, StateProvince, County, WaterBody, Island, IslandGroup). Though coordinate information can be contained in this concept, these data will be usable analytically only when shared through the concepts of the Geospatial Extension.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/AreaDetail,,,http://rs.tdwg.org/dwc/dwcore/Locality-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/MaximumDepthInMeters-2007-04-17,MaximumDepthInMeters-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumDepthInMeters-2003-06-17,,,MaximumDepthInMeters,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepthInMeters,,,Maximum Depth In Meters,The maximum or actual depth at which the collection or observation was made. Use positive values for locations below the surface. Examples: 10 (for a depth of up to 10m). 100 (for a depth between 50m and 100m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue,,,http://rs.tdwg.org/dwc/dwcore/MaximumDepthInMeters-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepthInMeters-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/MaximumElevationInMeters-2007-04-17,MaximumElevationInMeters-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MaximumElevationInMeters-2003-06-17,,,MaximumElevationInMeters,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevationInMeters,,,Maximum Elevation In Meters,The maximum or actual elevation at which the collection or observation was made. Use negative values for locations below sea level. Examples: Examples: 125 (for an elevation of 100 +- 25 meters). 200 (for an elevation between 100m and 200m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue,,,http://rs.tdwg.org/dwc/dwcore/MaximumElevationInMeters-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevationInMeters-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/MinimumDepthInMeters-2007-04-17,MinimumDepthInMeters-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumDepthInMeters-2003-06-17,,,MinimumDepthInMeters,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepthInMeters,,,Minimum Depth In Meters,The minimum or actual depth at which the collection or observation was made. Use positive values for locations below the surface. Examples: 0 (for a depth of up to 10m). 50 (for a depth between 50m and 100m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue,,,http://rs.tdwg.org/dwc/dwcore/MinimumDepthInMeters-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepthInMeters-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/MinimumElevationInMeters-2007-04-17,MinimumElevationInMeters-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/MinimumElevationInMeters-2003-06-17,,,MinimumElevationInMeters,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevationInMeters,,,Minimum Elevation In Meters,The minimum or actual elevation at which the collection or observation was made. Use negative values for locations below sea level. Examples: 75 (for an elevation of 100 +- 25 meters). 100 (for an elevation between 100m and 200m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue,,,http://rs.tdwg.org/dwc/dwcore/MinimumElevationInMeters-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevationInMeters-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/NomenclaturalCode-2007-04-17,NomenclaturalCode-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,,,,NomenclaturalCode,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Nomenclatural Code,"The nomenclatural code under which the ScientificName is constructed. Examples: ""ICBN"", ""ICZN"", ""BC"", ""ICNCP"", ""BioCode""",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/Code,,,http://rs.tdwg.org/dwc/dwcore/NomenclaturalCode-2007-04-17,2007-04-17,2007-04-17,superseded,,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/Order-2007-04-17,Order-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Order-2003-06-17,,,Order,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Order,,,Order,The name of the order in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = ordo,,,http://rs.tdwg.org/dwc/dwcore/Order-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Order-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/Phylum-2007-04-17,Phylum-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Phylum-2003-06-17,,,Phylum,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Phylum,,,Phylum,The name of the phylum (or division) in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = phylum,,,http://rs.tdwg.org/dwc/dwcore/Phylum-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Phylum-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/RelatedInformation-2007-04-17,RelatedInformation-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://www.iobis.org/obis/version/RecordURL-2005-07-10,,,RelatedInformation,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://www.iobis.org/obis/RecordURL,,,Related Information,"Free text references to information not delivered via the conceptual schema, including URLs to specimen details, publications, bibliographic references, etc.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/RecordURI,,,http://rs.tdwg.org/dwc/dwcore/RelatedInformation-2007-04-17,2007-04-17,2007-04-17,superseded,http://www.iobis.org/obis/RecordURL-2005-07-10,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/Remarks-2007-04-17,Remarks-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Remarks-2003-06-17,,,Remarks,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Remarks,,,Remarks,Free text comments accompanying the object or observation record.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Notes,,,http://rs.tdwg.org/dwc/dwcore/Remarks-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Remarks-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/ScientificName-2007-04-17,ScientificName-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ScientificName-2003-06-17,,,ScientificName,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificName,,,Scientific Name,"The full name of the lowest level taxon to which the organism has been identified in the most recent accepted determination, specified as precisely as possible, including name-author, year or authorship, sensu or sec. (according to or following) author, and indication of uncertainty. Conceptually equivalent to a full taxonomic identification as given by the identifier (verbatim). Does not include the identifier name or date of identification. Examples: ""Coleoptera"" (an Order), ""Vespertilionidae"" (a Family), ""Manis"" (a Genus), ""Ctenomys sociabilis"" (Genus + SpecificEpithet), ""Ambystoma tigrinum diaboli"" (Genus + SpecificEpithet + SubspecificEpithet), ""Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell"" (Genus + SpecificEpithet + InfraspecificRank + InfraspecificEpithet + AuthorYearOfScientificName).",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/FullScientificNameString,,,http://rs.tdwg.org/dwc/dwcore/ScientificName-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificName-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/Sex-2007-04-17,Sex-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Sex-2003-06-17,,,Sex,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Sex,,,Sex,"The sex of the biological individual represented by the cataloged object or observation. Examples: ""male"", ""female"", ""hermaphrodite"", ""gynandromorph"", ""monoecious"", ""dioecious"", ""not recorded"", ""indeterminate"", ""transitional"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Sex,,,http://rs.tdwg.org/dwc/dwcore/Sex-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Sex-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/SpecificEpithet-2007-04-17,SpecificEpithet-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/Species-2003-06-17,,,SpecificEpithet,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Species,,,Specific Epithet,The specific epithet of the scientific name applied to the organism.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet},,,http://rs.tdwg.org/dwc/dwcore/SpecificEpithet-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/Species-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/StateProvince-2007-04-17,StateProvince-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/StateProvince-2003-06-17,,,StateProvince,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince,,,State Province,"The full, unabbreviated name of the state, province, or region (i.e., the next smaller political region than Country) in which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= State or = Province (etc.),,,http://rs.tdwg.org/dwc/dwcore/StateProvince-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince-2003-06-17,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/ValidDistributionFlag-2007-04-17,ValidDistributionFlag-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,,,,ValidDistributionFlag,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Valid Distribution Flag,"A flag (""true"" or ""false"") that indicates whether the locality information represents a valid distribution occurrence for a specimen. Specimens taken from captivity and showing the captive location should use the value ""false"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/ValidDistributionFlag,,,http://rs.tdwg.org/dwc/dwcore/ValidDistributionFlag-2007-04-17,2007-04-17,2007-04-17,superseded,,,
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/dwcore/version/WaterBody-2007-04-17,WaterBody-2007-04-17,http://rs.tdwg.org/dwc/dwcore/version/,2007-04-17,deprecated,http://digir.net/schema/conceptual/darwin/2003/1.0/version/ContinentOcean-2003-06-17,,,WaterBody,http://rs.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean,,,Water Body,"The full, unabbreviated name of the body of water in or over which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Water body,,,http://rs.tdwg.org/dwc/dwcore/WaterBody-2007-04-17,2007-04-17,2007-04-17,superseded,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean-2003-06-17,,
