link_column,link_property,suffix1,link_characters,suffix2,filename,forward_link
term_localName,dcterms:isVersionOf,version,http,,dcterms-for-tcs-versions.csv,dcterms:hasVersion
replaced_term_localName,dcterms:replaces,replacing_term,http,,dcterms-for-tcs-replacements.csv,dcterms:isReplacedBy
